source_row,start_h,end_h,mode,gpus,work_gpu_h,release_h,deadline_h
15763,0.0025,6.2347222222222225,5,8,49.85777777777778,0.0025,6.301666666666667
15764,0.04388888888888889,0.11166666666666666,5,16,1.0844444444444445,0.04388888888888889,0.11166666666666666
15765,0.06944444444444445,5.620923017258097,1,8,35.84222222222222,0.06944444444444445,10.781944444444445
15766,0.115,0.17888888888888888,5,16,1.0222222222222221,0.115,0.17888888888888888
15769,0.19083333333333333,0.2594444444444444,5,16,1.0977777777777777,0.19083333333333333,0.2594444444444444
15771,0.2011111111111111,0.25166666666666665,5,8,0.40444444444444444,0.2011111111111111,0.25166666666666665
15772,0.22944444444444445,0.3416666666666667,5,1,0.11222222222222222,0.22944444444444445,0.3416666666666667
15773,0.23055555555555557,0.3088888888888889,5,1,0.07833333333333334,0.23055555555555557,0.3088888888888889
15775,0.26944444444444443,0.33416666666666667,5,16,1.0355555555555556,0.26944444444444443,0.33416666666666667
15776,0.27361111111111114,0.32472222222222225,5,8,0.4088888888888889,0.27361111111111114,0.32472222222222225
15779,0.31666666666666665,0.5280555555555555,5,1,0.21138888888888888,0.31666666666666665,0.5280555555555555
15780,0.3383333333333333,0.4052777777777778,5,16,1.0711111111111111,0.3383333333333333,0.4052777777777778
15781,0.35,0.43666666666666665,5,8,0.6933333333333334,0.35,0.43666666666666665
15782,0.41055555555555556,0.4741666666666667,5,16,1.0177777777777777,0.41055555555555556,0.4741666666666667
15784,0.4752777777777778,0.642463282247765,4,1,0.1638888888888889,0.4752777777777778,0.6472222222222223
15785,0.4775,0.5477777777777778,5,16,1.1244444444444444,0.4775,0.5477777777777778
15786,0.5508333333333333,0.6169444444444444,5,16,1.0577777777777777,0.5508333333333333,0.6169444444444444
15787,0.6055555555555555,30.070555555555554,5,1,29.465,0.6055555555555555,30.070555555555554
15788,0.6069444444444444,40.2825,5,1,39.675555555555555,0.6069444444444444,40.2825
15789,0.62,0.6855555555555556,5,16,1.048888888888889,0.62,0.6855555555555556
15790,0.6205555555555555,15.8325,5,1,15.211944444444445,0.6205555555555555,15.8325
15791,0.6591666666666667,33.44111111111111,5,1,32.78194444444444,0.6591666666666667,33.44111111111111
15792,0.6725,45.32,5,1,44.6475,0.6725,45.32
15794,0.6883333333333334,0.7380555555555556,5,1,0.04972222222222222,0.6883333333333334,0.7380555555555556
15795,0.6958333333333333,0.7672222222222222,5,16,1.1422222222222222,0.6958333333333333,0.7672222222222222
15796,0.7708333333333334,0.8375,5,16,1.0666666666666667,0.7708333333333334,0.8375
15798,0.8413888888888889,0.9502777777777778,5,16,1.7422222222222221,0.8413888888888889,0.9502777777777778
15800,0.9566666666666667,1.025,5,16,1.0933333333333333,0.9566666666666667,1.025
15803,1.0344444444444445,1.1044444444444443,5,16,1.12,1.0344444444444445,1.1044444444444443
15804,1.0433333333333332,1.396388888888889,5,1,0.35305555555555557,1.0433333333333332,1.396388888888889
15805,1.1008333333333333,1.2583189300411524,3,1,0.14972222222222223,1.1008333333333333,1.261388888888889
15806,1.1102777777777777,1.1769444444444443,5,16,1.0666666666666667,1.1102777777777777,1.1769444444444443
15807,1.1902777777777778,1.261111111111111,5,16,1.1333333333333333,1.1902777777777778,1.261111111111111
15808,1.2666666666666666,1.33,5,16,1.0133333333333334,1.2666666666666666,1.33
15811,1.301388888888889,1.42,5,1,0.11861111111111111,1.301388888888889,1.42
15812,1.335,1.4108333333333334,5,16,1.2133333333333334,1.335,1.4108333333333334
15813,1.418611111111111,1.4836111111111112,5,16,1.04,1.418611111111111,1.4836111111111112
15814,1.4247222222222222,1.5261111111111112,5,1,0.10138888888888889,1.4247222222222222,1.5261111111111112
15815,1.493611111111111,1.5608333333333333,5,16,1.0755555555555556,1.493611111111111,1.5608333333333333
15817,1.5677777777777777,1.6330555555555555,5,16,1.0444444444444445,1.5677777777777777,1.6330555555555555
15818,1.6083333333333334,1.7944444444444445,5,1,0.18611111111111112,1.6083333333333334,1.7944444444444445
15820,1.6377777777777778,1.708888888888889,5,16,1.1377777777777778,1.6377777777777778,1.708888888888889
15821,1.7125,1.7783333333333333,5,16,1.0533333333333332,1.7125,1.7783333333333333
15822,1.7827777777777778,1.8472222222222223,5,16,1.031111111111111,1.7827777777777778,1.8472222222222223
15825,1.8586111111111112,1.9266666666666667,5,16,1.0888888888888888,1.8586111111111112,1.9266666666666667
15826,1.9369444444444444,2.0016666666666665,5,16,1.0355555555555556,1.9369444444444444,2.0016666666666665
