source_row,start_s,end_s,start_h,end_h,mode,gpus,work_gpu_h,release_h,deadline_h
15763,9.0,27809.27923211,0.0025,7.724799786697222,1,8,49.85777777777778,0.0025,12.301666666666666
15764,158.0,460.33856894,0.04388888888888889,0.12787182470555555,1,16,1.0844444444444445,0.04388888888888889,6.111666666666666
15765,250.0,20235.32286213,0.06944444444444445,5.620923017258334,1,8,35.84222222222222,0.06944444444444445,16.781944444444445
15766,414.0,698.991274,0.115,0.19416424277777777,1,16,1.0222222222222221,0.115,6.178888888888889
15769,687.0,993.05584642,0.19083333333333333,0.2758488462277778,1,16,1.0977777777777777,0.19083333333333333,6.259444444444444
15771,724.0,949.51483421,0.2011111111111111,0.26375412061388886,1,8,0.40444444444444444,0.2011111111111111,6.251666666666667
15772,826.0,1326.59336824,0.22944444444444445,0.36849815784444445,1,1,0.11222222222222222,0.22944444444444445,6.341666666666667
15773,830.0,1179.42408377,0.23055555555555557,0.3276178010472222,1,1,0.07833333333333334,0.23055555555555557,6.308888888888889
15775,970.0,1258.70855148,0.26944444444444443,0.34964126430000003,1,16,1.0355555555555556,0.26944444444444443,6.3341666666666665
15776,985.0,1212.9930192,0.27361111111111114,0.3369425053333333,1,8,0.4088888888888889,0.27361111111111114,6.324722222222222
15779,1140.0,2082.94938918,0.31666666666666665,0.5785970525499999,1,1,0.21138888888888888,0.31666666666666665,6.5280555555555555
15780,1218.0,1516.62129145,0.3383333333333333,0.42128369206944444,1,16,1.0711111111111111,0.3383333333333333,6.405277777777778
15781,1260.0,1646.59685864,0.35,0.45738801628888887,1,8,0.6933333333333334,0.35,6.4366666666666665
15782,1478.0,1761.7521815,0.41055555555555556,0.48937560597222224,1,16,1.0177777777777777,0.41055555555555556,6.474166666666667
15784,1711.0,2442.06457243,0.4752777777777778,0.6783512701194445,1,1,0.1638888888888889,0.4752777777777778,6.647222222222222
15785,1719.0,2032.4904014,0.4775,0.5645806670555555,1,16,1.1244444444444444,0.4775,6.547777777777778
