run,cluster,start,workload,slack,jobs,fixed_work_gpu_h,week_allocation_gpu_h,cohort_share_of_week_gpu_h,cohort_incremental_gpu_energy_saving_pct,all_gpu_energy_saving_pct,upper_bound_on_cohort_saving_pct,exact_gang_capacity_excess_gpus,max_work_error_gpu_h,max_deadline_or_release_violation_s
Earth_2020-07-06_infer_llama_8b_0,Earth,2020-07-06,infer_llama_8b,0,13815,47701.92555555556,141417.0061111111,0.33731392614885536,2.2431012887836843,0.5780159913002316,2.655358124107804,0.0,1.6655121726216748e-11,0.0
Earth_2020-07-06_infer_llama_8b_6,Earth,2020-07-06,infer_llama_8b,6,13815,47701.92555555556,141417.0061111111,0.33731392614885536,33.93395704184804,8.744308567946618,35.64439142473913,0.0,6.417621989385225e-11,0.0
Earth_2020-07-06_infer_llama_8b_24,Earth,2020-07-06,infer_llama_8b,24,13815,47701.92555555556,141417.0061111111,0.33731392614885536,38.723376255418465,9.978475258647162,38.99721139215791,0.0,6.417621989385225e-11,0.0
Earth_2020-07-06_pt_mpt_13b_lg_0,Earth,2020-07-06,pt_mpt_13b_lg,0,13815,47701.92555555556,141417.0061111111,0.33731392614885536,0.9688704726566787,0.24966443980683764,1.3653211020212983,0.0,2.513611541132832e-11,0.0
Earth_2020-07-06_pt_mpt_13b_lg_6,Earth,2020-07-06,pt_mpt_13b_lg,6,13815,47701.92555555556,141417.0061111111,0.33731392614885536,19.978630539849448,5.1482151047106814,21.794331735904876,0.0,5.205702535704404e-11,0.0
Earth_2020-07-06_pt_mpt_13b_lg_24,Earth,2020-07-06,pt_mpt_13b_lg,24,13815,47701.92555555556,141417.0061111111,0.33731392614885536,25.50476383254224,6.572222762860207,25.990996979216682,0.0,5.205702535704404e-11,0.0
Earth_2020-07-06_pt_mpt_13b_sm_0,Earth,2020-07-06,pt_mpt_13b_sm,0,13815,47701.92555555556,141417.0061111111,0.33731392614885536,0.9765350377872135,0.25163949159516485,1.4340886793227483,0.0,1.603117638637741e-11,0.0
Earth_2020-07-06_pt_mpt_13b_sm_6,Earth,2020-07-06,pt_mpt_13b_sm,6,13815,47701.92555555556,141417.0061111111,0.33731392614885536,20.412499638240686,5.260017134451895,22.586121579084782,0.0,5.615374831791087e-11,0.0
Earth_2020-07-06_pt_mpt_13b_sm_24,Earth,2020-07-06,pt_mpt_13b_sm,24,13815,47701.92555555556,141417.0061111111,0.33731392614885536,26.34285266846226,6.788186594593659,26.80845829490733,0.0,5.615374831791087e-11,0.0
Earth_2020-07-06_pt_mpt_7b_fast_0,Earth,2020-07-06,pt_mpt_7b_fast,0,13815,47701.92555555556,141417.0061111111,0.33731392614885536,1.1773235000025624,0.3033798845098275,1.517849028560283,0.0,1.2960299500264227e-11,0.0
