run,cluster,start,workload,slack,jobs,fixed_work_gpu_h,week_allocation_gpu_h,cohort_share_of_week_gpu_h,cohort_incremental_gpu_energy_saving_pct,all_gpu_energy_saving_pct,upper_bound_on_cohort_saving_pct,exact_gang_capacity_excess_gpus,max_work_error_gpu_h,max_deadline_or_release_violation_s
Venus_2020-07-06_infer_llama_8b_32g_0,Venus,2020-07-06,infer_llama_8b_32g,0,2426,48721.69499999999,133417.30222222224,0.3651827325877739,5.478232740117305,1.5231983112040428,6.390593157214928,0.0,2.02817318495363e-10,0.0
Venus_2020-07-06_infer_llama_8b_32g_6,Venus,2020-07-06,infer_llama_8b_32g,6,2426,48721.69499999999,133417.30222222224,0.3651827325877739,30.953935863282673,8.606604550915963,33.796701379948445,0.0,1.737134880386293e-10,0.0
Venus_2020-07-06_infer_llama_8b_32g_24,Venus,2020-07-06,infer_llama_8b_32g,24,2426,48721.69499999999,133417.30222222224,0.3651827325877739,38.96829512808315,10.83496159170594,39.031639284550266,0.0,1.6370904631912708e-10,0.0
Venus_2020-07-06_infer_llama_8b_0,Venus,2020-07-06,infer_llama_8b,0,2426,48721.69499999999,133417.30222222224,0.3651827325877739,5.474270966725375,1.5220967576873823,6.386360103654386,0.0,2.02817318495363e-10,0.0
Venus_2020-07-06_infer_llama_8b_6,Venus,2020-07-06,infer_llama_8b,6,2426,48721.69499999999,133417.30222222224,0.3651827325877739,30.936110817075573,8.601648375892408,33.77694720765848,0.0,1.737134880386293e-10,0.0
Venus_2020-07-06_infer_llama_8b_24,Venus,2020-07-06,infer_llama_8b,24,2426,48721.69499999999,133417.30222222224,0.3651827325877739,38.94572871813032,10.828687101526219,39.009040796172926,0.0,1.6370904631912708e-10,0.0
Venus_2020-07-06_pt_mpt_13b_lg_0,Venus,2020-07-06,pt_mpt_13b_lg,0,2426,48721.69499999999,133417.30222222224,0.3651827325877739,2.098602219821043,0.583507037536346,3.1163877609546327,0.0,3.58109097930992e-11,0.0
Venus_2020-07-06_pt_mpt_13b_lg_6,Venus,2020-07-06,pt_mpt_13b_lg,6,2426,48721.69499999999,133417.30222222224,0.3651827325877739,15.13525224721816,4.208289745301373,19.163479613748176,0.0,1.7917045624926686e-10,0.0
Venus_2020-07-06_pt_mpt_13b_lg_24,Venus,2020-07-06,pt_mpt_13b_lg,24,2426,48721.69499999999,133417.30222222224,0.3651827325877739,24.36044055754073,6.773312430796427,25.92203105418421,0.0,1.8280843505635858e-10,0.0
Venus_2020-07-06_pt_mpt_13b_sm_0,Venus,2020-07-06,pt_mpt_13b_sm,0,2426,48721.69499999999,133417.30222222224,0.3651827325877739,2.2033882203219735,0.6126423201306788,3.27668531420001,0.0,4.5965231620925806e-11,0.0
Venus_2020-07-06_pt_mpt_13b_sm_6,Venus,2020-07-06,pt_mpt_13b_sm,6,2426,48721.69499999999,133417.30222222224,0.3651827325877739,15.187025901988314,4.222685180335239,20.060331672673428,0.0,2.4647306418046355e-10,0.0
Venus_2020-07-06_pt_mpt_13b_sm_24,Venus,2020-07-06,pt_mpt_13b_sm,24,2426,48721.69499999999,133417.30222222224,0.3651827325877739,24.836184251503614,6.90559085443907,26.833329258951547,0.0,1.3642420526593924e-10,0.0
Venus_2020-07-06_pt_mpt_7b_fast_0,Venus,2020-07-06,pt_mpt_7b_fast,0,2426,48721.69499999999,133417.30222222224,0.3651827325877739,2.405606108359092,0.668868106833343,3.483317266512776,0.0,2.4459323455516824e-11,0.0
Venus_2020-07-06_pt_mpt_7b_fast_6,Venus,2020-07-06,pt_mpt_7b_fast,6,2426,48721.69499999999,133417.30222222224,0.3651827325877739,16.541336428436825,4.599245214308541,20.982216609181908,0.0,1.5916157281026244e-10,0.0
Venus_2020-07-06_pt_mpt_7b_fast_24,Venus,2020-07-06,pt_mpt_7b_fast,24,2426,48721.69499999999,133417.30222222224,0.3651827325877739,25.18589572914602,7.002826579429859,26.626517377908353,0.0,1.4642864698544145e-10,0.0
Venus_2020-09-07_ft_llama_8b_dolly_0,Venus,2020-09-07,ft_llama_8b_dolly,0,3508,44175.89000000001,155085.84583333333,0.2848479805660323,5.181422520965405,1.1376067473626348,5.68617508067319,0.0,1.0489692447990251e-10,0.0
Venus_2020-09-07_ft_llama_8b_dolly_6,Venus,2020-09-07,ft_llama_8b_dolly,6,3508,44175.89000000001,155085.84583333333,0.2848479805660323,25.934763766939977,5.694104685180121,29.638958442084707,0.0,1.4137446768813788e-10,0.0
Venus_2020-09-07_ft_llama_8b_dolly_24,Venus,2020-09-07,ft_llama_8b_dolly,24,3508,44175.89000000001,155085.84583333333,0.2848479805660323,34.073058486382095,7.480907237452593,35.59197671264212,0.0,2.348361227699769e-10,0.0
Venus_2020-09-07_ft_llama_8b_p3_0,Venus,2020-09-07,ft_llama_8b_p3,0,3508,44175.89000000001,155085.84583333333,0.2848479805660323,4.0446464004897305,0.8880219702746439,4.992193489303434,0.0,9.303835479812506e-11,0.0
Venus_2020-09-07_ft_llama_8b_p3_6,Venus,2020-09-07,ft_llama_8b_p3,6,3508,44175.89000000001,155085.84583333333,0.2848479805660323,22.448382528764643,4.9286525715223855,26.058529462457617,0.0,2.0239815379241577e-10,0.0
Venus_2020-09-07_ft_llama_8b_p3_24,Venus,2020-09-07,ft_llama_8b_p3,24,3508,44175.89000000001,155085.84583333333,0.2848479805660323,31.434941833876568,6.901695777264466,33.24702816280563,0.0,1.6159382165703562e-10,0.0
Venus_2020-09-07_infer_llama_8b_48g_0,Venus,2020-09-07,infer_llama_8b_48g,0,3508,44175.89000000001,155085.84583333333,0.2848479805660323,4.973323944330645,1.0919176834157414,5.975414081495258,0.0,8.472328394404371e-11,0.0
Venus_2020-09-07_infer_llama_8b_48g_6,Venus,2020-09-07,infer_llama_8b_48g,6,3508,44175.89000000001,155085.84583333333,0.2848479805660323,27.043314194300976,5.937492372799666,30.645339303606498,0.0,2.352514849590648e-10,0.0
Venus_2020-09-07_infer_llama_8b_48g_24,Venus,2020-09-07,infer_llama_8b_48g,24,3508,44175.89000000001,155085.84583333333,0.2848479805660323,36.478787326517995,8.00909681276512,38.65727330943083,0.0,1.720320830234101e-10,0.0
Venus_2020-09-07_infer_llama_8b_32g_0,Venus,2020-09-07,infer_llama_8b_32g,0,3508,44175.89000000001,155085.84583333333,0.2848479805660323,4.973323944330645,1.0919176834157414,5.975414081495258,0.0,8.472328394404371e-11,0.0
Venus_2020-09-07_infer_llama_8b_32g_6,Venus,2020-09-07,infer_llama_8b_32g,6,3508,44175.89000000001,155085.84583333333,0.2848479805660323,27.043314194300976,5.937492372799666,30.64533930360648,0.0,2.35251540470216e-10,0.0
Venus_2020-09-07_infer_llama_8b_32g_24,Venus,2020-09-07,infer_llama_8b_32g,24,3508,44175.89000000001,155085.84583333333,0.2848479805660323,36.478787326517995,8.00909681276512,38.65727330943081,0.0,1.720320552678345e-10,0.0
Venus_2020-09-07_infer_llama_8b_0,Venus,2020-09-07,infer_llama_8b,0,3508,44175.89000000001,155085.84583333333,0.2848479805660323,4.9702846248408505,1.091250385903332,5.971740419790499,0.0,8.472328394404371e-11,0.0
Venus_2020-09-07_infer_llama_8b_6,Venus,2020-09-07,infer_llama_8b,6,3508,44175.89000000001,155085.84583333333,0.2848479805660323,27.027045363174786,5.9339204710707545,30.62760348312622,0.0,2.35251540470216e-10,0.0
Venus_2020-09-07_infer_llama_8b_24,Venus,2020-09-07,infer_llama_8b,24,3508,44175.89000000001,155085.84583333333,0.2848479805660323,36.45754569605783,8.004433108533572,38.63486440556039,0.0,1.720320552678345e-10,0.0
Venus_2020-09-07_pt_mpt_13b_lg_0,Venus,2020-09-07,pt_mpt_13b_lg,0,3508,44175.89000000001,155085.84583333333,0.2848479805660323,2.55109240956591,0.5601048604943829,3.28552030082813,0.0,1.1936268640155845e-10,0.0
Venus_2020-09-07_pt_mpt_13b_lg_6,Venus,2020-09-07,pt_mpt_13b_lg,6,3508,44175.89000000001,155085.84583333333,0.2848479805660323,12.789895320131897,2.8080842964207626,16.862862238116943,0.0,1.7746287772624214e-10,0.0
Venus_2020-09-07_pt_mpt_13b_lg_24,Venus,2020-09-07,pt_mpt_13b_lg,24,3508,44175.89000000001,155085.84583333333,0.2848479805660323,20.72349689086222,4.549945463162287,25.02715687430883,0.0,1.7746287772624214e-10,0.0
Venus_2020-09-07_pt_mpt_13b_sm_0,Venus,2020-09-07,pt_mpt_13b_sm,0,3508,44175.89000000001,155085.84583333333,0.2848479805660323,2.5636595331212773,0.5628640341563798,3.3859642778549848,0.0,7.487177544618362e-11,0.0
Venus_2020-09-07_pt_mpt_13b_sm_6,Venus,2020-09-07,pt_mpt_13b_sm,6,3508,44175.89000000001,155085.84583333333,0.2848479805660323,13.430672178616692,2.948770000938509,17.66754010016562,0.0,1.5397411123885263e-10,0.0
Venus_2020-09-07_pt_mpt_13b_sm_24,Venus,2020-09-07,pt_mpt_13b_sm,24,3508,44175.89000000001,155085.84583333333,0.2848479805660323,20.99223151627699,4.608947469249383,25.71703285131923,0.0,2.0373036591081473e-10,0.0
Venus_2020-09-07_pt_mpt_7b_fast_0,Venus,2020-09-07,pt_mpt_7b_fast,0,3508,44175.89000000001,155085.84583333333,0.2848479805660323,2.724601424124071,0.5981996163053467,3.561014036022948,0.0,1.150579631570281e-10,0.0
Venus_2020-09-07_pt_mpt_7b_fast_6,Venus,2020-09-07,pt_mpt_7b_fast,6,3508,44175.89000000001,155085.84583333333,0.2848479805660323,15.24823267593374,3.3478243295753507,18.52246077781565,0.0,1.9564266873217662e-10,0.0
Venus_2020-09-07_pt_mpt_7b_fast_24,Venus,2020-09-07,pt_mpt_7b_fast,24,3508,44175.89000000001,155085.84583333333,0.2848479805660323,21.487938767684316,4.717782429462682,25.926444400915322,0.0,1.9564266873217662e-10,0.0
Saturn_2020-05-04_ft_llama_8b_dolly_0,Saturn,2020-05-04,ft_llama_8b_dolly,0,8126,81862.01527777777,271323.43361111113,0.30171376717541804,6.753271313983981,1.5439111863811397,8.17953753963072,0.0,4.411049303598702e-11,0.0
Saturn_2020-05-04_ft_llama_8b_dolly_6,Saturn,2020-05-04,ft_llama_8b_dolly,6,8126,81862.01527777777,271323.43361111113,0.30171376717541804,31.18476672235063,7.129361156811011,33.56593964283548,0.0,9.276845958083868e-11,0.0
Saturn_2020-05-04_ft_llama_8b_dolly_24,Saturn,2020-05-04,ft_llama_8b_dolly,24,8126,81862.01527777777,271323.43361111113,0.30171376717541804,35.352490531761134,8.082172781270966,35.65050689560191,0.0,9.276845958083868e-11,0.0
Saturn_2020-05-04_ft_llama_8b_p3_0,Saturn,2020-05-04,ft_llama_8b_p3,0,8126,81862.01527777777,271323.43361111113,0.30171376717541804,5.938019143344719,1.3575308549164282,7.095600912369555,0.0,3.547873106413135e-11,0.0
Saturn_2020-05-04_ft_llama_8b_p3_6,Saturn,2020-05-04,ft_llama_8b_p3,6,8126,81862.01527777777,271323.43361111113,0.30171376717541804,27.92482964123314,6.384084817029719,30.417660513799163,0.0,8.412825991399586e-11,0.0
Saturn_2020-05-04_ft_llama_8b_p3_24,Saturn,2020-05-04,ft_llama_8b_p3,24,8126,81862.01527777777,271323.43361111113,0.30171376717541804,33.01971005738582,7.548860005534901,33.534922660884874,0.0,8.412825991399586e-11,0.0
Saturn_2020-05-04_infer_llama_8b_48g_0,Saturn,2020-05-04,infer_llama_8b_48g,0,8126,81862.01527777777,271323.43361111113,0.30171376717541804,7.2663575574583446,1.6612113145779772,8.536531073790707,0.0,3.9904080040287226e-11,0.0
Saturn_2020-05-04_infer_llama_8b_48g_6,Saturn,2020-05-04,infer_llama_8b_48g,6,8126,81862.01527777777,271323.43361111113,0.30171376717541804,32.72528412816467,7.4815492957246885,35.37599229288016,0.0,8.731149137020111e-11,0.0
Saturn_2020-05-04_infer_llama_8b_48g_24,Saturn,2020-05-04,infer_llama_8b_48g,24,8126,81862.01527777777,271323.43361111113,0.30171376717541804,38.213788313927544,8.736313485540729,39.03514661932362,0.0,4.843059286940843e-11,0.0
Saturn_2020-05-04_infer_llama_8b_32g_0,Saturn,2020-05-04,infer_llama_8b_32g,0,8126,81862.01527777777,271323.43361111113,0.30171376717541804,7.2663575574583446,1.6612113145779772,8.536531073790707,0.0,3.9904080040287226e-11,0.0
Saturn_2020-05-04_infer_llama_8b_32g_6,Saturn,2020-05-04,infer_llama_8b_32g,6,8126,81862.01527777777,271323.43361111113,0.30171376717541804,32.72528412816467,7.4815492957246885,35.375992292880156,0.0,8.731149137020111e-11,0.0
Saturn_2020-05-04_infer_llama_8b_32g_24,Saturn,2020-05-04,infer_llama_8b_32g,24,8126,81862.01527777777,271323.43361111113,0.30171376717541804,38.213788313927544,8.736313485540729,39.03514661932361,0.0,4.865796654485166e-11,0.0
Saturn_2020-05-04_infer_llama_8b_0,Saturn,2020-05-04,infer_llama_8b,0,8126,81862.01527777777,271323.43361111113,0.30171376717541804,7.261718096331502,1.660150655883919,8.531220518186013,0.0,3.9904080040287226e-11,0.0
Saturn_2020-05-04_infer_llama_8b_6,Saturn,2020-05-04,infer_llama_8b,6,8126,81862.01527777777,271323.43361111113,0.30171376717541804,32.706194720602134,7.477185136710944,35.35539736554437,0.0,8.731149137020111e-11,0.0
Saturn_2020-05-04_infer_llama_8b_24,Saturn,2020-05-04,infer_llama_8b,24,8126,81862.01527777777,271323.43361111113,0.30171376717541804,38.191692482365326,8.731262007533223,39.01254635477969,0.0,4.865796654485166e-11,0.0
Saturn_2020-05-04_pt_mpt_13b_lg_0,Saturn,2020-05-04,pt_mpt_13b_lg,0,8126,81862.01527777777,271323.43361111113,0.30171376717541804,3.3040902640156005,0.7553704985706131,4.530745274136815,0.0,3.427635952846231e-11,0.0
Saturn_2020-05-04_pt_mpt_13b_lg_6,Saturn,2020-05-04,pt_mpt_13b_lg,6,8126,81862.01527777777,271323.43361111113,0.30171376717541804,17.530344945718515,4.007731128286058,20.748860529456476,0.0,4.976641321263742e-11,0.0
Saturn_2020-05-04_pt_mpt_13b_lg_24,Saturn,2020-05-04,pt_mpt_13b_lg,24,8126,81862.01527777777,271323.43361111113,0.30171376717541804,22.316087846783926,5.101832291495528,26.05697912855809,0.0,4.945377440890297e-11,0.0
Saturn_2020-05-04_pt_mpt_13b_sm_0,Saturn,2020-05-04,pt_mpt_13b_sm,0,8126,81862.01527777777,271323.43361111113,0.30171376717541804,3.4911629529746677,0.7981384555683183,4.724763152914163,0.0,3.005440341041776e-11,0.0
Saturn_2020-05-04_pt_mpt_13b_sm_6,Saturn,2020-05-04,pt_mpt_13b_sm,6,8126,81862.01527777777,271323.43361111113,0.30171376717541804,18.446888265841295,4.217268316849815,21.468433697950836,0.0,8.049028110690415e-11,0.0
Saturn_2020-05-04_pt_mpt_13b_sm_24,Saturn,2020-05-04,pt_mpt_13b_sm,24,8126,81862.01527777777,271323.43361111113,0.30171376717541804,23.00128601913246,5.258480095795387,26.909358984214887,0.0,5.657341262121918e-11,0.0
Saturn_2020-05-04_pt_mpt_7b_fast_0,Saturn,2020-05-04,pt_mpt_7b_fast,0,8126,81862.01527777777,271323.43361111113,0.30171376717541804,3.913775371144491,0.8947547485587827,4.991065569085183,0.0,3.690947547596579e-11,0.0
Saturn_2020-05-04_pt_mpt_7b_fast_6,Saturn,2020-05-04,pt_mpt_7b_fast,6,8126,81862.01527777777,271323.43361111113,0.30171376717541804,19.525846523258917,4.463936286462699,22.31730378849071,0.0,9.868017514236271e-11,0.0
Saturn_2020-05-04_pt_mpt_7b_fast_24,Saturn,2020-05-04,pt_mpt_7b_fast,24,8126,81862.01527777777,271323.43361111113,0.30171376717541804,23.371359223470794,5.343085042552783,26.736395727509834,0.0,3.3651303965598345e-11,0.0
Saturn_2020-07-06_ft_llama_8b_dolly_0,Saturn,2020-07-06,ft_llama_8b_dolly,0,19288,110830.31138888889,273039.79,0.4059126744453213,3.8295406245497206,1.1828446209525716,4.486657942721481,0.0,7.548317526584469e-11,0.0
Saturn_2020-07-06_ft_llama_8b_dolly_6,Saturn,2020-07-06,ft_llama_8b_dolly,6,19288,110830.31138888889,273039.79,0.4059126744453213,29.834934434405714,9.215228449589533,31.42104819013586,0.0,8.875211676695471e-11,0.0
Saturn_2020-07-06_ft_llama_8b_dolly_24,Saturn,2020-07-06,ft_llama_8b_dolly,24,19288,110830.31138888889,273039.79,0.4059126744453213,35.474044077383816,10.957001461579113,35.63082868389694,0.0,1.2823875294998288e-10,0.0
Saturn_2020-07-06_ft_llama_8b_p3_0,Saturn,2020-07-06,ft_llama_8b_p3,0,19288,110830.31138888889,273039.79,0.4059126744453213,3.03781138839066,0.9383002329812998,3.792233481356637,0.0,8.01456678800605e-11,0.0
Saturn_2020-07-06_ft_llama_8b_p3_6,Saturn,2020-07-06,ft_llama_8b_p3,6,19288,110830.31138888889,273039.79,0.4059126744453213,25.166419572401484,7.773246699361166,27.95890187666979,0.0,1.673470251262188e-10,0.0
Saturn_2020-07-06_ft_llama_8b_p3_24,Saturn,2020-07-06,ft_llama_8b_p3,24,19288,110830.31138888889,273039.79,0.4059126744453213,33.31011198412751,10.288619614365828,33.460424113667464,0.0,1.3460521586239338e-10,0.0
Saturn_2020-07-06_infer_llama_8b_48g_0,Saturn,2020-07-06,infer_llama_8b_48g,0,19288,110830.31138888889,273039.79,0.4059126744453213,3.709254241148909,1.1456913131465685,4.6897549977707795,0.0,9.622302954426232e-11,0.0
Saturn_2020-07-06_infer_llama_8b_48g_6,Saturn,2020-07-06,infer_llama_8b_48g,6,19288,110830.31138888889,273039.79,0.4059126744453213,29.94453966416382,9.249082629283185,32.6630455614844,0.0,1.192006493511144e-10,0.0
Saturn_2020-07-06_infer_llama_8b_48g_24,Saturn,2020-07-06,infer_llama_8b_48g,24,19288,110830.31138888889,273039.79,0.4059126744453213,38.722183829127275,11.96026660748776,38.94688580178309,0.0,1.192006493511144e-10,0.0
Saturn_2020-07-06_infer_llama_8b_32g_0,Saturn,2020-07-06,infer_llama_8b_32g,0,19288,110830.31138888889,273039.79,0.4059126744453213,3.709254241148909,1.1456913131465685,4.6897549977707795,0.0,9.622347363347217e-11,0.0
Saturn_2020-07-06_infer_llama_8b_32g_6,Saturn,2020-07-06,infer_llama_8b_32g,6,19288,110830.31138888889,273039.79,0.4059126744453213,29.94453966416382,9.249082629283185,32.6630455614844,0.0,1.1925749276997522e-10,0.0
Saturn_2020-07-06_infer_llama_8b_32g_24,Saturn,2020-07-06,infer_llama_8b_32g,24,19288,110830.31138888889,273039.79,0.4059126744453213,38.722183829127275,11.96026660748776,38.946885801783075,0.0,1.1925749276997522e-10,0.0
Saturn_2020-07-06_infer_llama_8b_0,Saturn,2020-07-06,infer_llama_8b,0,19288,110830.31138888889,273039.79,0.4059126744453213,3.7068522381453692,1.144949397441579,4.686743321811219,0.0,9.622347363347217e-11,0.0
Saturn_2020-07-06_infer_llama_8b_6,Saturn,2020-07-06,infer_llama_8b,6,19288,110830.31138888889,273039.79,0.4059126744453213,29.927390425326536,9.243785679361286,32.64415480353458,0.0,1.1925749276997522e-10,0.0
Saturn_2020-07-06_infer_llama_8b_24,Saturn,2020-07-06,infer_llama_8b,24,19288,110830.31138888889,273039.79,0.4059126744453213,38.69974205360267,11.953334931846632,38.92433023383203,0.0,1.1925749276997522e-10,0.0
Saturn_2020-07-06_pt_mpt_13b_lg_0,Saturn,2020-07-06,pt_mpt_13b_lg,0,19288,110830.31138888889,273039.79,0.4059126744453213,1.7121616906232549,0.5288418232129094,2.3564531381710725,0.0,7.94369015011398e-11,0.0
Saturn_2020-07-06_pt_mpt_13b_lg_6,Saturn,2020-07-06,pt_mpt_13b_lg,6,19288,110830.31138888889,273039.79,0.4059126744453213,15.7720582163125,4.871574961999422,18.68831908501491,0.0,1.0550138540565968e-10,0.0
Saturn_2020-07-06_pt_mpt_13b_lg_24,Saturn,2020-07-06,pt_mpt_13b_lg,24,19288,110830.31138888889,273039.79,0.4059126744453213,22.41001683727252,6.921866215883565,25.586519936071404,0.0,1.8735590856522322e-10,0.0
Saturn_2020-07-06_pt_mpt_13b_sm_0,Saturn,2020-07-06,pt_mpt_13b_sm,0,19288,110830.31138888889,273039.79,0.4059126744453213,1.7593018763403352,0.5434021897353849,2.482197448301495,0.0,7.58877405360181e-11,0.0
Saturn_2020-07-06_pt_mpt_13b_sm_6,Saturn,2020-07-06,pt_mpt_13b_sm,6,19288,110830.31138888889,273039.79,0.4059126744453213,16.27852582303818,5.028009517220424,19.55563187576087,0.0,7.58877405360181e-11,0.0
Saturn_2020-07-06_pt_mpt_13b_sm_24,Saturn,2020-07-06,pt_mpt_13b_sm,24,19288,110830.31138888889,273039.79,0.4059126744453213,22.855829138363227,7.0595659386438205,26.355848365711527,0.0,1.9826984498649836e-10,0.0
Saturn_2020-07-06_pt_mpt_7b_fast_0,Saturn,2020-07-06,pt_mpt_7b_fast,0,19288,110830.31138888889,273039.79,0.4059126744453213,1.970988041098722,0.6087864918914637,2.6140147232894835,0.0,8.292300179846279e-11,0.0
Saturn_2020-07-06_pt_mpt_7b_fast_6,Saturn,2020-07-06,pt_mpt_7b_fast,6,19288,110830.31138888889,273039.79,0.4059126744453213,17.52302730036158,5.412403370828543,20.314257705870194,0.0,9.912515253063248e-11,0.0
Saturn_2020-07-06_pt_mpt_7b_fast_24,Saturn,2020-07-06,pt_mpt_7b_fast,24,19288,110830.31138888889,273039.79,0.4059126744453213,23.535932055781334,7.269631885563171,26.34433809939467,0.0,1.509761204943061e-10,0.0
Saturn_2020-09-07_ft_llama_8b_dolly_0,Saturn,2020-09-07,ft_llama_8b_dolly,0,14586,116611.55166666668,303440.65027777775,0.3842977253044947,7.2818462782950455,2.169312578777848,8.044765485661395,0.0,8.606093615526333e-11,0.0
Saturn_2020-09-07_ft_llama_8b_dolly_6,Saturn,2020-09-07,ft_llama_8b_dolly,6,14586,116611.55166666668,303440.65027777775,0.3842977253044947,28.37131550471412,8.452011927840589,31.318997395437137,0.0,8.606093615526333e-11,0.0
Saturn_2020-09-07_ft_llama_8b_dolly_24,Saturn,2020-09-07,ft_llama_8b_dolly,24,14586,116611.55166666668,303440.65027777775,0.3842977253044947,34.31316408346595,10.222129885631041,35.39048471834271,0.0,8.606093615526333e-11,0.0
Saturn_2020-09-07_ft_llama_8b_p3_0,Saturn,2020-09-07,ft_llama_8b_p3,0,14586,116611.55166666668,303440.65027777775,0.3842977253044947,6.35376409777866,1.892830451664728,7.1792251771440005,0.0,1.496687218605075e-10,0.0
Saturn_2020-09-07_ft_llama_8b_p3_6,Saturn,2020-09-07,ft_llama_8b_p3,6,14586,116611.55166666668,303440.65027777775,0.3842977253044947,25.34656703825113,7.550918352781835,28.016618044660028,0.0,1.262492332898546e-10,0.0
Saturn_2020-09-07_ft_llama_8b_p3_24,Saturn,2020-09-07,ft_llama_8b_p3,24,14586,116611.55166666668,303440.65027777775,0.3842977253044947,31.512634247214674,9.387832597712324,33.18563482838828,0.0,1.262492332898546e-10,0.0
Saturn_2020-09-07_infer_llama_8b_48g_0,Saturn,2020-09-07,infer_llama_8b_48g,0,14586,116611.55166666668,303440.65027777775,0.3842977253044947,7.664882905361293,2.2834218501729593,8.548342234776449,0.0,1.6012791093089618e-10,0.0
Saturn_2020-09-07_infer_llama_8b_48g_6,Saturn,2020-09-07,infer_llama_8b_48g,6,14586,116611.55166666668,303440.65027777775,0.3842977253044947,29.423389630003957,8.76543211642665,32.76954347157733,0.0,2.1310597730916925e-10,0.0
Saturn_2020-09-07_infer_llama_8b_48g_24,Saturn,2020-09-07,infer_llama_8b_48g,24,14586,116611.55166666668,303440.65027777775,0.3842977253044947,37.01627500043632,11.027405400920895,38.63312922835441,0.0,1.9315393728902563e-10,0.0
Saturn_2020-09-07_infer_llama_8b_32g_0,Saturn,2020-09-07,infer_llama_8b_32g,0,14586,116611.55166666668,303440.65027777775,0.3842977253044947,7.664882905361293,2.2834218501729593,8.548342234776449,0.0,1.6012791093089618e-10,0.0
Saturn_2020-09-07_infer_llama_8b_32g_6,Saturn,2020-09-07,infer_llama_8b_32g,6,14586,116611.55166666668,303440.65027777775,0.3842977253044947,29.423389630003957,8.76543211642665,32.769543471577315,0.0,2.1313439901859965e-10,0.0
Saturn_2020-09-07_infer_llama_8b_32g_24,Saturn,2020-09-07,infer_llama_8b_32g,24,14586,116611.55166666668,303440.65027777775,0.3842977253044947,37.01627500043632,11.027405400920895,38.6331292283544,0.0,1.9315393728902563e-10,0.0
Saturn_2020-09-07_infer_llama_8b_0,Saturn,2020-09-07,infer_llama_8b,0,14586,116611.55166666668,303440.65027777775,0.3842977253044947,7.6602745261505385,2.282048982000849,8.543190292786619,0.0,1.6012791093089618e-10,0.0
Saturn_2020-09-07_infer_llama_8b_6,Saturn,2020-09-07,infer_llama_8b,6,14586,116611.55166666668,303440.65027777775,0.3842977253044947,29.40621744450359,8.760316403105142,32.75043496548092,0.0,2.1313439901859965e-10,0.0
Saturn_2020-09-07_infer_llama_8b_24,Saturn,2020-09-07,infer_llama_8b,24,14586,116611.55166666668,303440.65027777775,0.3842977253044947,36.99482364198615,11.021014892258753,38.61073255140632,0.0,1.9315393728902563e-10,0.0
Saturn_2020-09-07_pt_mpt_13b_lg_0,Saturn,2020-09-07,pt_mpt_13b_lg,0,14586,116611.55166666668,303440.65027777775,0.3842977253044947,4.008887233967668,1.1942753487490787,4.94518666440924,0.0,8.162714948412031e-11,0.0
Saturn_2020-09-07_pt_mpt_13b_lg_6,Saturn,2020-09-07,pt_mpt_13b_lg,6,14586,116611.55166666668,303440.65027777775,0.3842977253044947,14.62713080951302,4.357523853680551,18.600140286867937,0.0,2.39538167079445e-10,0.0
Saturn_2020-09-07_pt_mpt_13b_lg_24,Saturn,2020-09-07,pt_mpt_13b_lg,24,14586,116611.55166666668,303440.65027777775,0.3842977253044947,19.10782358056468,5.692353348619733,25.311226973508703,0.0,1.1084466677857563e-10,0.0
Saturn_2020-09-07_pt_mpt_13b_sm_0,Saturn,2020-09-07,pt_mpt_13b_sm,0,14586,116611.55166666668,303440.65027777775,0.3842977253044947,4.057840822872298,1.208858962866788,5.133198617204846,0.0,1.3491785466612782e-10,0.0
Saturn_2020-09-07_pt_mpt_13b_sm_6,Saturn,2020-09-07,pt_mpt_13b_sm,6,14586,116611.55166666668,303440.65027777775,0.3842977253044947,15.122030297537712,4.504957848243541,19.34221761339332,0.0,1.0311396181350574e-10,0.0
Saturn_2020-09-07_pt_mpt_13b_sm_24,Saturn,2020-09-07,pt_mpt_13b_sm,24,14586,116611.55166666668,303440.65027777775,0.3842977253044947,19.599993818108477,5.838974280509801,26.119814609798848,0.0,1.5154455468291417e-10,0.0
Saturn_2020-09-07_pt_mpt_7b_fast_0,Saturn,2020-09-07,pt_mpt_7b_fast,0,14586,116611.55166666668,303440.65027777775,0.3842977253044947,4.31779540057013,1.2863012369493476,5.2772587007894405,0.0,1.0581402420939412e-10,0.0
Saturn_2020-09-07_pt_mpt_7b_fast_6,Saturn,2020-09-07,pt_mpt_7b_fast,6,14586,116611.55166666668,303440.65027777775,0.3842977253044947,16.797676539429858,5.004144501078176,20.232662538174402,0.0,1.674607119639404e-10,0.0
Saturn_2020-09-07_pt_mpt_7b_fast_24,Saturn,2020-09-07,pt_mpt_7b_fast,24,14586,116611.55166666668,303440.65027777775,0.3842977253044947,20.374100870437914,6.0695861475776764,26.114536801037374,0.0,1.0668088634702144e-10,0.0
Uranus_2020-05-04_ft_llama_8b_dolly_0,Uranus,2020-05-04,ft_llama_8b_dolly,0,5490,83121.835,277189.84222222224,0.29987330824829245,3.43649983475151,0.7911527887930899,4.065899728178561,0.0,6.252776074688882e-11,0.0
