source_row,start_s,end_s,start_h,end_h,mode,gpus,work_gpu_h,release_h,deadline_h
73092,27.0,146.0,0.0075,0.04055555555555555,5,8,0.2644444444444444,0.0075,0.04055555555555555
73093,41.0,70703.0,0.01138888888888889,19.639722222222222,5,8,157.02666666666667,0.01138888888888889,19.64138888888889
73094,149.0,414.0,0.04138888888888889,0.115,5,8,0.5888888888888889,0.04138888888888889,0.115
73095,207.0,8987.0,0.0575,2.4963888888888888,5,1,2.438888888888889,0.0575,2.4963888888888888
73098,346.0,10207.0,0.0961111111111111,2.835277777777778,5,1,2.7391666666666667,0.0961111111111111,2.835277777777778
73100,418.0,671.0,0.11611111111111111,0.18638888888888888,5,8,0.5622222222222222,0.11611111111111111,0.18638888888888888
73104,655.0,6599.20977011,0.18194444444444444,1.8331138250305556,4,8,12.948888888888888,0.18194444444444444,1.8558333333333332
73105,675.0,961.0,0.1875,0.26694444444444443,5,8,0.6355555555555555,0.1875,0.26694444444444443
73106,688.0,65323.0,0.19111111111111112,18.14527777777778,5,4,71.81666666666666,0.19111111111111112,18.14527777777778
73107,741.0,71410.0,0.20583333333333334,19.836111111111112,5,8,157.04222222222222,0.20583333333333334,19.8375
73109,815.0,3648.0,0.2263888888888889,1.0133333333333334,5,8,6.295555555555556,0.2263888888888889,1.0133333333333334
73113,874.0,71202.0,0.2427777777777778,19.778333333333332,5,8,156.28444444444443,0.2427777777777778,19.780277777777776
73119,1384.0,50815.0,0.3844444444444444,14.115277777777777,5,8,109.84666666666666,0.3844444444444444,14.11888888888889
73120,1387.0,55698.0,0.3852777777777778,15.471666666666666,5,8,120.69111111111111,0.3852777777777778,15.474444444444444
73121,1458.0,69226.0,0.405,19.229444444444443,5,8,150.59555555555556,0.405,19.229444444444443
73124,1544.0,86408.0,0.4288888888888889,24.002222222222223,5,16,377.17333333333335,0.4288888888888889,24.191388888888888
73125,1572.0,1841.0,0.43666666666666665,0.5113888888888889,5,1,0.07472222222222222,0.43666666666666665,0.5113888888888889
73127,1815.0,27624.0,0.5041666666666667,7.673333333333333,5,16,114.70666666666666,0.5041666666666667,7.673333333333333
73128,1867.0,1977.0,0.5186111111111111,0.5491666666666667,5,1,0.030555555555555555,0.5186111111111111,0.5491666666666667
73129,1900.0,17614.0,0.5277777777777778,4.892777777777778,5,1,4.365,0.5277777777777778,4.895277777777777
73130,1944.0,22553.0,0.54,6.264722222222222,5,1,5.724722222222222,0.54,6.266388888888889
73131,1967.0,13120.0,0.5463888888888889,3.6444444444444444,5,1,3.0980555555555553,0.5463888888888889,3.6455555555555557
73132,2016.0,2077.0,0.56,0.5769444444444445,5,1,0.016944444444444446,0.56,0.5769444444444445
73133,2125.0,16881.0,0.5902777777777778,4.689166666666667,5,1,4.098888888888889,0.5902777777777778,4.689166666666667
73139,2493.0,15500.48563218,0.6925,4.305690453383333,4,8,28.335555555555555,0.6925,4.329722222222222
73140,2596.0,10567.0,0.7211111111111111,2.935277777777778,5,1,2.214166666666667,0.7211111111111111,2.935277777777778
73142,2702.0,3053.0,0.7505555555555555,0.8480555555555556,5,8,0.78,0.7505555555555555,0.8480555555555556
73143,2874.0,3011.0,0.7983333333333333,0.8363888888888888,5,8,0.30444444444444446,0.7983333333333333,0.8363888888888888
73144,2969.0,3029.0,0.8247222222222222,0.8413888888888889,5,8,0.13333333333333333,0.8247222222222222,0.8413888888888889
73146,3029.0,3067.0,0.8413888888888889,0.8519444444444444,5,8,0.08444444444444445,0.8413888888888889,0.8519444444444444
73147,3030.0,18881.71029668,0.8416666666666667,5.244919526855556,1,8,28.42888888888889,0.8416666666666667,6.556111111111111
73148,3057.0,3301.0,0.8491666666666666,0.9169444444444445,5,8,0.5422222222222223,0.8491666666666666,0.9169444444444445
73149,3067.0,12954.0,0.8519444444444444,3.598333333333333,5,8,21.97111111111111,0.8519444444444444,3.598333333333333
73150,3204.0,18543.0,0.89,5.150833333333333,5,1,4.260833333333333,0.89,5.1525
73151,3215.0,31698.0,0.8930555555555556,8.805,5,8,63.29555555555555,0.8930555555555556,8.805
73152,3304.0,3546.0,0.9177777777777778,0.985,5,8,0.5377777777777778,0.9177777777777778,0.985
73154,3495.0,14144.0,0.9708333333333333,3.928888888888889,5,1,2.9580555555555557,0.9708333333333333,3.931388888888889
73156,3549.0,3751.0,0.9858333333333333,1.0419444444444443,5,8,0.4488888888888889,0.9858333333333333,1.0419444444444443
73159,3648.0,6710.0,1.0133333333333334,1.863888888888889,5,8,6.804444444444444,1.0133333333333334,1.863888888888889
73162,3755.0,3951.0,1.0430555555555556,1.0975,5,8,0.43555555555555553,1.0430555555555556,1.0975
73164,3777.0,3904.0,1.0491666666666666,1.0844444444444445,5,4,0.1411111111111111,1.0491666666666666,1.0844444444444445
73165,3822.0,3913.0,1.0616666666666668,1.0869444444444445,5,8,0.20222222222222222,1.0616666666666668,1.0869444444444445
73167,3955.0,4220.0,1.0986111111111112,1.1722222222222223,5,8,0.5888888888888889,1.0986111111111112,1.1722222222222223
73168,4012.0,14578.0,1.1144444444444443,4.049444444444444,5,1,2.935,1.1144444444444443,4.0525
73169,4072.0,12661.0,1.1311111111111112,3.5169444444444444,5,1,2.3858333333333333,1.1311111111111112,3.5169444444444444
73173,4221.0,4361.0,1.1725,1.2113888888888888,5,4,0.15555555555555556,1.1725,1.2113888888888888
73174,4224.0,4533.0,1.1733333333333333,1.2591666666666668,5,8,0.6866666666666666,1.1733333333333333,1.2591666666666668
73175,4254.0,4987.0,1.1816666666666666,1.3852777777777778,5,4,0.8144444444444444,1.1816666666666666,1.3852777777777778
73176,4330.0,22346.0,1.2027777777777777,6.207222222222223,5,1,5.004444444444444,1.2027777777777777,6.210277777777778
73178,4373.0,28808.0,1.2147222222222223,8.002222222222223,5,1,6.7875,1.2147222222222223,8.002222222222223
73179,4398.0,15215.0,1.2216666666666667,4.226388888888889,5,1,3.004722222222222,1.2216666666666667,4.2275
73180,4501.0,84650.45898778,1.2502777777777778,23.514016385494447,1,8,143.7422222222222,1.2502777777777778,27.825555555555557
73181,4534.0,15511.0,1.2594444444444444,4.308611111111111,5,1,3.049166666666667,1.2594444444444444,4.310833333333333
73182,4539.0,4756.0,1.2608333333333333,1.3211111111111111,5,8,0.4822222222222222,1.2608333333333333,1.3211111111111111
73184,4669.0,15941.0,1.2969444444444445,4.428055555555556,5,1,3.131111111111111,1.2969444444444445,4.428055555555556
73185,4759.0,4968.0,1.3219444444444444,1.38,5,8,0.46444444444444444,1.3219444444444444,1.38
73186,4805.0,19541.0,1.3347222222222221,5.428055555555556,5,1,4.093333333333334,1.3347222222222221,5.4302777777777775
73187,4971.0,5087.0,1.3808333333333334,1.4130555555555555,5,8,0.2577777777777778,1.3808333333333334,1.4130555555555555
73190,5091.0,5213.0,1.4141666666666666,1.4480555555555557,5,8,0.27111111111111114,1.4141666666666666,1.4480555555555557
73193,5202.0,11238.0,1.445,3.1216666666666666,5,1,1.6766666666666667,1.445,3.1216666666666666
73194,5216.0,5482.0,1.448888888888889,1.5227777777777778,5,8,0.5911111111111111,1.448888888888889,1.5227777777777778
73198,5437.0,5479.0,1.5102777777777778,1.5219444444444445,5,4,0.04666666666666667,1.5102777777777778,1.5219444444444445
73200,5489.0,5741.0,1.5247222222222223,1.5947222222222222,5,8,0.56,1.5247222222222223,1.5947222222222222
73202,5548.0,5934.0,1.541111111111111,1.6483333333333334,5,4,0.4288888888888889,1.541111111111111,1.6483333333333334
73204,5603.0,17513.0,1.5563888888888888,4.864722222222222,5,1,3.308333333333333,1.5563888888888888,4.865555555555556
73205,5603.0,16952.0,1.5563888888888888,4.708888888888889,5,1,3.1525,1.5563888888888888,4.711666666666667
73209,5747.0,6052.0,1.5963888888888889,1.681111111111111,5,8,0.6777777777777778,1.5963888888888889,1.681111111111111
73212,6051.0,13389.0,1.6808333333333334,3.7191666666666667,5,1,2.0383333333333336,1.6808333333333334,3.721111111111111
73214,6097.0,15873.0,1.6936111111111112,4.409166666666667,5,1,2.7155555555555555,1.6936111111111112,4.409166666666667
73215,6147.0,15022.0,1.7075,4.172777777777778,5,1,2.4652777777777777,1.7075,4.174722222222222
73217,6239.0,13446.0,1.7330555555555556,3.735,5,1,2.0019444444444443,1.7330555555555556,3.7369444444444446
73221,6477.0,16066.0,1.7991666666666666,4.462777777777778,5,1,2.663611111111111,1.7991666666666666,4.462777777777778
73224,6581.0,7942.76265271,1.8280555555555555,2.206322959086111,1,8,2.442222222222222,1.8280555555555555,3.4505555555555554
73226,6710.0,8232.84467714,1.863888888888889,2.2869012992055553,1,8,2.7311111111111113,1.863888888888889,14.460277777777778
73227,6743.0,18167.0,1.8730555555555555,5.046388888888889,5,1,3.1733333333333333,1.8730555555555555,5.046388888888889
73233,6910.0,496236.0,1.9194444444444445,137.84333333333333,5,8,1087.391111111111,1.9194444444444445,137.84333333333333
73236,7152.0,32405.0,1.9866666666666666,9.001388888888888,5,1,7.014722222222222,1.9866666666666666,9.001388888888888
