run,cluster,start,workload,slack,tariff,status,jobs,runtime_s,total_saving,mode_shapley,start_shapley,interaction_saving,mode_share_pct,mode_first,mode_last,start_first,start_last,optimal_mode_share_lower_pct,optimal_mode_share_upper_pct
Earth_pt_mpt_13b_lg_6_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,6,Jiangsu,constructed_pending_independent_verification,774,0.6203632354736328,5131.471294643965,2964.2865362035463,2167.1847584404186,-1170.3384177750595,57.76679564197419,3549.455745091076,2379.1173273160166,2752.3539673279483,1582.0155495528888,57.766795641974156,57.766795641974156
Earth_pt_mpt_13b_lg_6_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,6,Gansu,constructed_pending_independent_verification,774,0.6950137615203857,4692.639538679265,3289.342443267524,1403.2970954117409,-751.8605591765081,70.09578332524777,3665.272722855778,2913.4121636792697,1779.227374999995,1027.3668158234868,70.0957833252478,70.0957833252478
Earth_pt_mpt_13b_lg_6_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,6,Guizhou,constructed_pending_independent_verification,774,0.6429879665374756,5081.245098867814,2888.9464460249546,2192.298652842859,-1318.5367943142592,56.85508944783357,3548.2148431820824,2229.678048867827,2851.567049999987,1533.0302556857314,56.85508944783355,56.85508944783359
Earth_pt_mpt_13b_lg_24_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,24,Jiangsu,constructed_pending_independent_verification,774,0.8824751377105713,8922.927512636863,5772.055166974089,3150.872345662774,-1807.1393072641986,64.6879082991492,6675.624820606186,4868.4855133419915,4054.4419992948715,2247.3026920306766,64.49431225060653,64.68790829914921
Earth_pt_mpt_13b_lg_24_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,24,Gansu,constructed_pending_independent_verification,774,0.7549088001251221,8377.999554714035,6026.6899463188365,2351.3096083951987,-2119.820033209595,71.93471313719287,7086.599962923632,4966.779929714041,3411.2196249999943,1291.399591790403,71.43055705267302,71.93471313719286
Earth_pt_mpt_13b_lg_24_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,24,Guizhou,constructed_pending_independent_verification,774,0.822821855545044,8859.641860954489,5565.5048088756685,3294.1370520788205,-2031.6429958423068,62.81862061945776,6581.326306796822,4549.683310954515,4309.958549999974,2278.315554157667,62.738890429363224,62.818620619457775
Venus_ft_llama_8b_dolly_0_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,0,Jiangsu,constructed_pending_independent_verification,2332,1.05794095993042,1061.0972638537714,313.87515258784333,747.2221112659281,627.7503051756867,29.58024332735421,0.0,627.7503051756867,433.3469586780848,1061.0972638537714,29.580243327353628,29.58024332735576
Venus_ft_llama_8b_dolly_0_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,0,Gansu,constructed_pending_independent_verification,2332,0.7477469444274902,1002.2622131063763,316.9311690531831,685.3310440531932,633.862338106359,31.62158214773934,0.0,633.8623381063662,368.39987500001007,1002.2622131063763,31.62158214773889,31.621582147740668
Venus_ft_llama_8b_dolly_0_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,0,Guizhou,constructed_pending_independent_verification,2332,0.8441431522369385,1000.5250240500172,298.8932870250137,701.6317370250035,597.7865740500274,29.873644320771305,0.0,597.7865740500274,402.7384499999898,1000.5250240500172,29.873644320770154,29.87364432077264
Venus_ft_llama_8b_dolly_6_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,6,Jiangsu,constructed_pending_independent_verification,2332,2.27431583404541,13400.02850988778,9705.280175551645,3694.7483343361346,-2837.5781741258397,72.42730990005127,11124.069262614565,8286.491088488729,5113.537421399051,2275.9592472732147,72.3177219700238,72.42730990005128
Venus_ft_llama_8b_dolly_6_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,6,Gansu,constructed_pending_independent_verification,2332,2.0383167266845703,11137.435382118187,9271.576341101787,1865.8590410163997,-1340.7566679672018,83.24695967249204,9941.954675085388,8601.198007118182,2536.2373750000042,1195.4807070327988,83.22790750711798,83.24695967249201
Venus_ft_llama_8b_dolly_6_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,6,Guizhou,constructed_pending_independent_verification,2332,2.217534303665161,12928.663781212963,9337.31275113927,3591.3510300736925,-2760.6515398525517,72.22179267054346,10717.638521065543,7956.986981212998,4971.676799999965,2211.0252601474203,72.14628210584351,72.22179267054345
Venus_ft_llama_8b_dolly_24_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,constructed_pending_independent_verification,2332,2.9133989810943604,19789.401677338217,13604.448246530057,6184.95343080816,-4497.431103126168,68.7461322396076,15853.163798093141,11355.732694966973,8433.668982371244,3936.2378792450763,68.29530126698731,68.74613223960762
Venus_ft_llama_8b_dolly_24_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,24,Gansu,constructed_pending_independent_verification,2332,2.3189518451690674,16872.157847741073,13092.029279702241,3780.128568038832,-2268.2133639223393,77.59546465750417,14226.13596166341,11957.922597741068,4914.235250000005,2646.021886077662,77.12319436101097,77.59546465750415
Venus_ft_llama_8b_dolly_24_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,24,Guizhou,constructed_pending_independent_verification,2332,2.9150338172912598,19473.473479857366,13121.572980104518,6351.900499752848,-4394.623400494191,67.38177959713752,15318.884680351613,10924.261279857423,8549.212199999944,4154.588799505753,67.21282599518243,67.38177959713752
Venus_infer_llama_8b_32g_0_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,0,Jiangsu,constructed_pending_independent_verification,2332,0.7661938667297363,993.4191354396462,280.0360883807807,713.3830470588655,560.0721767615614,28.18911760309996,0.0,560.0721767615614,433.3469586780848,993.4191354396462,28.189117603099234,28.18911760310172
Venus_infer_llama_8b_32g_0_Gansu,Venus,2020-04-06,infer_llama_8b_32g,0,Gansu,constructed_pending_independent_verification,2332,0.8447527885437012,932.1763519677625,281.8882384838762,650.2881134838863,563.7764769677451,30.239797210992194,0.0,563.7764769677524,368.39987500001007,932.1763519677625,30.23979721099188,30.239797210994013
Venus_infer_llama_8b_32g_0_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,0,Guizhou,constructed_pending_independent_verification,2332,0.746837854385376,938.2171517799216,267.73935088996586,670.4778008899557,535.4787017799317,28.53703435095266,0.0,535.4787017799317,402.7384499999898,938.2171517799216,28.53703435095092,28.537034350954116
Venus_infer_llama_8b_32g_6_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,6,Jiangsu,constructed_pending_independent_verification,2332,2.072479009628296,13647.047263930202,10143.674081925914,3503.3731820042885,-3220.3284787895245,74.32870924933431,11753.838321320676,8533.509842531152,5113.537421399051,1893.2089426095263,74.22162320515294,74.32870924933432
Venus_infer_llama_8b_32g_6_Gansu,Venus,2020-04-06,infer_llama_8b_32g,6,Gansu,constructed_pending_independent_verification,2332,2.056217908859253,11585.770594439058,9779.471657623568,1806.2989368154904,-1459.876876369035,84.40933279239555,10509.410095808085,9049.533219439054,2536.2373750000042,1076.3604986309729,84.39106300153357,84.40933279239557
