run,cluster,start,workload,slack,tariff,jobs,constructed_total_bill_saving_pct,constructed_all_gpu_energy_saving_pct,mode_share_pct,optimal_mode_share_lower_pct,optimal_mode_share_upper_pct,interaction,mode_first
Saturn_pt_mpt_13b_lg_24_Jiangsu,Saturn,2020-04-06,pt_mpt_13b_lg,24,Jiangsu,14089,5.005350352541807,4.363735837015341,63.54636050233954,34.027850636328935,81.82251021877072,-8901.704074741458,16571.370140610743
Saturn_pt_mpt_13b_lg_24_Gansu,Saturn,2020-04-06,pt_mpt_13b_lg,24,Gansu,14089,5.0361712095871,4.504096340659663,71.63188823745865,44.47873811052687,86.43372742356867,-5903.052591145155,16057.175619351474
Saturn_pt_mpt_13b_lg_24_Guizhou,Saturn,2020-04-06,pt_mpt_13b_lg,24,Guizhou,14089,5.107794936709272,4.446572106230412,65.26586673703616,33.96634742453971,82.42973939822897,-8121.32721431028,16179.313600538488
Uranus_ft_llama_8b_dolly_0_Jiangsu,Uranus,2020-04-06,ft_llama_8b_dolly,0,Jiangsu,11521,1.8880402828942096,1.7341251293005822,36.23885621427797,36.23885621427765,36.238856214278634,4878.415576456202,0.0
Uranus_ft_llama_8b_dolly_0_Gansu,Uranus,2020-04-06,ft_llama_8b_dolly,0,Gansu,11521,1.883797762705141,1.7479020103245793,38.989840124815174,38.98984012481495,38.9898401248155,4994.0253492919,0.0
Uranus_ft_llama_8b_dolly_0_Guizhou,Uranus,2020-04-06,ft_llama_8b_dolly,0,Guizhou,11521,1.869093469231576,1.7370444541581993,36.13249149690774,36.13249149690751,36.13249149690815,4597.401990054728,0.0
Uranus_ft_llama_8b_dolly_6_Jiangsu,Uranus,2020-04-06,ft_llama_8b_dolly,6,Jiangsu,11521,9.28665282506009,8.173180998293738,75.24747517983324,73.8142340413712,75.25135676412314,-6377.063497092327,28100.85339800529
Uranus_ft_llama_8b_dolly_6_Gansu,Uranus,2020-04-06,ft_llama_8b_dolly,6,Gansu,11521,9.252299798218385,8.17042251259653,78.91813008979588,77.71714895136553,78.91994472058774,-5517.687886956686,27582.257268635294
Uranus_ft_llama_8b_dolly_6_Guizhou,Uranus,2020-04-06,ft_llama_8b_dolly,6,Guizhou,11521,9.291274902332253,8.135041260660516,74.79502319668319,73.45203642154252,74.79895277116809,-6580.707464931416,26944.188875790947
Uranus_ft_llama_8b_dolly_24_Jiangsu,Uranus,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,11521,11.405304635698732,9.798417733287609,72.59301755984332,66.1390344602396,73.06273656523136,-10049.231453186425,34541.11171282186
Uranus_ft_llama_8b_dolly_24_Gansu,Uranus,2020-04-06,ft_llama_8b_dolly,24,Gansu,11521,11.377904783078815,9.879399580380195,78.8696744835162,71.79060552192247,79.14883064298769,-6808.324471044143,33911.71415364103
Uranus_ft_llama_8b_dolly_24_Guizhou,Uranus,2020-04-06,ft_llama_8b_dolly,24,Guizhou,11521,11.581878718612867,9.808924951224583,70.98737125112001,65.34606545409282,71.51481132528816,-10310.02314911042,33139.26090024387
Uranus_infer_llama_8b_32g_0_Jiangsu,Uranus,2020-04-06,infer_llama_8b_32g,0,Jiangsu,11521,1.9754818157238063,1.8635257450977896,36.84797116362066,36.847971163620024,36.84797116362087,5190.147171844146,0.0
Uranus_infer_llama_8b_32g_0_Gansu,Uranus,2020-04-06,infer_llama_8b_32g,0,Gansu,11521,1.9800783821501524,1.875186779460857,39.5252053015312,39.5252053015307,39.5252053015312,5321.346365922349,0.0
Uranus_infer_llama_8b_32g_0_Guizhou,Uranus,2020-04-06,infer_llama_8b_32g,0,Guizhou,11521,1.95547210739501,1.873526378036099,36.7450578918397,36.7450578918391,36.7450578918397,4891.410504271495,0.0
Uranus_infer_llama_8b_32g_6_Jiangsu,Uranus,2020-04-06,infer_llama_8b_32g,6,Jiangsu,11521,9.580848587511174,8.658928774684721,76.59714958898437,75.07624905971845,76.59758737346895,-6779.836063905474,29552.442372965917
Uranus_infer_llama_8b_32g_6_Gansu,Uranus,2020-04-06,infer_llama_8b_32g,6,Gansu,11521,9.636399865173626,8.683580428303094,79.97092689878833,78.81104068167667,79.97092689878849,-5656.912202639156,29027.28980541481
Uranus_infer_llama_8b_32g_6_Guizhou,Uranus,2020-04-06,infer_llama_8b_32g,6,Guizhou,11521,9.606828653997274,8.647587961667684,76.12533261448313,74.72784508471662,76.12878371343061,-6909.270368732832,28346.80772276457
Uranus_infer_llama_8b_32g_24_Jiangsu,Uranus,2020-04-06,infer_llama_8b_32g,24,Jiangsu,11521,12.07847717009647,10.61286963775039,74.72709813860433,68.37172402692651,75.5676784873536,-10571.637655293234,37463.39748392135
Uranus_infer_llama_8b_32g_24_Gansu,Uranus,2020-04-06,infer_llama_8b_32g,24,Gansu,11521,12.079422746131957,10.75177990638797,80.7374610079107,73.86489954832086,81.47214533155027,-7334.487927878858,36822.79758891668
Uranus_infer_llama_8b_32g_24_Guizhou,Uranus,2020-04-06,infer_llama_8b_32g,24,Guizhou,11521,12.233665086197835,10.708945054604367,73.28737529210001,67.6717436820032,74.07307469033601,-10938.175417112012,35985.910074365005
Uranus_pt_mpt_13b_lg_0_Jiangsu,Uranus,2020-04-06,pt_mpt_13b_lg,0,Jiangsu,11521,1.2147163482364134,0.9079515010007304,28.610978732719037,28.61097873271767,28.61097873271937,2477.996261154374,0.0
Uranus_pt_mpt_13b_lg_0_Gansu,Uranus,2020-04-06,pt_mpt_13b_lg,0,Gansu,11521,1.11231118807365,0.9701050505022689,31.35331662372369,31.353316623723305,31.563817537201324,2371.2361381220835,0.0
Uranus_pt_mpt_13b_lg_0_Guizhou,Uranus,2020-04-06,pt_mpt_13b_lg,0,Guizhou,11521,1.18107458453941,0.8960249045979525,28.054163626126016,28.05416362612454,28.054163626126016,2255.579818018552,0.0
Uranus_pt_mpt_13b_lg_6_Jiangsu,Uranus,2020-04-06,pt_mpt_13b_lg,6,Jiangsu,11521,5.674819468589988,4.144471293291824,59.33442766458173,57.53116095247381,59.34304095896589,-6312.773402059975,15160.272848618915
Uranus_pt_mpt_13b_lg_6_Gansu,Uranus,2020-04-06,pt_mpt_13b_lg,6,Gansu,11521,5.558800541811473,4.3995152189439475,65.21279615228187,63.51190289635858,65.21652785103787,-5631.960747025776,15139.902029511577
Uranus_pt_mpt_13b_lg_6_Guizhou,Uranus,2020-04-06,pt_mpt_13b_lg,6,Guizhou,11521,5.67393327176997,4.050412027648417,58.2247354612199,56.63466017283323,58.22967001646715,-6387.12475406086,14438.195818697946
Uranus_pt_mpt_13b_lg_24_Jiangsu,Uranus,2020-04-06,pt_mpt_13b_lg,24,Jiangsu,11521,7.720721633003323,5.7497698412434035,60.939150884965855,53.242688486304736,66.43652267721406,-10834.039855891955,22190.275066762057
Uranus_pt_mpt_13b_lg_24_Gansu,Uranus,2020-04-06,pt_mpt_13b_lg,24,Gansu,11521,7.6412430401745715,6.112001225376043,70.15681079514052,60.25016515579589,75.99259545520705,-7650.063734932584,22050.087698221207
Uranus_pt_mpt_13b_lg_24_Guizhou,Uranus,2020-04-06,pt_mpt_13b_lg,24,Guizhou,11521,7.890695559669283,5.718641158423937,59.378867827500784,52.85973373908119,64.32064695407125,-11364.614770458153,21630.10644574347
