active_gpus,gpu_cap_w,relative_reference_time_allowance,rounding_only_additional_time_margin_s,rounding_only_additional_energy_margin_j,nominal_energy_reduction_pct,rounding_only_energy_reduction_lower_pct,mean_candidate_passes_rounding_and_zero_overhead_screen,is_reference
2,250,0.025,4.000625,1420.000,0.7842492047822748711198859300,0.7787862999424136890887651800,True,False
2,260,0.025,5.710625,0,0,0,True,True
2,100,0.05,-241.44875,-77850.000,-42.68948118898760557200833610,-42.69613623275838429264814760,False,False
2,110,0.05,-144.21875,-34050.000,-18.66842162992212350553910280,-18.67441796692900430526229190,False,False
2,120,0.05,-101.25875,-16550.000,-9.070966326642535921904135100,-9.076699481723201798886664700,False,False
2,130,0.05,-65.88875,-2380.000,-1.299769661072721289897992800,-1.305289713987989140867085300,False,False
2,140,0.05,-47.26875,3440.000,1.892069759789404409345179340,1.886637233663312035538980450,False,False
2,150,0.05,-34.38875,6630.000,3.641548755072940660304924870,3.636164203252255463844023360,False,False
2,160,0.05,-24.69875,8280.000,4.546451683667873203904793240,4.541091946143088271588011080,False,False
2,170,0.05,-16.84875,9190.000,5.045519359438411758253811560,5.040173307373790001919543700,False,False
2,180,0.05,-11.03875,9890.000,5.429417571569595261599210270,5.424082046782022102174568790,False,False
2,190,0.05,-6.35875,8950.000,4.913897115279148842821103430,4.908547453862396138974963670,False,False
2,200,0.05,-2.06875,8350.000,4.584841504880991554239333110,4.579482820083911481613513590,False,False
2,210,0.05,1.16125,7260.000,3.987057145991005813315783700,3.981682068719664354073545950,True,False
2,220,0.05,2.72125,5300.000,2.912142152023692003948667320,2.906737598376614473359475690,True,False
2,230,0.05,5.82125,4260.000,2.341779094000219370406932100,2.336358899827241067266295550,True,False
2,240,0.05,7.64125,2500.000,1.376549303498957990567072500,1.371102640743686072339375330,True,False
2,250,0.05,9.71125,1420.000,0.7842492047822748711198859300,0.7787862999424136890887651800,True,False
2,260,0.05,11.42125,0,0,0,True,True
2,100,0.1,-230.0275,-77850.000,-42.68948118898760557200833610,-42.69613623275838429264814760,False,False
2,110,0.1,-132.7975,-34050.000,-18.66842162992212350553910280,-18.67441796692900430526229190,False,False
2,120,0.1,-89.8375,-16550.000,-9.070966326642535921904135100,-9.076699481723201798886664700,False,False
2,130,0.1,-54.4675,-2380.000,-1.299769661072721289897992800,-1.305289713987989140867085300,False,False
2,140,0.1,-35.8475,3440.000,1.892069759789404409345179340,1.886637233663312035538980450,False,False
2,150,0.1,-22.9675,6630.000,3.641548755072940660304924870,3.636164203252255463844023360,False,False
2,160,0.1,-13.2775,8280.000,4.546451683667873203904793240,4.541091946143088271588011080,False,False
2,170,0.1,-5.4275,9190.000,5.045519359438411758253811560,5.040173307373790001919543700,False,False
2,180,0.1,0.3825,9890.000,5.429417571569595261599210270,5.424082046782022102174568790,True,False
2,190,0.1,5.0625,8950.000,4.913897115279148842821103430,4.908547453862396138974963670,True,False
2,200,0.1,9.3525,8350.000,4.584841504880991554239333110,4.579482820083911481613513590,True,False
2,210,0.1,12.5825,7260.000,3.987057145991005813315783700,3.981682068719664354073545950,True,False
2,220,0.1,14.1425,5300.000,2.912142152023692003948667320,2.906737598376614473359475690,True,False
2,230,0.1,17.2425,4260.000,2.341779094000219370406932100,2.336358899827241067266295550,True,False
2,240,0.1,19.0625,2500.000,1.376549303498957990567072500,1.371102640743686072339375330,True,False
2,250,0.1,21.1325,1420.000,0.7842492047822748711198859300,0.7787862999424136890887651800,True,False
2,260,0.1,22.8425,0,0,0,True,True
