case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh
NOAI,445486875.3196117,0.0,445486875.3196169,0.0,0.0,0.0,0.0,15388553.804933693,0.0,0.0,0.0,0.0
S0,465647149.4549339,0.0,465647149.45493966,0.0,0.0,-0.0,0.0,16125200.038787527,0.0,0.0,0.0,714980.1681522322
S0b,459151563.6137121,0.0,459151563.613717,0.0,0.0,-0.0,0.0,15887854.613100708,0.0,0.0,0.0,484615.49027974484
S1,459567963.6226017,0.0,459567963.6226064,0.0,0.0,-0.0,0.0,15903069.659099896,0.0,0.0,0.0,499383.0349260113
S2,458876977.01959896,0.0,458876977.01960397,0.0,0.0,-0.0,0.0,15877821.357646808,0.0,0.0,0.0,474877.3305744997
