province,export,ai_share,W,case,total_cost,investment,new_coal,new_ocgt,new_batt_mw,emissions_t,curtail_rate,ai_mwh,export_mwh,import_mwh
Jiangsu,True,0.2,24,S0,520964585.10632545,0.0,0.0,0.0,-0.0,18425148.120386485,0.0,2859920.6726089288,2851210.123897697,60858.05378182113
Jiangsu,True,0.2,24,S0b,493985289.5305027,0.0,0.0,0.0,-0.0,17486807.930766866,0.0,1938461.9611189794,3266418.9895332707,2874.6128655031494
Jiangsu,True,0.2,24,S1,495672836.6669225,0.0,0.0,0.0,-0.0,17547598.933248628,0.0,1997532.1397040451,3260990.9705767427,6064.406336587152
Jiangsu,True,0.2,24,S2,492822890.7074364,0.0,0.0,0.0,-0.0,17447461.622702405,0.0,1899509.3222979987,3294746.106110667,0.0
Jiangsu,True,0.2,72,NOAI,438159953.800638,0.0,0.0,0.0,0.0,15508429.966979371,0.0,0.0,3878346.419121827,0.0
Jiangsu,True,0.2,72,S0,520964585.10632545,0.0,0.0,0.0,-0.0,18425148.120386485,0.0,2859920.6726089288,2851210.123897697,60858.05378182113
Jiangsu,True,0.2,72,S0b,493985289.5305027,0.0,0.0,0.0,-0.0,17486807.930766866,0.0,1938461.9611189794,3266418.98953327,2874.6128655031494
Jiangsu,True,0.2,72,S1,495670597.0561271,0.0,0.0,0.0,-0.0,17547638.389688473,0.0,1997532.1397040451,3262236.538873151,6095.3699176478285
Jiangsu,True,0.2,72,S2,492822890.7074362,0.0,0.0,0.0,-0.0,17447461.622702397,0.0,1899509.3222979987,3294746.106110667,0.0
Jiangsu,False,0.05,6,NOAI,445486875.3196117,0.0,0.0,0.0,0.0,15388553.804933693,0.0,0.0,0.0,0.0
Jiangsu,False,0.05,6,S0,465647149.4549339,0.0,0.0,0.0,-0.0,16125200.038787527,0.0,714980.1681522322,0.0,0.0
Jiangsu,False,0.05,6,S0b,459151563.6137121,0.0,0.0,0.0,-0.0,15887854.613100708,0.0,484615.49027974484,0.0,0.0
Jiangsu,False,0.05,6,S1,459567963.6226016,0.0,0.0,0.0,-0.0,15903069.659099894,0.0,499383.0349260112,0.0,0.0
Jiangsu,False,0.05,6,S2,458876977.0195993,0.0,0.0,0.0,-0.0,15877821.357646812,0.0,474877.3305744997,0.0,0.0
Jiangsu,False,0.05,24,NOAI,445486875.3196117,0.0,0.0,0.0,0.0,15388553.804933693,0.0,0.0,0.0,0.0
Jiangsu,False,0.05,24,S0,465647149.4549339,0.0,0.0,0.0,-0.0,16125200.038787527,0.0,714980.1681522322,0.0,0.0
Jiangsu,False,0.05,24,S0b,459151563.6137121,0.0,0.0,0.0,-0.0,15887854.613100708,0.0,484615.49027974484,0.0,0.0
Jiangsu,False,0.05,24,S1,459567963.6226016,0.0,0.0,0.0,-0.0,15903069.659099896,0.0,499383.03492601134,0.0,0.0
Jiangsu,False,0.05,24,S2,458876977.01959896,0.0,0.0,0.0,-0.0,15877821.357646812,0.0,474877.3305744997,0.0,0.0
Jiangsu,False,0.05,72,NOAI,445486875.3196117,0.0,0.0,0.0,0.0,15388553.804933693,0.0,0.0,0.0,0.0
Jiangsu,False,0.05,72,S0,465647149.4549339,0.0,0.0,0.0,-0.0,16125200.038787527,0.0,714980.1681522322,0.0,0.0
Jiangsu,False,0.05,72,S0b,459151563.6137121,0.0,0.0,0.0,-0.0,15887854.613100708,0.0,484615.49027974484,0.0,0.0
Jiangsu,False,0.05,72,S1,459567963.62260157,0.0,0.0,0.0,-0.0,15903069.659099896,0.0,499383.0349260113,0.0,0.0
Jiangsu,False,0.05,72,S2,458876977.0195991,0.0,0.0,0.0,-0.0,15877821.357646827,0.0,474877.3305744997,0.0,0.0
Jiangsu,False,0.2,6,NOAI,445486875.3196117,0.0,0.0,0.0,0.0,15388553.804933693,0.0,0.0,0.0,0.0
Jiangsu,False,0.2,6,S0,528653903.60339105,958444.9686241259,0.0,1241.2900754280126,-0.0,18303833.726320527,0.0,2859920.6726089288,0.0,0.0
