case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh
NOAI,64459649.69038804,0.0,64459649.690387145,0.0,0.0,0.0,0.0,2230262.65179078,0.39670746312770766,0.0,0.0,0.0
S0,82385723.81107958,0.0,82385723.81107987,0.0,0.0,-0.0,0.0,2884022.0827887547,0.18006343170151182,0.0,0.0,813883.0337315925
S0b,76356536.77501409,0.0,76356536.77501442,0.0,0.0,-0.0,0.0,2664433.152829389,0.27118573998969125,0.0,0.0,551652.1198644249
S1,76599962.19893509,0.0,76599962.19893539,0.0,0.0,-0.0,0.0,2673499.7927540382,0.28361474494280686,0.0,0.0,568462.4519167554
S2,75966238.05573651,0.0,75966238.0557368,0.0,0.0,-0.0,0.0,2650594.260662342,0.2793455253201689,0.0,0.0,567105.4273589044
