workload,tariff_assumption,deadline_window_h_assumption,utilization_assumption,idle_power_ratio_assumption,max_response_fraction,commitment_MW,minimum_cost_CNY_scenario,outside_option_cost_CNY_scenario,opportunity_cost_CNY_scenario,marginal_cost_CNY_per_MW_event_scenario,is_measured_tariff,is_market_equilibrium,maximum_work_error
infer_llama_8b_48g,flat,1,0.9,0.2,1.0,0.003564914999999997,76.21515000000002,76.21515000000002,0.0,-0.0,False,False,1.1102230246251565e-16
infer_llama_8b_48g,flat,4,0.9,0.2,0.0,0.0,76.21515000000002,76.21515000000002,0.0,-0.0,False,False,2.220446049250313e-16
infer_llama_8b_48g,flat,4,0.9,0.2,0.25,0.0018304516216216225,76.21515000000002,76.21515000000002,0.0,-0.0,False,False,2.220446049250313e-16
infer_llama_8b_48g,flat,4,0.9,0.2,0.5,0.003660903243243245,76.21515000000002,76.21515000000002,0.0,-2.1535748792753112e-11,False,False,7.771561172376096e-16
infer_llama_8b_48g,flat,4,0.9,0.2,0.75,0.005491354864864868,76.98270365760989,76.21515000000002,0.7675536576098665,1297.0822281167207,False,False,2.4424906541753444e-15
infer_llama_8b_48g,flat,4,0.9,0.2,1.0,0.00732180648648649,83.02850027027029,76.21515000000002,6.813350270270263,11235.940530057895,False,False,2.3314683517128287e-15
infer_llama_8b_48g,flat,8,0.9,0.2,0.0,0.0,76.21515000000002,76.21515000000002,0.0,-0.0,False,False,5.551115123125783e-16
infer_llama_8b_48g,flat,8,0.9,0.2,0.25,0.0018304516216216217,76.21515000000002,76.21515000000002,0.0,-0.0,False,False,1.2212453270876722e-15
infer_llama_8b_48g,flat,8,0.9,0.2,0.5,0.0036609032432432433,76.21515000000002,76.21515000000002,0.0,-0.0,False,False,3.3306690738754696e-16
infer_llama_8b_48g,flat,8,0.9,0.2,0.75,0.005491354864864865,76.9827036576098,76.21515000000002,0.7675536576097812,1297.082228116606,False,False,1.509903313490213e-14
infer_llama_8b_48g,flat,8,0.9,0.2,1.0,0.007321806486486487,83.02850027027014,76.21515000000002,6.813350270270121,11235.940530057513,False,False,2.6756374893466273e-14
