case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh
NOAI,115293333.7050253,11079003.643730735,104214330.06129463,0.0,0.0,2601.7923056335057,26091.278951734148,3686946.4575578272,0.9539191877076907,0.0,0.0,0.0
S0,109248109.86122464,4502122.796969233,104745987.06425563,0.0,0.0,1390.6568387710172,9966.748266280127,3706341.576776324,0.941160140963139,0.0,0.0,203470.75843289812
S0b,111175371.04474121,6619287.512686173,104556083.5320551,0.0,0.0,1780.881412978112,15156.735103234485,3699421.920924381,0.9467040012446394,0.0,0.0,137913.02996610623
S1,111238474.09215702,6673885.455188398,104564588.63696873,0.0,0.0,1715.092933177981,15435.24519311864,3699728.265795059,0.9458653193615938,0.0,0.0,142115.61297918885
S2,108955761.27895154,4352984.798090643,104602776.48086105,0.0,0.0,1039.0368645206172,10219.35945830739,3701123.101439474,0.9451280368729106,0.0,0.0,152001.28434174607
