case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh,note
NOAI,55737211.59441539,0.0,55737211.59441592,0.0,0.0,0.0,0.0,2029927.660566518,0.06588897060931023,0.0,1209600.0,0.0,
S0,60720373.76123325,0.0,60720373.761233695,0.0,0.0,-0.0,0.0,2211417.104678182,0.023485972267691,0.0,1209600.0,188744.74815997362,
S0b,,,,,,,,,,,,,S0b defined only for uniform arrivals
S1,60001387.07648438,0.0,60001387.07648483,0.0,0.0,-0.0,-0.0,2185180.5180185614,0.025976390692498238,0.0,1209600.0,162541.1633768738,
S2,59922778.37849522,0.0,59922778.37849568,0.0,0.0,0.0,0.0,2182201.0595175824,0.018187174201963033,0.0,1209600.0,161959.63116908277,
