held_out_cap_W,count,mean,max
200,8,9.283640678925982,12.354320280184428
250,8,2.3076909304708266,3.6640600350030583
300,8,0.8223699264592252,1.8600154022173743
350,8,0.7527537400952078,1.9917370006234836
