case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh
NOAI,147963758.5480307,0.0,147963758.5480305,0.0,0.0,-0.0,-0.0,5264962.168443723,0.0,0.0,1773854.1949835652,0.0
S0,163381123.63358676,0.0,163381123.63358742,0.0,0.0,-0.0,-0.0,5777104.374239586,0.0,0.0,1261536.557007128,512448.72888233804
S0b,158413610.4761616,0.0,158413610.47616205,0.0,0.0,-0.0,-0.0,5612094.845159703,0.0,0.0,1426646.1525085382,347339.1333809276
S1,158732053.27308106,0.0,158732053.27308163,0.0,0.0,-0.0,-0.0,5622672.793177828,0.0,0.0,1416061.789725092,357923.49616437376
S2,158203619.79134065,0.0,158203619.79134145,0.0,0.0,-0.0,-0.0,5605119.430517539,0.0,0.0,1433625.7972384093,340359.4886510566
