time,cluster,gpus_in_use
2020-07-02 10:00:00,Earth,3160.0
2020-07-02 11:00:00,Earth,6900.0
2020-07-02 12:00:00,Earth,2431.0
2020-07-02 13:00:00,Earth,1231.0
2020-07-02 14:00:00,Earth,1344.0
2020-07-02 15:00:00,Earth,1025.0
2020-07-02 16:00:00,Earth,1062.0
2020-07-02 17:00:00,Earth,983.0
2020-07-02 18:00:00,Earth,1279.0
2020-07-02 19:00:00,Earth,896.0
2020-07-02 20:00:00,Earth,1128.0
2020-07-02 21:00:00,Earth,1407.0
2020-07-02 22:00:00,Earth,1238.0
2020-07-02 23:00:00,Earth,1363.0
2020-07-03 00:00:00,Earth,1581.0
2020-07-03 01:00:00,Earth,1054.0
2020-07-03 02:00:00,Earth,963.0
2020-07-03 03:00:00,Earth,929.0
2020-07-03 04:00:00,Earth,893.0
2020-07-03 05:00:00,Earth,931.0
2020-07-03 06:00:00,Earth,900.0
2020-07-03 07:00:00,Earth,889.0
2020-07-03 08:00:00,Earth,941.0
2020-07-03 09:00:00,Earth,1020.0
2020-07-03 10:00:00,Earth,1061.0
2020-07-03 11:00:00,Earth,1123.0
2020-07-03 12:00:00,Earth,1211.0
2020-07-03 13:00:00,Earth,1100.0
2020-07-03 14:00:00,Earth,1160.0
2020-07-03 15:00:00,Earth,1184.0
2020-07-03 16:00:00,Earth,1025.0
2020-07-03 17:00:00,Earth,1195.0
2020-07-03 18:00:00,Earth,994.0
2020-07-03 19:00:00,Earth,1529.0
2020-07-03 20:00:00,Earth,1320.0
2020-07-03 21:00:00,Earth,958.0
2020-07-03 22:00:00,Earth,1023.0
2020-07-03 23:00:00,Earth,987.0
2020-07-04 00:00:00,Earth,1059.0
2020-07-04 01:00:00,Earth,876.0
2020-07-04 02:00:00,Earth,903.0
2020-07-04 03:00:00,Earth,987.0
2020-07-04 04:00:00,Earth,977.0
2020-07-04 05:00:00,Earth,937.0
2020-07-04 06:00:00,Earth,824.0
2020-07-04 07:00:00,Earth,817.0
2020-07-04 08:00:00,Earth,782.0
2020-07-04 09:00:00,Earth,877.0
2020-07-04 10:00:00,Earth,885.0
2020-07-04 11:00:00,Earth,1066.0
2020-07-04 12:00:00,Earth,998.0
2020-07-04 13:00:00,Earth,875.0
2020-07-04 14:00:00,Earth,909.0
2020-07-04 15:00:00,Earth,1324.0
2020-07-04 16:00:00,Earth,854.0
2020-07-04 17:00:00,Earth,1093.0
2020-07-04 18:00:00,Earth,826.0
2020-07-04 19:00:00,Earth,919.0
2020-07-04 20:00:00,Earth,1105.0
2020-07-04 21:00:00,Earth,1041.0
2020-07-04 22:00:00,Earth,868.0
2020-07-04 23:00:00,Earth,1001.0
2020-07-05 00:00:00,Earth,948.0
2020-07-05 01:00:00,Earth,1285.0
2020-07-05 02:00:00,Earth,1092.0
2020-07-05 03:00:00,Earth,1118.0
2020-07-05 04:00:00,Earth,1090.0
2020-07-05 05:00:00,Earth,1149.0
2020-07-05 06:00:00,Earth,1080.0
2020-07-05 07:00:00,Earth,1087.0
2020-07-05 08:00:00,Earth,1048.0
2020-07-05 09:00:00,Earth,1353.0
2020-07-05 10:00:00,Earth,1046.0
2020-07-05 11:00:00,Earth,995.0
2020-07-05 12:00:00,Earth,1044.0
2020-07-05 13:00:00,Earth,1037.0
2020-07-05 14:00:00,Earth,1058.0
2020-07-05 15:00:00,Earth,1060.0
2020-07-05 16:00:00,Earth,1197.0
2020-07-05 17:00:00,Earth,1214.0
2020-07-05 18:00:00,Earth,1701.0
2020-07-05 19:00:00,Earth,1278.0
2020-07-05 20:00:00,Earth,1216.0
2020-07-05 21:00:00,Earth,1161.0
2020-07-05 22:00:00,Earth,862.0
2020-07-05 23:00:00,Earth,1157.0
2020-07-06 00:00:00,Earth,921.0
2020-07-06 01:00:00,Earth,916.0
2020-07-06 02:00:00,Earth,856.0
2020-07-06 03:00:00,Earth,859.0
2020-07-06 04:00:00,Earth,883.0
2020-07-06 05:00:00,Earth,862.0
2020-07-06 06:00:00,Earth,856.0
2020-07-06 07:00:00,Earth,850.0
2020-07-06 08:00:00,Earth,855.0
2020-07-06 09:00:00,Earth,880.0
2020-07-06 10:00:00,Earth,907.0
2020-07-06 11:00:00,Earth,1462.0
2020-07-06 12:00:00,Earth,1554.0
2020-07-06 13:00:00,Earth,1406.0
2020-07-06 14:00:00,Earth,1128.0
2020-07-06 15:00:00,Earth,1391.0
2020-07-06 16:00:00,Earth,1271.0
2020-07-06 17:00:00,Earth,1259.0
2020-07-06 18:00:00,Earth,1042.0
2020-07-06 19:00:00,Earth,1129.0
2020-07-06 20:00:00,Earth,1287.0
2020-07-06 21:00:00,Earth,1397.0
2020-07-06 22:00:00,Earth,1142.0
2020-07-06 23:00:00,Earth,1198.0
2020-07-07 00:00:00,Earth,1136.0
2020-07-07 01:00:00,Earth,1116.0
2020-07-07 02:00:00,Earth,1088.0
2020-07-07 03:00:00,Earth,1049.0
2020-07-07 04:00:00,Earth,1039.0
2020-07-07 05:00:00,Earth,1040.0
2020-07-07 06:00:00,Earth,1099.0
2020-07-07 07:00:00,Earth,1088.0
2020-07-07 08:00:00,Earth,1064.0
2020-07-07 09:00:00,Earth,1126.0
2020-07-07 10:00:00,Earth,1240.0
2020-07-07 11:00:00,Earth,1450.0
2020-07-07 12:00:00,Earth,1325.0
2020-07-07 13:00:00,Earth,1492.0
2020-07-07 14:00:00,Earth,1396.0
2020-07-07 15:00:00,Earth,1513.0
2020-07-07 16:00:00,Earth,1383.0
2020-07-07 17:00:00,Earth,1396.0
2020-07-07 18:00:00,Earth,1230.0
2020-07-07 19:00:00,Earth,1592.0
2020-07-07 20:00:00,Earth,1304.0
2020-07-07 21:00:00,Earth,1508.0
2020-07-07 22:00:00,Earth,1192.0
2020-07-07 23:00:00,Earth,1126.0
2020-07-08 00:00:00,Earth,1201.0
2020-07-08 01:00:00,Earth,1171.0
2020-07-08 02:00:00,Earth,1109.0
2020-07-08 03:00:00,Earth,1095.0
2020-07-08 04:00:00,Earth,1023.0
2020-07-08 05:00:00,Earth,986.0
2020-07-08 06:00:00,Earth,987.0
2020-07-08 07:00:00,Earth,965.0
2020-07-08 08:00:00,Earth,936.0
2020-07-08 09:00:00,Earth,1000.0
2020-07-08 10:00:00,Earth,1296.0
2020-07-08 11:00:00,Earth,1525.0
2020-07-08 12:00:00,Earth,1181.0
2020-07-08 13:00:00,Earth,1307.0
2020-07-08 14:00:00,Earth,1509.0
2020-07-08 15:00:00,Earth,1350.0
2020-07-08 16:00:00,Earth,1468.0
2020-07-08 17:00:00,Earth,1426.0
2020-07-08 18:00:00,Earth,1311.0
2020-07-08 19:00:00,Earth,1181.0
2020-07-08 20:00:00,Earth,1163.0
2020-07-08 21:00:00,Earth,1072.0
2020-07-08 22:00:00,Earth,1135.0
2020-07-08 23:00:00,Earth,1443.0
2020-07-09 00:00:00,Earth,1052.0
2020-07-09 01:00:00,Earth,914.0
2020-07-09 02:00:00,Earth,979.0
2020-07-09 03:00:00,Earth,955.0
2020-07-09 04:00:00,Earth,914.0
2020-07-09 05:00:00,Earth,874.0
2020-07-09 06:00:00,Earth,890.0
2020-07-09 07:00:00,Earth,893.0
2020-07-09 08:00:00,Earth,860.0
2020-07-09 09:00:00,Earth,876.0
2020-07-09 10:00:00,Earth,906.0
2020-07-09 11:00:00,Earth,1164.0
2020-07-09 12:00:00,Earth,1674.0
2020-07-09 13:00:00,Earth,1507.0
2020-07-09 14:00:00,Earth,1019.0
2020-07-09 15:00:00,Earth,1224.0
2020-07-09 16:00:00,Earth,1423.0
2020-07-09 17:00:00,Earth,1267.0
2020-07-09 18:00:00,Earth,1272.0
2020-07-09 19:00:00,Earth,1240.0
2020-07-09 20:00:00,Earth,1027.0
2020-07-09 21:00:00,Earth,1072.0
2020-07-09 22:00:00,Earth,1002.0
2020-07-09 23:00:00,Earth,1267.0
2020-07-10 00:00:00,Earth,1043.0
2020-07-10 01:00:00,Earth,1014.0
2020-07-10 02:00:00,Earth,1032.0
2020-07-10 03:00:00,Earth,1015.0
2020-07-10 04:00:00,Earth,960.0
2020-07-10 05:00:00,Earth,935.0
2020-07-10 06:00:00,Earth,916.0
2020-07-10 07:00:00,Earth,886.0
2020-07-10 08:00:00,Earth,856.0
2020-07-10 09:00:00,Earth,857.0
2020-07-10 10:00:00,Earth,1045.0
2020-07-10 11:00:00,Earth,1275.0
2020-07-10 12:00:00,Earth,1296.0
2020-07-10 13:00:00,Earth,1063.0
2020-07-10 14:00:00,Earth,968.0
2020-07-10 15:00:00,Earth,1094.0
2020-07-10 16:00:00,Earth,1043.0
2020-07-10 17:00:00,Earth,1080.0
2020-07-10 18:00:00,Earth,1188.0
2020-07-10 19:00:00,Earth,1447.0
2020-07-10 20:00:00,Earth,1115.0
2020-07-10 21:00:00,Earth,1165.0
2020-07-10 22:00:00,Earth,1205.0
2020-07-10 23:00:00,Earth,1045.0
2020-07-11 00:00:00,Earth,1031.0
2020-07-11 01:00:00,Earth,928.0
2020-07-11 02:00:00,Earth,966.0
2020-07-11 03:00:00,Earth,950.0
2020-07-11 04:00:00,Earth,921.0
2020-07-11 05:00:00,Earth,906.0
2020-07-11 06:00:00,Earth,906.0
2020-07-11 07:00:00,Earth,861.0
2020-07-11 08:00:00,Earth,842.0
2020-07-11 09:00:00,Earth,837.0
2020-07-11 10:00:00,Earth,917.0
2020-07-11 11:00:00,Earth,813.0
2020-07-11 12:00:00,Earth,824.0
2020-07-11 13:00:00,Earth,874.0
2020-07-11 14:00:00,Earth,844.0
2020-07-11 15:00:00,Earth,821.0
2020-07-11 16:00:00,Earth,1055.0
2020-07-11 17:00:00,Earth,902.0
2020-07-11 18:00:00,Earth,951.0
2020-07-11 19:00:00,Earth,1063.0
2020-07-11 20:00:00,Earth,990.0
2020-07-11 21:00:00,Earth,1113.0
2020-07-11 22:00:00,Earth,1155.0
2020-07-11 23:00:00,Earth,889.0
2020-07-12 00:00:00,Earth,854.0
2020-07-12 01:00:00,Earth,921.0
2020-07-12 02:00:00,Earth,835.0
2020-07-12 03:00:00,Earth,810.0
2020-07-12 04:00:00,Earth,784.0
2020-07-12 05:00:00,Earth,761.0
2020-07-12 06:00:00,Earth,778.0
2020-07-12 07:00:00,Earth,733.0
2020-07-12 08:00:00,Earth,715.0
2020-07-12 09:00:00,Earth,698.0
2020-07-12 10:00:00,Earth,779.0
2020-07-12 11:00:00,Earth,851.0
2020-07-12 12:00:00,Earth,1138.0
2020-07-12 13:00:00,Earth,1116.0
2020-07-12 14:00:00,Earth,960.0
2020-07-12 15:00:00,Earth,973.0
2020-07-12 16:00:00,Earth,872.0
2020-07-12 17:00:00,Earth,851.0
2020-07-12 18:00:00,Earth,966.0
2020-07-12 19:00:00,Earth,967.0
2020-07-12 20:00:00,Earth,970.0
2020-07-12 21:00:00,Earth,954.0
2020-07-12 22:00:00,Earth,955.0
2020-07-12 23:00:00,Earth,927.0
2020-07-13 00:00:00,Earth,963.0
2020-07-13 01:00:00,Earth,936.0
2020-07-13 02:00:00,Earth,847.0
2020-07-13 03:00:00,Earth,840.0
2020-07-13 04:00:00,Earth,814.0
2020-07-13 05:00:00,Earth,785.0
2020-07-13 06:00:00,Earth,781.0
2020-07-13 07:00:00,Earth,777.0
2020-07-13 08:00:00,Earth,776.0
2020-07-13 09:00:00,Earth,822.0
2020-07-13 10:00:00,Earth,997.0
2020-07-13 11:00:00,Earth,1088.0
2020-07-13 12:00:00,Earth,929.0
2020-07-13 13:00:00,Earth,1453.0
2020-07-13 14:00:00,Earth,1100.0
2020-07-13 15:00:00,Earth,1293.0
2020-07-13 16:00:00,Earth,1365.0
2020-07-13 17:00:00,Earth,976.0
2020-07-13 18:00:00,Earth,1278.0
2020-07-13 19:00:00,Earth,1248.0
2020-07-13 20:00:00,Earth,1408.0
2020-07-13 21:00:00,Earth,1619.0
2020-07-13 22:00:00,Earth,1033.0
2020-07-13 23:00:00,Earth,1063.0
2020-07-14 00:00:00,Earth,1040.0
2020-07-14 01:00:00,Earth,972.0
2020-07-14 02:00:00,Earth,938.0
2020-07-14 03:00:00,Earth,906.0
2020-07-14 04:00:00,Earth,905.0
2020-07-14 05:00:00,Earth,885.0
2020-07-14 06:00:00,Earth,881.0
2020-07-14 07:00:00,Earth,865.0
2020-07-14 08:00:00,Earth,857.0
2020-07-14 09:00:00,Earth,990.0
2020-07-14 10:00:00,Earth,1247.0
2020-07-14 11:00:00,Earth,995.0
2020-07-14 12:00:00,Earth,1508.0
2020-07-14 13:00:00,Earth,1430.0
2020-07-14 14:00:00,Earth,1440.0
2020-07-14 15:00:00,Earth,1624.0
2020-07-14 16:00:00,Earth,1263.0
2020-07-14 17:00:00,Earth,1758.0
2020-07-14 18:00:00,Earth,922.0
2020-07-14 19:00:00,Earth,1059.0
2020-07-14 20:00:00,Earth,1040.0
2020-07-14 21:00:00,Earth,1080.0
2020-07-14 22:00:00,Earth,1151.0
2020-07-14 23:00:00,Earth,1068.0
2020-07-15 00:00:00,Earth,1104.0
2020-07-15 01:00:00,Earth,1003.0
2020-07-15 02:00:00,Earth,930.0
2020-07-15 03:00:00,Earth,865.0
2020-07-15 04:00:00,Earth,989.0
2020-07-15 05:00:00,Earth,967.0
2020-07-15 06:00:00,Earth,947.0
2020-07-15 07:00:00,Earth,1006.0
2020-07-15 08:00:00,Earth,995.0
2020-07-15 09:00:00,Earth,1045.0
2020-07-15 10:00:00,Earth,1297.0
2020-07-15 11:00:00,Earth,1385.0
2020-07-15 12:00:00,Earth,1513.0
2020-07-15 13:00:00,Earth,1411.0
2020-07-15 14:00:00,Earth,995.0
2020-07-15 15:00:00,Earth,1155.0
2020-07-15 16:00:00,Earth,1500.0
2020-07-15 17:00:00,Earth,1321.0
2020-07-15 18:00:00,Earth,1640.0
2020-07-15 19:00:00,Earth,1516.0
2020-07-15 20:00:00,Earth,2261.0
2020-07-15 21:00:00,Earth,1486.0
2020-07-15 22:00:00,Earth,1425.0
2020-07-15 23:00:00,Earth,1336.0
2020-07-16 00:00:00,Earth,1479.0
2020-07-16 01:00:00,Earth,1101.0
2020-07-16 02:00:00,Earth,1163.0
2020-07-16 03:00:00,Earth,1226.0
2020-07-16 04:00:00,Earth,1176.0
2020-07-16 05:00:00,Earth,1101.0
2020-07-16 06:00:00,Earth,1116.0
2020-07-16 07:00:00,Earth,1134.0
2020-07-16 08:00:00,Earth,1378.0
2020-07-16 09:00:00,Earth,1314.0
2020-07-16 10:00:00,Earth,1648.0
2020-07-16 11:00:00,Earth,1516.0
2020-07-16 12:00:00,Earth,1279.0
2020-07-16 13:00:00,Earth,1840.0
2020-07-16 14:00:00,Earth,1417.0
2020-07-16 15:00:00,Earth,1419.0
2020-07-16 16:00:00,Earth,1344.0
2020-07-16 17:00:00,Earth,1204.0
2020-07-16 18:00:00,Earth,1036.0
2020-07-16 19:00:00,Earth,1150.0
2020-07-16 20:00:00,Earth,1207.0
2020-07-16 21:00:00,Earth,1135.0
2020-07-16 22:00:00,Earth,1085.0
2020-07-16 23:00:00,Earth,1483.0
2020-07-17 00:00:00,Earth,1564.0
2020-07-17 01:00:00,Earth,1634.0
2020-07-17 02:00:00,Earth,1473.0
2020-07-17 03:00:00,Earth,1551.0
2020-07-17 04:00:00,Earth,1546.0
2020-07-17 05:00:00,Earth,1544.0
2020-07-17 06:00:00,Earth,1636.0
2020-07-17 07:00:00,Earth,1585.0
2020-07-17 08:00:00,Earth,1565.0
2020-07-17 09:00:00,Earth,1679.0
2020-07-17 10:00:00,Earth,1867.0
2020-07-17 11:00:00,Earth,1874.0
2020-07-17 12:00:00,Earth,1781.0
2020-07-17 13:00:00,Earth,1815.0
2020-07-17 14:00:00,Earth,1784.0
2020-07-17 15:00:00,Earth,2423.0
2020-07-17 16:00:00,Earth,1771.0
2020-07-17 17:00:00,Earth,1453.0
2020-07-17 18:00:00,Earth,1287.0
2020-07-17 19:00:00,Earth,1221.0
2020-07-17 20:00:00,Earth,1487.0
2020-07-17 21:00:00,Earth,1410.0
2020-07-17 22:00:00,Earth,1350.0
2020-07-17 23:00:00,Earth,1440.0
2020-07-18 00:00:00,Earth,1141.0
2020-07-18 01:00:00,Earth,1198.0
2020-07-18 02:00:00,Earth,1240.0
2020-07-18 03:00:00,Earth,1009.0
2020-07-18 04:00:00,Earth,1026.0
2020-07-18 05:00:00,Earth,993.0
2020-07-18 06:00:00,Earth,954.0
2020-07-18 07:00:00,Earth,995.0
2020-07-18 08:00:00,Earth,981.0
2020-07-18 09:00:00,Earth,1000.0
2020-07-18 10:00:00,Earth,1049.0
2020-07-18 11:00:00,Earth,1182.0
2020-07-18 12:00:00,Earth,1949.0
2020-07-18 13:00:00,Earth,2861.0
2020-07-18 14:00:00,Earth,1218.0
2020-07-18 15:00:00,Earth,1199.0
2020-07-18 16:00:00,Earth,1073.0
2020-07-18 17:00:00,Earth,1015.0
2020-07-18 18:00:00,Earth,944.0
2020-07-18 19:00:00,Earth,928.0
2020-07-18 20:00:00,Earth,1216.0
2020-07-18 21:00:00,Earth,1496.0
2020-07-18 22:00:00,Earth,1410.0
2020-07-18 23:00:00,Earth,1505.0
2020-07-19 00:00:00,Earth,1640.0
2020-07-19 01:00:00,Earth,1413.0
2020-07-19 02:00:00,Earth,1399.0
2020-07-19 03:00:00,Earth,1474.0
2020-07-19 04:00:00,Earth,1402.0
2020-07-19 05:00:00,Earth,1433.0
2020-07-19 06:00:00,Earth,1402.0
2020-07-19 07:00:00,Earth,1439.0
2020-07-19 08:00:00,Earth,1431.0
2020-07-19 09:00:00,Earth,1442.0
2020-07-19 10:00:00,Earth,1348.0
2020-07-19 11:00:00,Earth,1220.0
2020-07-19 12:00:00,Earth,1052.0
2020-07-19 13:00:00,Earth,1269.0
2020-07-19 14:00:00,Earth,1126.0
2020-07-19 15:00:00,Earth,1132.0
2020-07-19 16:00:00,Earth,1104.0
2020-07-19 17:00:00,Earth,1030.0
2020-07-19 18:00:00,Earth,1062.0
2020-07-19 19:00:00,Earth,1006.0
2020-07-19 20:00:00,Earth,1020.0
2020-07-19 21:00:00,Earth,992.0
2020-07-19 22:00:00,Earth,1108.0
2020-07-19 23:00:00,Earth,1088.0
2020-07-20 00:00:00,Earth,1248.0
2020-07-20 01:00:00,Earth,1212.0
2020-07-20 02:00:00,Earth,1469.0
2020-07-20 03:00:00,Earth,1127.0
2020-07-20 04:00:00,Earth,1039.0
2020-07-20 05:00:00,Earth,942.0
2020-07-20 06:00:00,Earth,922.0
2020-07-20 07:00:00,Earth,932.0
2020-07-20 08:00:00,Earth,906.0
2020-07-20 09:00:00,Earth,892.0
2020-07-20 10:00:00,Earth,1106.0
2020-07-20 11:00:00,Earth,947.0
2020-07-20 12:00:00,Earth,1022.0
2020-07-20 13:00:00,Earth,1330.0
2020-07-20 14:00:00,Earth,1500.0
2020-07-20 15:00:00,Earth,1380.0
2020-07-20 16:00:00,Earth,1388.0
2020-07-20 17:00:00,Earth,1476.0
2020-07-20 18:00:00,Earth,1411.0
2020-07-20 19:00:00,Earth,1406.0
2020-07-20 20:00:00,Earth,1265.0
2020-07-20 21:00:00,Earth,1418.0
2020-07-20 22:00:00,Earth,1392.0
2020-07-20 23:00:00,Earth,976.0
2020-07-21 00:00:00,Earth,907.0
2020-07-21 01:00:00,Earth,915.0
2020-07-21 02:00:00,Earth,859.0
2020-07-21 03:00:00,Earth,808.0
2020-07-21 04:00:00,Earth,776.0
2020-07-21 05:00:00,Earth,776.0
2020-07-21 06:00:00,Earth,776.0
2020-07-21 07:00:00,Earth,776.0
2020-07-21 08:00:00,Earth,760.0
2020-07-21 09:00:00,Earth,777.0
2020-07-21 10:00:00,Earth,912.0
2020-07-21 11:00:00,Earth,897.0
2020-07-21 12:00:00,Earth,872.0
2020-07-21 13:00:00,Earth,840.0
2020-07-21 14:00:00,Earth,919.0
2020-07-21 15:00:00,Earth,1102.0
2020-07-21 16:00:00,Earth,1150.0
2020-07-21 17:00:00,Earth,1163.0
2020-07-21 18:00:00,Earth,1100.0
2020-07-21 19:00:00,Earth,1149.0
2020-07-21 20:00:00,Earth,1200.0
2020-07-21 21:00:00,Earth,1148.0
2020-07-21 22:00:00,Earth,1076.0
2020-07-21 23:00:00,Earth,1060.0
2020-07-22 00:00:00,Earth,1077.0
2020-07-22 01:00:00,Earth,1070.0
2020-07-22 02:00:00,Earth,1149.0
2020-07-22 03:00:00,Earth,1168.0
2020-07-22 04:00:00,Earth,1129.0
2020-07-22 05:00:00,Earth,1132.0
2020-07-22 06:00:00,Earth,1045.0
2020-07-22 07:00:00,Earth,1099.0
2020-07-22 08:00:00,Earth,1058.0
2020-07-22 09:00:00,Earth,967.0
2020-07-22 10:00:00,Earth,1024.0
2020-07-22 11:00:00,Earth,992.0
2020-07-22 12:00:00,Earth,936.0
2020-07-22 13:00:00,Earth,1108.0
2020-07-22 14:00:00,Earth,1448.0
2020-07-22 15:00:00,Earth,1458.0
2020-07-22 16:00:00,Earth,1152.0
2020-07-22 17:00:00,Earth,1263.0
2020-07-22 18:00:00,Earth,1214.0
2020-07-22 19:00:00,Earth,1243.0
2020-07-22 20:00:00,Earth,1288.0
2020-07-22 21:00:00,Earth,1207.0
2020-07-22 22:00:00,Earth,1154.0
2020-07-22 23:00:00,Earth,1158.0
2020-07-23 00:00:00,Earth,1168.0
2020-07-23 01:00:00,Earth,1199.0
2020-07-23 02:00:00,Earth,1215.0
2020-07-23 03:00:00,Earth,1050.0
2020-07-23 04:00:00,Earth,1002.0
2020-07-23 05:00:00,Earth,1008.0
2020-07-23 06:00:00,Earth,986.0
2020-07-23 07:00:00,Earth,936.0
2020-07-23 08:00:00,Earth,955.0
2020-07-23 09:00:00,Earth,956.0
2020-07-23 10:00:00,Earth,1032.0
2020-07-23 11:00:00,Earth,1319.0
2020-07-23 12:00:00,Earth,1212.0
2020-07-23 13:00:00,Earth,1292.0
2020-07-23 14:00:00,Earth,1122.0
2020-07-23 15:00:00,Earth,1143.0
2020-07-23 16:00:00,Earth,1171.0
2020-07-23 17:00:00,Earth,1037.0
2020-07-23 18:00:00,Earth,1171.0
2020-07-23 19:00:00,Earth,1285.0
2020-07-23 20:00:00,Earth,1168.0
2020-07-23 21:00:00,Earth,1061.0
2020-07-23 22:00:00,Earth,1136.0
2020-07-23 23:00:00,Earth,1036.0
2020-07-24 00:00:00,Earth,998.0
2020-07-24 01:00:00,Earth,1508.0
2020-07-24 02:00:00,Earth,1134.0
2020-07-24 03:00:00,Earth,948.0
2020-07-24 04:00:00,Earth,964.0
2020-07-24 05:00:00,Earth,977.0
2020-07-24 06:00:00,Earth,1015.0
2020-07-24 07:00:00,Earth,1020.0
2020-07-24 08:00:00,Earth,1416.0
2020-07-24 09:00:00,Earth,1059.0
2020-07-24 10:00:00,Earth,1144.0
2020-07-24 11:00:00,Earth,1229.0
2020-07-24 12:00:00,Earth,1056.0
2020-07-24 13:00:00,Earth,1145.0
2020-07-24 14:00:00,Earth,1274.0
2020-07-24 15:00:00,Earth,1202.0
2020-07-24 16:00:00,Earth,1411.0
2020-07-24 17:00:00,Earth,1311.0
2020-07-24 18:00:00,Earth,1129.0
2020-07-24 19:00:00,Earth,1191.0
2020-07-24 20:00:00,Earth,1172.0
2020-07-24 21:00:00,Earth,1130.0
2020-07-24 22:00:00,Earth,1291.0
2020-07-24 23:00:00,Earth,1143.0
2020-07-25 00:00:00,Earth,1103.0
2020-07-25 01:00:00,Earth,1072.0
2020-07-25 02:00:00,Earth,1291.0
2020-07-25 03:00:00,Earth,1206.0
2020-07-25 04:00:00,Earth,1083.0
2020-07-25 05:00:00,Earth,944.0
2020-07-25 06:00:00,Earth,930.0
2020-07-25 07:00:00,Earth,935.0
2020-07-25 08:00:00,Earth,807.0
2020-07-25 09:00:00,Earth,833.0
2020-07-25 10:00:00,Earth,1011.0
2020-07-25 11:00:00,Earth,900.0
2020-07-25 12:00:00,Earth,840.0
2020-07-25 13:00:00,Earth,821.0
2020-07-25 14:00:00,Earth,837.0
2020-07-25 15:00:00,Earth,894.0
2020-07-25 16:00:00,Earth,854.0
2020-07-25 17:00:00,Earth,865.0
2020-07-25 18:00:00,Earth,913.0
2020-07-25 19:00:00,Earth,1019.0
2020-07-25 20:00:00,Earth,880.0
2020-07-25 21:00:00,Earth,1005.0
2020-07-25 22:00:00,Earth,946.0
2020-07-25 23:00:00,Earth,909.0
2020-07-26 00:00:00,Earth,912.0
2020-07-26 01:00:00,Earth,900.0
2020-07-26 02:00:00,Earth,867.0
2020-07-26 03:00:00,Earth,862.0
2020-07-26 04:00:00,Earth,874.0
2020-07-26 05:00:00,Earth,828.0
2020-07-26 06:00:00,Earth,773.0
2020-07-26 07:00:00,Earth,784.0
2020-07-26 08:00:00,Earth,769.0
2020-07-26 09:00:00,Earth,783.0
2020-07-26 10:00:00,Earth,874.0
2020-07-26 11:00:00,Earth,886.0
2020-07-26 12:00:00,Earth,777.0
2020-07-26 13:00:00,Earth,782.0
2020-07-26 14:00:00,Earth,791.0
2020-07-26 15:00:00,Earth,759.0
2020-07-26 16:00:00,Earth,845.0
2020-07-26 17:00:00,Earth,946.0
2020-07-26 18:00:00,Earth,949.0
2020-07-26 19:00:00,Earth,980.0
2020-07-26 20:00:00,Earth,976.0
2020-07-26 21:00:00,Earth,985.0
2020-07-26 22:00:00,Earth,1157.0
2020-07-26 23:00:00,Earth,987.0
2020-07-27 00:00:00,Earth,881.0
2020-07-27 01:00:00,Earth,852.0
2020-07-27 02:00:00,Earth,815.0
2020-07-27 03:00:00,Earth,834.0
2020-07-27 04:00:00,Earth,795.0
2020-07-27 05:00:00,Earth,786.0
2020-07-27 06:00:00,Earth,732.0
2020-07-27 07:00:00,Earth,714.0
2020-07-27 08:00:00,Earth,688.0
2020-07-27 09:00:00,Earth,745.0
2020-07-27 10:00:00,Earth,1071.0
2020-07-27 11:00:00,Earth,1140.0
2020-07-27 12:00:00,Earth,996.0
2020-07-27 13:00:00,Earth,1072.0
2020-07-27 14:00:00,Earth,1123.0
2020-07-27 15:00:00,Earth,1182.0
2020-07-27 16:00:00,Earth,1375.0
2020-07-27 17:00:00,Earth,1430.0
2020-07-27 18:00:00,Earth,1378.0
2020-07-27 19:00:00,Earth,1504.0
2020-07-27 20:00:00,Earth,1418.0
2020-07-27 21:00:00,Earth,1141.0
2020-07-27 22:00:00,Earth,1188.0
2020-07-27 23:00:00,Earth,1240.0
2020-07-28 00:00:00,Earth,1165.0
2020-07-28 01:00:00,Earth,955.0
2020-07-28 02:00:00,Earth,973.0
2020-07-28 03:00:00,Earth,956.0
2020-07-28 04:00:00,Earth,921.0
2020-07-28 05:00:00,Earth,876.0
2020-07-28 06:00:00,Earth,872.0
2020-07-28 07:00:00,Earth,883.0
2020-07-28 08:00:00,Earth,926.0
2020-07-28 09:00:00,Earth,933.0
2020-07-28 10:00:00,Earth,1332.0
2020-07-28 11:00:00,Earth,1319.0
2020-07-28 12:00:00,Earth,1284.0
2020-07-28 13:00:00,Earth,1146.0
2020-07-28 14:00:00,Earth,1144.0
2020-07-28 15:00:00,Earth,1477.0
2020-07-28 16:00:00,Earth,1274.0
2020-07-28 17:00:00,Earth,1090.0
2020-07-28 18:00:00,Earth,1202.0
2020-07-28 19:00:00,Earth,1403.0
2020-07-28 20:00:00,Earth,1350.0
2020-07-28 21:00:00,Earth,1559.0
2020-07-28 22:00:00,Earth,1438.0
2020-07-28 23:00:00,Earth,1672.0
2020-07-29 00:00:00,Earth,1497.0
2020-07-29 01:00:00,Earth,1124.0
2020-07-29 02:00:00,Earth,1026.0
2020-07-29 03:00:00,Earth,1025.0
2020-07-29 04:00:00,Earth,1033.0
2020-07-29 05:00:00,Earth,1046.0
2020-07-29 06:00:00,Earth,1002.0
2020-07-29 07:00:00,Earth,971.0
