case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh
NOAI,445486875.3196117,0.0,445486875.3196169,0.0,0.0,0.0,0.0,15388553.804933693,0.0,0.0,0.0,0.0
S0,528653903.60339105,958444.9686241259,527695458.63477266,0.0,1241.2900754280126,-0.0,-0.0,18303833.726320527,0.0,0.0,0.0,2859920.6726089288
S0b,500219668.28806317,0.0,500219668.28806865,0.0,0.0,-0.0,0.0,17384278.354165815,0.0,0.0,0.0,1938461.9611189794
S1,501968223.5574373,0.0,501968223.5574424,0.0,0.0,-0.0,0.0,17443481.800254673,0.0,0.0,0.0,1997532.1397040454
S2,499047282.1195599,2.109298502934688e-10,499047282.119565,0.0,0.0,3.099827259552763e-13,0.0,17345624.015786372,0.0,0.0,0.0,1899509.3222979987
