case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh,note
NOAI,151314900.77933595,0.0,151314900.77933574,0.0,0.0,0.0,0.0,5210133.947871386,0.0,0.0,0.0,0.0,
S0,154665833.7353168,0.0,154665833.7353169,0.0,0.0,-0.0,0.0,5332575.345510673,0.0,0.0,0.0,118840.18006166362,
S0b,,,,,,,,,,,,,S0b defined only for uniform arrivals
S1,154195936.15381747,0.0,154195936.1538176,0.0,0.0,-0.0,0.0,5315405.525230205,0.0,0.0,0.0,102175.35449532559,
S2,154168532.71934918,0.0,154168532.71934915,0.0,0.0,0.0,0.0,5314404.21757634,0.0,0.0,0.0,101203.49706656892,
