case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh
NOAI,55737211.59441539,0.0,55737211.59441592,0.0,0.0,0.0,0.0,2029927.660566518,0.06588897060931023,0.0,1209600.0,0.0
S0,78160919.08546698,0.0,78160919.08546619,0.0,0.0,-0.0,0.0,2848321.904121498,0.0,0.0,1209600.0,813883.0337315925
S0b,70774249.56928405,0.0,70774249.56928334,0.0,0.0,-0.0,0.0,2578432.02109881,0.0009405493739255646,0.0,1209600.0,551652.1198644249
S1,71240877.25476293,0.0,71240877.25476228,0.0,0.0,-0.0,0.0,2595467.22469883,9.4562092847575e-06,0.0,1209600.0,568462.4519167554
S2,70454283.78928675,0.0,70454283.78928608,0.0,0.0,-0.0,-0.0,2566725.343057427,0.0,0.0,1209600.0,540568.7244635179
