case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh,note
NOAI,55737211.59441539,0.0,55737211.59441592,0.0,0.0,0.0,0.0,2029927.660566518,0.06588897060931023,0.0,1209600.0,0.0,
S0,76527525.3121317,0.0,76527525.31213094,0.0,0.0,-0.0,0.0,2788695.0230798163,0.003475677003549259,0.0,1209600.0,754978.9926398946,
S0b,,,,,,,,,,,,,S0b defined only for uniform arrivals
S1,72299461.16242516,0.0,72299461.16242452,0.0,0.0,-0.0,-0.0,2634210.288314783,0.003881277414135033,0.0,1209600.0,604917.6247570791,
S2,72032658.81907766,0.0,72032658.81907701,0.0,0.0,-0.0,0.0,2624398.369401213,0.0,0.0,1209600.0,596545.4853266024,
