province,export,ai_share,slack_mult,slack_base_h,case,total_cost,investment,new_ocgt,new_onwind,new_solar,new_batt_mw,emissions_t,curtail,ai_mwh,import_mwh,export_mwh,s3_compensation_floor_expweek,s3_mean_commitment_mw,peak_2030
Jiangsu,False,0.1,1.0,6.0,S2,808793851.5318158,0.0,0.0,0.0,0.0,-0.0,28312065.7871043,0.0,1449258.6638251198,0.0,0.0,0.0,0.0,129875.60860937074
Jiangsu,False,0.1,1.0,6.0,S1rt,808853059.4314414,0.0,0.0,0.0,0.0,-0.0,28310844.492262743,0.0,1449287.3634786138,0.0,0.0,0.0,0.0,129875.60860937074
Jiangsu,False,0.1,1.0,6.0,S3,809260550.3177956,0.0,0.0,0.0,0.0,-0.0,28320021.861812405,0.0,1460243.7124297437,0.0,0.0,0.0,0.0,129875.60860937074
Jiangsu,False,0.1,3.0,24.0,NOAI,761621538.0302396,0.0,0.0,0.0,0.0,0.0,26953995.434587687,0.0,0.0,0.0,0.0,0.0,0.0,129875.60860937074
Jiangsu,False,0.1,3.0,24.0,S0,818967336.3459396,101378.00363383937,0.0,0.0,0.0,165.9824769517163,28505330.773087345,0.0,1699437.359590864,0.0,0.0,0.0,0.0,129875.60860937074
Jiangsu,False,0.1,3.0,24.0,S1,806122990.1503649,0.0,0.0,0.0,0.0,-0.0,28254003.988989495,0.0,1378725.4075391279,0.0,0.0,0.0,0.0,129875.60860937074
Jiangsu,False,0.1,3.0,24.0,S2,805830570.5626056,0.0,0.0,0.0,0.0,-0.0,28255690.63169782,0.0,1375924.8771195714,0.0,0.0,0.0,0.0,129875.60860937074
Jiangsu,False,0.1,3.0,24.0,S1rt,805942971.6321328,0.0,0.0,0.0,0.0,-0.0,28253283.06822656,0.0,1375924.8771195714,0.0,0.0,0.0,0.0,129875.60860937074
Jiangsu,False,0.1,3.0,24.0,S3,806086130.7497225,0.0,0.0,0.0,0.0,-0.0,28254793.49523647,0.0,1378725.4075391279,0.0,0.0,0.0,0.0,129875.60860937074
Jiangsu,False,0.2,1.0,6.0,NOAI,761621538.0302396,0.0,0.0,0.0,0.0,0.0,26953995.434587687,0.0,0.0,0.0,0.0,1442010.8654577658,2612.4267718937335,129875.60860937074
Jiangsu,False,0.2,1.0,6.0,S0,894169789.9153703,20535741.394574255,9296.398207720751,0.0,17279.966959551493,1171.417471351244,29623548.128145263,4.853471349911663e-18,3398874.7191817285,0.0,0.0,1442010.8654577658,2612.4267718937335,129875.60860937074
Jiangsu,False,0.2,1.0,6.0,S1,871508001.1166775,20244434.227261372,7619.851632116993,0.0,19143.43733380591,693.5626977116947,29267011.69147283,1.4665984366006272e-18,2920487.4248594875,0.0,0.0,1442010.8654577658,2612.4267718937335,129875.60860937074
