case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh
NOAI,438159953.800638,0.0,438159953.80064106,0.0,0.0,0.0,0.0,15508429.966979371,0.0,0.0,3878346.419121827,0.0
S0,520964585.10632545,0.0,520964585.1063324,0.0,0.0,-0.0,-0.0,18425148.120386485,0.0,60858.05378182113,2851210.123897697,2859920.6726089288
S0b,493985289.5305027,0.0,493985289.5305081,0.0,0.0,-0.0,-0.0,17486807.930766866,0.0,2874.6128655031484,3266418.98953327,1938461.9611189794
S1,495670597.0561271,0.0,495670597.05613196,0.0,0.0,-0.0,-0.0,17547638.389688473,0.0,6095.3699176478285,3262236.538873151,1997532.1397040454
S2,492822890.70743597,0.0,492822890.707441,0.0,0.0,-0.0,-0.0,17447461.622702405,0.0,0.0,3294746.106110667,1899509.3222979987
