case,total_cost,investment,new_ocgt,new_onwind,new_solar,new_batt_mw,emissions_t,curtail,ai_mwh,import_mwh,export_mwh
NOAI,499516889.4513456,0.0,0.0,0.0,0.0,0.0,17056695.702871963,0.0,0.0,0.0,0.0
S0,556862687.7670479,101378.00363383937,0.0,0.0,0.0,165.9824769517163,18608031.041371748,0.0,1699437.3595908643,0.0,0.0
S1,547136247.8126643,0.0,0.0,0.0,0.0,-0.0,18423143.105404917,0.0,1460243.7124297437,0.0,0.0
S2,546689202.952925,0.0,0.0,0.0,0.0,-0.0,18414766.05538873,0.0,1449258.6638251198,0.0,0.0
S1rt,546748410.852551,0.0,0.0,0.0,0.0,-0.0,18413544.76054714,0.0,1449287.3634786138,0.0,0.0
S3,547155901.7389028,0.0,0.0,0.0,0.0,-0.0,18422722.130096782,0.0,1460243.7124297437,0.0,0.0
