case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh
NOAI,147963758.5480307,0.0,147963758.5480305,0.0,0.0,0.0,0.0,5264962.168443723,0.0,0.0,1773854.1949835652,0.0
S0,151817914.077996,0.0,151817914.07799628,0.0,0.0,-0.0,-0.0,5393000.758818234,0.0,0.0,1645873.103668881,128112.18222058451
S0b,150576035.7886399,0.0,150576035.78863993,0.0,0.0,-0.0,-0.0,5351748.376548258,0.0,0.0,1687150.5025442336,86834.7833452319
S1,150655646.48786992,0.0,150655646.4878698,0.0,0.0,-0.0,-0.0,5354392.863552799,0.0,0.0,1684504.4118483723,89480.87404109343
S2,150523538.11743474,0.0,150523538.11743477,0.0,0.0,-0.0,-0.0,5350004.522887726,0.0,0.0,1688895.4137267016,85089.87216276416
