case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh
NOAI,64459649.69038804,0.0,64459649.690387145,0.0,0.0,0.0,0.0,2230262.65179078,0.39670746312770766,0.0,0.0,0.0
S0,68764542.67229687,0.0,68764542.67229612,0.0,0.0,-0.0,0.0,2387530.8447937034,0.3749276032162548,0.0,0.0,203470.75843289812
S0b,67376237.11907671,0.0,67376237.11907583,0.0,0.0,-0.0,0.0,2336831.8113100417,0.3856078692754845,0.0,0.0,137913.02996610623
S1,67465129.98176028,0.0,67465129.98175941,0.0,0.0,-0.0,0.0,2340079.2618201496,0.3878745204499737,0.0,0.0,142115.61297918885
S2,67317601.09605916,0.0,67317601.09605828,0.0,0.0,-0.0,0.0,2334690.3455173303,0.3929513840294235,0.0,0.0,138291.033402434
