case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh,note
NOAI,445486875.3196117,0.0,445486875.3196169,0.0,0.0,0.0,0.0,15388553.804933693,0.0,0.0,0.0,0.0,
S0,527614456.5801645,4603980.846802035,523010475.73336816,0.0,5962.654006937806,-0.0,-0.0,18067583.325962383,0.0,0.0,0.0,2652936.5264399475,
S0b,,,,,,,,,,,,,S0b defined only for uniform arrivals
S1,514239058.14801913,3375770.0807559183,510863288.0672687,0.0,4371.98799654032,-0.0,-0.0,17726577.34250996,0.0,0.0,0.0,2286682.4335791306,
S2,509852821.69712794,0.0,509852821.69713366,0.0,0.0,-0.0,0.0,17706727.50566217,0.0,0.0,0.0,2261560.4418045655,
