case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh
NOAI,115293333.7050253,11079003.643730735,104214330.06129463,0.0,0.0,2601.7923056335057,26091.278951734148,3686946.4575578272,0.9539191877076907,0.0,0.0,0.0
S0,107744674.50441979,0.0,107744674.5044202,0.0,0.0,-0.0,0.0,3815216.067300033,0.8013322722552646,0.0,0.0,813883.0337315925
S0b,106280336.93358892,0.0,106280336.93358946,0.0,0.0,-0.0,0.0,3762150.0755183036,0.8971179115885685,0.0,0.0,551652.1198644249
S1,106908644.19003761,425352.16199166566,106483292.02804643,0.0,0.0,417.26200148829724,396.39890141388236,3769609.8227802254,0.9051760167715583,0.0,0.0,568462.4519167554
S2,105972339.72914395,0.0,105972339.7291445,0.0,0.0,-0.0,0.0,3750807.5336426278,0.8950164534055988,0.0,0.0,564839.8297353919
