province,export,ai_share,slack_mult,slack_base_h,case,total_cost,investment,new_ocgt,new_onwind,new_solar,new_batt_mw,emissions_t,curtail,ai_mwh,import_mwh,export_mwh,s3_compensation_floor_expweek,s3_mean_commitment_mw,peak_2030
Jiangsu,True,0.05,1.0,6.0,S2,514743386.27599007,0.0,0.0,0.0,0.0,-0.0,18006595.958647095,0.0,777374.897815503,247011.6420220632,2241816.7989777876,0.0,0.0,129875.60860937074
Jiangsu,True,0.05,1.0,6.0,S1rt,514745543.5524207,0.0,0.0,0.0,0.0,-0.0,18006610.94064144,0.0,777374.897815503,247564.85465934046,2241748.2979215514,0.0,0.0,129875.60860937074
Jiangsu,True,0.05,1.0,6.0,S3,514880954.8401754,0.0,0.0,0.0,0.0,-0.0,18011190.33938785,0.0,781896.383144242,248120.11691147697,2238633.876310913,0.0,0.0,129875.60860937074
Jiangsu,True,0.05,3.0,24.0,NOAI,491561584.2767442,0.0,0.0,0.0,0.0,0.0,17216307.918885738,0.0,0.0,136902.20667221316,2696280.3653082456,0.0,0.0,129875.60860937074
Jiangsu,True,0.05,3.0,24.0,S0,518362586.88081384,0.0,0.0,0.0,0.0,-0.0,18127808.195905976,0.0,896014.6793344294,285070.73181630793,2170670.7071230444,0.0,0.0,129875.60860937074
Jiangsu,True,0.05,3.0,24.0,S0e,512915633.009461,0.0,0.0,0.0,0.0,-0.0,17944067.883406255,0.0,715967.9855847149,237820.2624195924,2274938.1127951476,0.0,0.0,129875.60860937074
Jiangsu,True,0.05,3.0,24.0,S1,513013868.6086538,0.0,0.0,0.0,0.0,-0.0,17947632.00926899,0.0,719660.2069290305,234122.2604335838,2270872.0243520862,0.0,0.0,129875.60860937074
Jiangsu,True,0.05,3.0,24.0,S2,512896950.40689915,0.0,0.0,0.0,0.0,-0.0,17943771.36422878,0.0,715967.9855847149,231194.27076303185,2271970.8369448446,0.0,0.0,129875.60860937074
Jiangsu,True,0.05,3.0,24.0,S1rt,512898748.60144717,0.0,0.0,0.0,0.0,-0.0,17943790.51449112,0.0,715967.9855847149,231728.70430129612,2272055.970717293,0.0,0.0,129875.60860937074
Jiangsu,True,0.05,3.0,24.0,S3,513013868.6086538,0.0,0.0,0.0,0.0,-0.0,17947632.00926899,0.0,719660.2069290305,234122.2604335838,2270872.0243520862,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,1.0,6.0,NOAI,491561584.2767442,0.0,0.0,0.0,0.0,0.0,17216307.918885738,0.0,0.0,136902.20667221316,2696280.3653082456,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,1.0,6.0,S0,545648302.8636501,0.0,0.0,0.0,0.0,-0.0,19041250.506143987,0.0,1792029.358668859,541868.1159488967,1599262.6764082126,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,1.0,6.0,S0e,538332924.4231186,0.0,0.0,0.0,0.0,-0.0,18797855.725041505,0.0,1554749.795631006,441215.6547497859,1734696.869865816,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,1.0,6.0,S1,538589491.0657821,0.0,0.0,0.0,0.0,-0.0,18806696.800057802,0.0,1563792.766288484,436263.79139380076,1724251.157912631,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,1.0,6.0,S2,538306952.6538955,0.0,0.0,0.0,0.0,-0.0,18797636.92613632,0.0,1554749.795631006,434132.60909282946,1734701.1274141495,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,1.0,6.0,S1rt,538314524.2627687,0.0,0.0,0.0,0.0,-0.0,18797749.831245422,0.0,1554749.795631006,436738.0037927833,1735748.5450681588,0.0,0.0,129875.60860937074
