case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh
NOAI,151314900.77933595,0.0,151314900.77933574,0.0,0.0,0.0,0.0,5210133.947871386,0.0,0.0,0.0,0.0
S0,154927276.09922245,0.0,154927276.09922224,0.0,0.0,-0.0,0.0,5342128.317431988,0.0,0.0,0.0,128112.18222058451
S0b,153763378.53396404,0.0,153763378.53396416,0.0,0.0,-0.0,0.0,5299600.088287686,0.0,0.0,0.0,86834.7833452319
S1,153837990.2731307,0.0,153837990.27313083,0.0,0.0,-0.0,0.0,5302326.3635500865,0.0,0.0,0.0,89480.87404109344
S2,153714177.32622832,0.0,153714177.32622826,0.0,0.0,0.0,0.0,5297802.301008777,0.0,0.0,0.0,85089.87216276415
