case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh
NOAI,152129587.54793894,0.0,152129587.5479386,0.0,0.0,0.0,0.0,5241517.391477843,0.05891624775461838,0.0,0.0,0.0
S0,165809618.92041385,0.0,165809618.9204136,0.0,0.0,-0.0,0.0,5739856.458227397,0.003275954851676136,0.0,0.0,512448.72888233804
S0b,161282153.33002722,0.0,161282153.33002698,0.0,0.0,-0.0,0.0,5574688.19409281,0.012558568067202956,0.0,0.0,347339.1333809276
S1,161547606.7701646,0.0,161547606.7701644,0.0,0.0,-0.0,0.0,5584319.992574891,0.01016819273185985,0.0,0.0,357923.49616437376
S2,161022530.94811603,0.0,161022530.94811577,0.0,0.0,-0.0,0.0,5564867.006184015,0.0007465607891682805,0.0,0.0,343913.75225664384
