case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh,note
NOAI,151314900.77933595,0.0,151314900.77933574,0.0,0.0,0.0,0.0,5210133.947871386,0.0,0.0,0.0,0.0,
S0,164718632.60326046,0.0,164718632.60326034,0.0,0.0,-0.0,0.0,5699899.538428542,0.0,0.0,0.0,475360.72024665447,
S0b,,,,,,,,,,,,,S0b defined only for uniform arrivals
S1,162839042.2772632,0.0,162839042.27726308,0.0,0.0,-0.0,0.0,5631220.257306659,0.0,0.0,0.0,408701.41798130237,
S2,162729428.53938955,0.0,162729428.53938937,0.0,0.0,-0.0,0.0,5627215.026691175,0.0,0.0,0.0,404813.9882662757,
