workload,throughput_floor_assumption,selected_cap_W,measured_throughput_ratio,measured_power_reduction_pct,implied_runtime_increase_pct,implied_gpu_energy_change_pct
ft_llama_8b_dolly,0.9,250,0.9042253521126762,29.372875292615852,10.591900311526459,-21.892120650712243
ft_llama_8b_p3,0.9,300,0.9375,16.839325072640754,6.666666666666665,-11.295280077483472
infer_llama_8b_48g,0.9,300,0.9309309309309308,21.564302680692226,7.41935483870968,-15.744879976356474
infer_llama_8b_32g,0.9,300,0.9309309309309308,21.564302680692226,7.41935483870968,-15.744879976356474
infer_llama_8b,0.9,300,0.9309309309309308,21.55682588225315,7.41935483870968,-15.736848447710628
pt_mpt_13b_lg,0.9,350,0.9213483146067416,11.696111533326913,8.536585365853643,-4.157974713001167
pt_mpt_13b_sm,0.9,350,0.9116022099447514,12.169963479088352,9.696969696969692,-3.6531114528181363
pt_mpt_7b_fast,0.9,350,0.9349775784753362,11.489452488587727,6.95443645083933,-5.334042709616604
