case,total_cost,investment,operating,new_coal,new_ocgt,new_batt_mw,new_batt_mwh,emissions_t,curtail_rate,import_mwh,export_mwh,ai_mwh,note
NOAI,445486875.3196117,0.0,445486875.3196169,0.0,0.0,0.0,0.0,15388553.804933693,0.0,0.0,0.0,0.0,
S0,464188068.0306148,0.0,464188068.03061974,0.0,0.0,-0.0,0.0,16071885.940531863,0.0,0.0,0.0,663234.131609987,
S0b,,,,,,,,,,,,,S0b defined only for uniform arrivals
S1,460475787.5091866,0.0,460475787.50919145,0.0,0.0,-0.0,0.0,15936241.08536951,0.0,0.0,0.0,531578.8310112399,
S2,460263593.86506784,0.0,460263593.8650727,0.0,0.0,-0.0,0.0,15928487.636793453,0.0,0.0,0.0,524053.42504034657,
