GEM unit/phase ID,Plant / Project name,province,technology,capacity_mw,Status,start,retired,included_2030,selection_reason
G100001048115,Liangjiang hydroelectric plant,Jilin,conventional storage,60.0,operating,1999.0,,True,operating_or_construction_start_by_2030
G100000600950,Liangjiaren hydroelectric plant,Yunnan,run-of-river,3000.0,shelved - inferred 2 y,,,False,unknown_start_year_not_imputed
G100000600951,Lianhua hydroelectric plant,Hebei,conventional storage,550.0,operating,1996.0,,True,operating_or_construction_start_by_2030
G100001031246,Lianlu Stage 1 hydroelectric plant,Gansu,run-of-river,66.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000600952,Lianyungang hydroelectric plant,Jiangsu,pumped storage,1200.0,pre-construction,2030.0,,False,excluded_status_or_vintage
G100001048114,Liaofang hydroelectric plant,Jiangxi,conventional storage,50.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100001027908,Liaoning Chaoyang Pumped Storage hydroelectric plant,Liaoning,pumped storage,1300.0,construction,,,False,unknown_start_year_not_imputed
G100000600953,Liaoning Qingyuan hydroelectric plant,Liaoning,pumped storage,1800.0,operating,2023.0,,True,operating_or_construction_start_by_2030
G100000600954,Lidi hydroelectric plant,Yunnan,conventional storage,420.0,operating,2019.0,,True,operating_or_construction_start_by_2030
G100000600955,Lijiagou hydroelectric plant,Hubei,pumped storage,2200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600956,Lijiang hydroelectric plant,Sichuan,pumped storage,298.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600957,Lijiaxia hydroelectric plant,Qinghai,conventional storage,2000.0,operating,2023.0,,True,operating_or_construction_start_by_2030
G100001031263,Likou hydroelectric plant,Guangdong,conventional storage,68.0,operating,,,False,unknown_start_year_not_imputed
G100000600959,Linfen Daning hydroelectric plant,Shanxi,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000604557,Lingbao Pumped Storage hydroelectric plant,Henan,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100000600960,Lingguan hydroelectric plant,Sichuan,run-of-river,76.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000600961,Lingjintan hydroelectric plant,Hunan,conventional storage,270.0,operating,2000.0,,True,operating_or_construction_start_by_2030
G100000600962,Lingshan hydroelectric plant,Guangxi,pumped storage,1200.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000600963,Lingshou hydroelectric plant,Hebei,pumped storage,1200.0,construction,2027.0,,True,operating_or_construction_start_by_2030
G100000600964,Lingxi hydroelectric plant,Guangdong,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001051042,Linhekou hydroelectric plant,Shaanxi,run-of-river,72.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000600965,Linxia Shenghe hydroelectric plant,Gansu,pumped storage,1000.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600966,Liuhong hydroelectric plant,Sichuan,conventional storage,180.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000600967,Liujiaxia hydroelectric plant,Gansu,conventional storage,1225.0,operating,1974.0,,True,operating_or_construction_start_by_2030
G100000600968,Liuku hydroelectric plant,Yunnan,run-of-river,180.0,shelved,,,False,unknown_start_year_not_imputed
G100000600969,Liulang hydroelectric plant,Hubei,pumped storage,2200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600970,Liuping hydroelectric plant,Sichuan,conventional storage,120.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100001051081,Liushu hydroelectric plant,Sichuan,conventional storage,48.0,operating,2018.0,,True,operating_or_construction_start_by_2030
G100000600971,Liushugou hydroelectric plant,Xinjiang,run-of-river,180.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000600972,Liuyang Fengdongkou hydroelectric plant,Hunan,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600973,Liuzhou hydroelectric plant,Guangxi,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100001028097,Liuzhou Rongshui Pumped Storage hydroelectric plant,Guangxi,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000604154,Liyuan Ahai Pumped Storage hydroelectric plant,Yunnan,pumped storage,600.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600974,Liyuan hydroelectric plant,Yunnan,conventional storage,2400.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000600975,Lizhou hydroelectric plant,Sichuan,conventional storage,355.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000604559,Liziwan hydroelectric plant,Chongqing,pumped storage,1400.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000600977,Longbeiwan hydroelectric plant,Hubei,conventional storage,180.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000600978,Longdong hydroelectric plant,Sichuan,run-of-river,165.0,operating,2017.0,,True,operating_or_construction_start_by_2030
G100000600979,Longhu hydroelectric plant,Guangdong,run-of-river,100.0,operating,2021.0,,True,operating_or_construction_start_by_2030
G100000604563,Longhua hydroelectric plant,Hebei,pumped storage,2800.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000600981,Longjiang hydroelectric plant,Yunnan,conventional storage,240.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000600982,Longkaikou hydroelectric plant,Yunnan,conventional storage,1800.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000600983,Longkou hydroelectric plant,InnerMongolia,conventional storage,420.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600984,Longma hydroelectric plant,Yunnan,conventional storage,240.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000600985,Longpan hydroelectric plant,Yunnan,conventional storage,4200.0,announced,,,False,unknown_start_year_not_imputed
G100001048082,Longqiao hydroelectric plant,Hubei,conventional storage,60.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000600986,Longquan hydroelectric plant,Zhejiang,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600987,Longsheng hydroelectric plant,Guangxi,pumped storage,1600.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600988,Longshou 2 hydroelectric plant,Gansu,conventional storage,157.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100001031247,Longshou Stage 1 hydroelectric plant,Gansu,run-of-river,59.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100000600990,Longtan hydroelectric plant,Guangxi,conventional storage,1400.0,pre-construction,2025.0,,False,excluded_status_or_vintage
G100000600989,Longtan hydroelectric plant,Guangxi,conventional storage,4900.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600991,Longtangou hydroelectric plant,Tianjin,pumped storage,1800.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600992,Longting hydroelectric plant,Fujian,run-of-river,130.0,operating,1969.0,,True,operating_or_construction_start_by_2030
G100000604564,Longtoushan hydroelectric plant,Jiangxi,conventional storage,240.0,operating,2022.0,,True,operating_or_construction_start_by_2030
G100000600993,Longtoushi hydroelectric plant,Sichuan,conventional storage,700.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600994,Longwangjian hydroelectric plant,Anhui,pumped storage,100.0,announced,,,False,unknown_start_year_not_imputed
G100000600995,Longwangshan hydroelectric plant,Zhejiang,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600996,Longxikou hydroelectric plant,Sichuan,run-of-river,480.0,construction,,,False,unknown_start_year_not_imputed
G100001031192,Longyan Wan'anxi hydroelectric plant,Fujian,conventional storage,47.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000600997,Longyangxia hydroelectric plant,Qinghai,conventional storage,1280.0,operating,1987.0,,True,operating_or_construction_start_by_2030
G100000600998,Longyungu hydroelectric plant,Hebei,pumped storage,1000.0,announced,,,False,unknown_start_year_not_imputed
G100000600999,Luanping hydroelectric plant,Hebei,pumped storage,1200.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000601000,Luanping II hydroelectric plant,Hebei,pumped storage,1800.0,announced,2029.0,,False,excluded_status_or_vintage
G100001027182,Lubasi hydroelectric plant,Gansu,conventional and run-of-river,45.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601001,Lubuge hydroelectric plant,Yunnan,conventional storage,600.0,operating,1991.0,,True,operating_or_construction_start_by_2030
G100000601002,Ludila hydroelectric plant,Yunnan,conventional storage,2160.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000601003,Luding hydroelectric plant,Sichuan,conventional storage,920.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000604577,Lufeng Pumped Storage hydroelectric plant,Yunnan,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100000601004,Luhe hydroelectric plant,Guangdong,pumped storage,1400.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000601005,Lujichang hydroelectric plant,Yunnan,run-of-river,96.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000604153,Luocheng hydroelectric plant,Guangxi,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601006,Luogu hydroelectric plant,Sichuan,conventional storage,110.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000601007,Luoning hydroelectric plant,Henan,pumped storage,1400.0,construction,2026.0,,True,operating_or_construction_start_by_2030
G100001030690,Luoyuan Huokou hydroelectric plant,Fujian,conventional storage,60.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100001051188,Luozha River Stage 2 hydroelectric plant,Yunnan,conventional and run-of-river,50.0,operating,,,False,unknown_start_year_not_imputed
G100000601009,Lushan hydroelectric plant,Henan,pumped storage,1300.0,construction,2027.0,,True,operating_or_construction_start_by_2030
G100000604163,Lushan Pumped Storage hydroelectric plant,Sichuan,pumped storage,1500.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601010,Lutiankuang hydroelectric plant,Liaoning,pumped storage,1200.0,pre-construction,2031.0,,False,excluded_status_or_vintage
G100000604188,Luxi Pumped Storage hydroelectric plant,Yunnan,pumped storage,2100.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001051073,Lüye hydroelectric plant,Sichuan,run-of-river,50.0,operating,,,False,unknown_start_year_not_imputed
G100000601011,Luyutan hydroelectric plant,Fujian,conventional storage,100.0,operating,2018.0,,True,operating_or_construction_start_by_2030
G100000601012,Madushan hydroelectric plant,Yunnan,conventional storage,300.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601013,Maerdang hydroelectric plant,Qinghai,conventional storage,2320.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100000604589,Maji hydroelectric plant,Yunnan,conventional storage,4200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001048100,Majitang hydroelectric plant,Hunan,run-of-river,56.0,operating,1983.0,,True,operating_or_construction_start_by_2030
G100000601015,Malutang I hydroelectric plant,Yunnan,conventional storage,100.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000601016,Malutang II hydroelectric plant,Yunnan,conventional storage,300.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000601017,Mamaya Stage 1 hydroelectric plant,Guizhou,conventional storage,558.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100001027183,Manas River Stage 1 hydroelectric plant,Xinjiang,run-of-river,50.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100001048101,Mangtangxi hydroelectric plant,Hunan,conventional storage,60.0,operating,2000.0,,True,operating_or_construction_start_by_2030
G100000601018,Mantan hydroelectric plant,Sichuan,conventional storage,75.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601019,Manwan hydroelectric plant,Yunnan,conventional storage,1670.0,operating,1995.0,,True,operating_or_construction_start_by_2030
G100000601020,Maoergai hydroelectric plant,Sichuan,conventional storage,426.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601021,Maojiahe hydroelectric plant,Guizhou,conventional storage,180.0,operating,2019.0,,True,operating_or_construction_start_by_2030
G100000601022,Maoping hydroelectric plant,Guangdong,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601023,Maotan hydroelectric plant,Sichuan,conventional storage,105.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000601024,Maqin hydroelectric plant,Qinghai,pumped storage,1800.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601025,Mashi hydroelectric plant,Guangxi,run-of-river,100.0,operating,1972.0,,True,operating_or_construction_start_by_2030
G100000601026,Meidai hydroelectric plant,InnerMongolia,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601027,Meilie hydroelectric plant,Fujian,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001031147,Meishan hydroelectric plant,Anhui,conventional storage,50.0,operating,1958.0,,True,operating_or_construction_start_by_2030
G100000601028,Meizhou hydroelectric plant,Guangdong,pumped storage,1200.0,operating,2021.0,,True,operating_or_construction_start_by_2030
G100000601029,Meizhou II hydroelectric plant,Guangdong,pumped storage,1200.0,construction,2025.0,,True,operating_or_construction_start_by_2030
G100000601030,Mengdigou hydroelectric plant,Sichuan,conventional storage,2400.0,construction,2032.0,,False,excluded_status_or_vintage
G100001031302,Mengli hydroelectric plant,Guangdong,conventional storage,50.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000601031,Mengsong hydroelectric plant,Yunnan,unknown,600.0,shelved,,,False,unknown_start_year_not_imputed
G100001031303,Mengzhouba hydroelectric plant,Guangdong,conventional storage,46.0,operating,1996.0,,True,operating_or_construction_start_by_2030
G100000601032,Mianhuatan hydroelectric plant,Fujian,conventional storage,600.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100000601033,Miaojiaba hydroelectric plant,Gansu,conventional storage,240.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601034,Miaowei hydroelectric plant,Yunnan,conventional storage,1400.0,operating,2018.0,,True,operating_or_construction_start_by_2030
G100000601035,Mienhuatan hydroelectric plant,Fujian,conventional storage,600.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100000604624,Miluo Yuchi hydroelectric plant,Hunan,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100001051075,Mingtai hydroelectric plant,Sichuan,conventional storage,45.0,operating,1998.0,,True,operating_or_construction_start_by_2030
G100000604177,Minxian Pumped Storage hydroelectric plant,Gansu,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601036,Minzhi hydroelectric plant,Sichuan,conventional storage,105.0,operating,2017.0,,True,operating_or_construction_start_by_2030
G100000601037,Miyun hydroelectric plant,Beijing,conventional and pumped storage,92.0,operating,1960.0,,True,operating_or_construction_start_by_2030
G100001027185,Moduo hydroelectric plant,Qinghai,conventional and run-of-river,48.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601038,Motuo hydroelectric plant,Tibet,unknown,60000.0,pre-construction,2045.0,,False,excluded_status_or_vintage
G100001051216,Mujiajia Stage 1 hydroelectric plant,Yunnan,run-of-river,60.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000601039,Mulan hydroelectric plant,Fujian,pumped storage,1400.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000601040,Mulihe Shawan hydroelectric plant,Sichuan,conventional storage,280.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601041,Muwangxi hydroelectric plant,Hunan,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100000601042,Muxingtu hydroelectric plant,Yunnan,conventional storage,120.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601043,Muzuo hydroelectric plant,Sichuan,conventional storage,100.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000601044,Nabang hydroelectric plant,Yunnan,conventional storage,180.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601045,Nalan hydroelectric plant,Yunnan,conventional storage,150.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000604190,Nan'an Pumped Storage hydroelectric plant,Fujian,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001031305,Nangao hydroelectric plant,Guangdong,conventional and run-of-river,52.0,operating,1985.0,,True,operating_or_construction_start_by_2030
G100001048102,Nanjindu hydroelectric plant,Hunan,conventional storage,60.0,operating,1991.0,,True,operating_or_construction_start_by_2030
G100000601046,Nanning hydroelectric plant,Guangxi,pumped storage,1200.0,construction,2025.0,,True,operating_or_construction_start_by_2030
G100000601047,Nansha hydroelectric plant,Yunnan,conventional storage,150.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000601048,Nanshankou hydroelectric plant,Qinghai,pumped storage,2400.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000601049,Nanshui hydroelectric plant,Guangdong,conventional storage,75.0,operating,1970.0,,True,operating_or_construction_start_by_2030
G100000601050,Nanyahe hydroelectric plant,Sichuan,run-of-river,120.0,operating,1983.0,,True,operating_or_construction_start_by_2030
G100000601051,Nazixia hydroelectric plant,Qinghai,conventional storage,87.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000604668,Niangyong hydroelectric plant,Sichuan,conventional storage,93.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000601052,Nierji hydroelectric plant,InnerMongolia,conventional storage,250.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000601053,Nileke I hydroelectric plant,Xinjiang,run-of-river,220.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000601054,Nina hydroelectric plant,Qinghai,conventional storage,160.0,operating,2003.0,,True,operating_or_construction_start_by_2030
G100000601055,Ningguo Longtan hydroelectric plant,Anhui,pumped storage,1200.0,construction,2031.0,,False,excluded_status_or_vintage
G100000601056,Ninghai hydroelectric plant,Zhejiang,pumped storage,700.0,construction,2025.0,,True,operating_or_construction_start_by_2030
G100001051242,Ninghai hydroelectric plant,Zhejiang,pumped storage,700.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100000601057,Ninglang hydroelectric plant,Sichuan,run-of-river,114.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601058,Ningmute hydroelectric plant,Henan,conventional storage,1600.0,announced,,,False,unknown_start_year_not_imputed
G100000601059,Niululing hydroelectric plant,Hainan,conventional storage,80.0,operating,1982.0,,True,operating_or_construction_start_by_2030
G100000604670,Niushoushan hydroelectric plant,Ningxia,pumped storage,1000.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000604671,Niushoushan II hydroelectric plant,Ningxia,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601061,Niutoushan hydroelectric plant,Fujian,run-of-river,100.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000601062,Nizhuhe hydroelectric plant,Guizhou,conventional storage,102.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601063,Nongling hydroelectric plant,Yunnan,conventional storage,180.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601064,Nuozhadu hydroelectric plant,Yunnan,conventional storage,5850.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000601065,Nuozu hydroelectric plant,Yunnan,conventional storage,75.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000601066,Nyingchi hydroelectric plant,Tibet,conventional storage,3600.0,announced,,,False,unknown_start_year_not_imputed
G100000601067,Pan'an hydroelectric plant,Zhejiang,pumped storage,1200.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000601068,Pandaoshan hydroelectric plant,Gansu,pumped storage,1400.0,construction,,,False,unknown_start_year_not_imputed
G100000601069,Pangduo hydroelectric plant,Tibet,conventional storage,160.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000604994,Panjiakou hydroelectric plant,Hebei,pumped storage,270.0,operating,1993.0,,True,operating_or_construction_start_by_2030
G100000601070,Panjiakou hydroelectric plant,Hebei,conventional storage,150.0,operating,1981.0,,True,operating_or_construction_start_by_2030
G100000601072,Pankou hydroelectric plant,Hubei,pumped storage,300.0,construction,2026.0,,True,operating_or_construction_start_by_2030
G100000601071,Pankou hydroelectric plant,Hubei,conventional storage,513.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000604706,Panlong hydroelectric plant,Chongqing,pumped storage,1200.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100000601074,Panxitsao hydroelectric plant,Hubei,pumped storage,2200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604759,Panzhihua Renhe hydroelectric plant,Sichuan,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601075,Paomaping hydroelectric plant,Sichuan,run-of-river,120.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601076,Pengshui hydroelectric plant,Chongqing,conventional storage,1750.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601077,Pianqiao hydroelectric plant,Sichuan,run-of-river,228.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601078,Pingban hydroelectric plant,Guangxi,conventional storage,405.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000604731,Pingchuan District hydroelectric plant,Gansu,pumped storage,1180.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000601080,Pingjiang hydroelectric plant,Hunan,pumped storage,1400.0,construction,2027.0,,True,operating_or_construction_start_by_2030
G100000601081,Pingshunxian hydroelectric plant,Shanxi,pumped storage,2000.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601082,Pingtanyuan hydroelectric plant,Hubei,pumped storage,1400.0,construction,2027.0,,True,operating_or_construction_start_by_2030
G100000601083,Pingtou hydroelectric plant,Sichuan,conventional storage,180.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601084,Pingyuan hydroelectric plant,Guangdong,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601085,Pubugou hydroelectric plant,Sichuan,conventional storage,3600.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601086,Puding hydroelectric plant,Guizhou,conventional storage,75.0,operating,1995.0,,True,operating_or_construction_start_by_2030
G100000601087,Pushihe hydroelectric plant,Liaoning,pumped storage,1200.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601088,Puxian hydroelectric plant,Shanxi,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100000601089,Puxiqiao hydroelectric plant,Yunnan,conventional storage,190.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000601090,Qiafuqihai hydroelectric plant,Xinjiang,conventional storage,320.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000601091,Qiamusa hydroelectric plant,Xinjiang,run-of-river,203.0,operating,2019.0,,True,operating_or_construction_start_by_2030
G100000601092,Qianchang hydroelectric plant,Yunnan,run-of-river,114.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601093,Qianfoyan hydroelectric plant,Sichuan,conventional storage,102.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000604747,Qiannan Pumped Storage hydroelectric plant,Guizhou,pumped storage,1500.0,construction,,,False,unknown_start_year_not_imputed
G100000601094,Qianwei hydroelectric plant,Sichuan,run-of-river,500.0,operating,2020.0,,True,operating_or_construction_start_by_2030
G100000601095,Qianxi hydroelectric plant,Hebei,pumped storage,1000.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000601096,Qiaogong hydroelectric plant,Guangxi,conventional storage,480.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000601097,Qiaoqi hydroelectric plant,Sichuan,conventional storage,240.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000601098,Qilinsi hydroelectric plant,Gansu,conventional storage,111.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100001027184,Qinghai Maqin Gequ Level 2 hydroelectric plant,Qinghai,conventional and run-of-river,48.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000601099,Qingju hydroelectric plant,Sichuan,run-of-river,136.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000601100,Qinglang hydroelectric plant,Sichuan,run-of-river,180.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601101,Qinglong hydroelectric plant,Sichuan,run-of-river,102.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601102,Qingmayuan hydroelectric plant,Guangdong,pumped storage,2400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601103,Qingshuitang hydroelectric plant,Hunan,conventional storage,128.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000601104,Qingtian hydroelectric plant,Zhejiang,pumped storage,1200.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000601105,Qingtongxia hydroelectric plant,Ningxia,conventional storage,272.0,operating,1967.0,,True,operating_or_construction_start_by_2030
G100000601106,Qingxi hydroelectric plant,Guangdong,conventional storage,144.0,operating,1992.0,,True,operating_or_construction_start_by_2030
G100000601107,Qingyuan hydroelectric plant,Guangdong,pumped storage,1280.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100001031193,Qinshan hydroelectric plant,Fujian,run-of-river,70.0,operating,1999.0,,True,operating_or_construction_start_by_2030
G100000604749,Qinshui hydroelectric plant,Shanxi,pumped storage,1200.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000604750,Qinyuan hydroelectric plant,Shanxi,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601110,Qirehazier hydroelectric plant,Xinjiang,conventional storage,210.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000604751,Quanzhou hydroelectric plant,Guangxi,pumped storage,2000.0,announced,,,False,unknown_start_year_not_imputed
G100000604752,Queruduo hydroelectric plant,Sichuan,run-of-river,151.0,construction,,,False,unknown_start_year_not_imputed
G100000604753,Qujiang hydroelectric plant,Zhejiang,pumped storage,1200.0,construction,2027.0,,True,operating_or_construction_start_by_2030
G100000601113,Quxue hydroelectric plant,Sichuan,conventional storage,246.0,operating,2017.0,,True,operating_or_construction_start_by_2030
G100000604180,Reba Pumped Storage hydroelectric plant,Tibet,pumped storage,3600.0,announced,,,False,unknown_start_year_not_imputed
G100000601114,Renhe hydroelectric plant,Chongqing,conventional storage,173.0,shelved,,,False,unknown_start_year_not_imputed
G100000601116,Renzhonghai hydroelectric plant,Sichuan,conventional storage,240.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601117,Rongge hydroelectric plant,Guizhou,conventional storage,90.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000601118,Rumei hydroelectric plant,Tibet,conventional storage,2600.0,pre-construction,2035.0,,False,excluded_status_or_vintage
G100000604767,Ruoqiang hydroelectric plant,Xinjiang,pumped storage,2100.0,construction,,,False,unknown_start_year_not_imputed
G100000601120,Saduo hydroelectric plant,Sichuan,run-of-river,210.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000601121,Saizhu hydroelectric plant,Yunnan,conventional storage,102.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601122,Salikete hydroelectric plant,Xinjiang,conventional storage,80.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601123,Sanbanxi hydroelectric plant,Guizhou,conventional storage,1000.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100001051168,Sanchahe hydroelectric plant,Yunnan,run-of-river,72.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000604179,Sandaochong Pumped Storage hydroelectric plant,Ningxia,pumped storage,1600.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601124,Sandaowan hydroelectric plant,Gansu,run-of-river,112.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100001027197,Sangping hydroelectric plant,Sichuan,run-of-river,72.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100001051078,Sanjiang hydroelectric plant,Sichuan,conventional storage,45.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100001051079,Sankeshu hydroelectric plant,Sichuan,conventional storage,52.0,operating,2005.0,,True,operating_or_construction_start_by_2030
