GEM unit/phase ID,Plant / Project name,province,technology,capacity_mw,Status,start,retired,included_2030,selection_reason
G100001051196,Xi'erhe III hydroelectric plant,Yunnan,run-of-river,50.0,operating,1987.0,,True,operating_or_construction_start_by_2030
G100001051195,Xi'erhe IV hydroelectric plant,Yunnan,run-of-river,50.0,operating,1971.0,,True,operating_or_construction_start_by_2030
G100000601273,Xiabandi hydroelectric plant,Xinjiang,conventional storage,150.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601274,Xiajiang hydroelectric plant,Jiangxi,conventional storage,360.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000604956,Xiamen hydroelectric plant,Fujian,pumped storage,1400.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100000601276,Xiangbiling hydroelectric plant,Guizhou,conventional storage,240.0,operating,2017.0,,True,operating_or_construction_start_by_2030
G100001031151,Xianghongdian hydroelectric plant,Anhui,conventional storage,51.0,operating,1959.0,,True,operating_or_construction_start_by_2030
G100000601277,Xianghongdian Pumped Storage hydroelectric plant,Anhui,pumped storage,80.0,operating,1959.0,,True,operating_or_construction_start_by_2030
G100000601278,Xiangjiaba hydroelectric plant,Yunnan,conventional storage,7750.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601279,Xiangqi hydroelectric plant,Hunan,run-of-river,80.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601280,Xiangshui hydroelectric plant,Guizhou,conventional storage,230.0,operating,2003.0,,True,operating_or_construction_start_by_2030
G100000601281,Xiangshuijian hydroelectric plant,Anhui,pumped storage,1000.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601282,Xiangxiang hydroelectric plant,Hunan,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601283,Xiangyuan County hydroelectric plant,Shanxi,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601284,Xianju hydroelectric plant,Zhejiang,pumped storage,1500.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000601285,Xianyou hydroelectric plant,Fujian,pumped storage,1200.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000601286,Xiaofenghe hydroelectric plant,Hubei,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100001051121,Xiaogoutou hydroelectric plant,Sichuan,run-of-river,60.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000601287,Xiaoguanzi hydroelectric plant,Sichuan,conventional storage,160.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100000601288,Xiaogushan hydroelectric plant,Gansu,run-of-river,102.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000601289,Xiaojin Yangjiawan hydroelectric plant,Sichuan,conventional storage,60.0,operating,2018.0,,True,operating_or_construction_start_by_2030
G100000601290,Xiaolangdi hydroelectric plant,Henan,conventional storage,1800.0,operating,2000.0,,True,operating_or_construction_start_by_2030
G100000601291,Xiaolonghe hydroelectric plant,Hubei,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601292,Xiaoshan hydroelectric plant,Jilin,conventional storage,160.0,operating,1997.0,,True,operating_or_construction_start_by_2030
G100001051157,Xiaoshankou hydroelectric plant,Xinjiang,conventional storage,50.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100001051158,Xiaoshankou Stage 2 hydroelectric plant,Xinjiang,run-of-river,50.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100001051159,Xiaoshankou Stage 3 hydroelectric plant,Xinjiang,run-of-river,50.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000601293,Xiaoshixia hydroelectric plant,Xinjiang,conventional storage,138.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601294,Xiaotiandu hydroelectric plant,Sichuan,conventional storage,240.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000601295,Xiaowan hydroelectric plant,Yunnan,conventional storage,4200.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601296,Xiaoxi hydroelectric plant,Hunan,conventional storage,135.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601297,Xiaoxia hydroelectric plant,Gansu,run-of-river,230.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100001048104,Xiaoxiang hydroelectric plant,Hunan,conventional storage,52.0,operating,2002.0,,True,operating_or_construction_start_by_2030
G100000601298,Xiaoyantou hydroelectric plant,Yunnan,conventional storage,130.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601299,Xiaping hydroelectric plant,Guangdong,pumped storage,2400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001046513,Xiaqiao hydroelectric plant,Guangxi,conventional storage,50.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000601300,Xichouxian hydroelectric plant,Yunnan,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601301,Xieka hydroelectric plant,Sichuan,conventional storage,135.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000601302,Xigu hydroelectric plant,Sichuan,conventional storage,249.0,operating,,,False,unknown_start_year_not_imputed
G100000601303,Xihe hydroelectric plant,Shaanxi,conventional storage,180.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000601304,Xijin hydroelectric plant,Guangxi,run-of-river,234.0,operating,1964.0,,True,operating_or_construction_start_by_2030
G100000601305,Xikou hydroelectric plant,Zhejiang,pumped storage,80.0,operating,1998.0,,True,operating_or_construction_start_by_2030
G100000601306,Xilongchi hydroelectric plant,Shanxi,pumped storage,1200.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000604957,Xilongchi II hydroelectric plant,Shanxi,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601308,Xiluodu hydroelectric plant,Yunnan,conventional storage,13860.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000601309,Xin’anjiang hydroelectric plant,Zhejiang,conventional storage,663.0,operating,1977.0,,True,operating_or_construction_start_by_2030
G100000601310,Xinfengjiang hydroelectric plant,Guangdong,conventional storage,293.0,operating,1960.0,,True,operating_or_construction_start_by_2030
G100000601311,Xingan hydroelectric plant,Jiangxi,conventional storage,112.0,operating,2018.0,,True,operating_or_construction_start_by_2030
G100000601312,Xingcheng hydroelectric plant,Liaoning,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100000601313,Xingshan County hydroelectric plant,Hubei,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601314,Xingtai hydroelectric plant,Hebei,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100000601315,Xingyuezhai hydroelectric plant,Shaanxi,pumped storage,120.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604958,Xinji hydroelectric plant,Hubei,conventional storage,120.0,operating,2023.0,,True,operating_or_construction_start_by_2030
G100001027207,Xinjiang Aksu Tumuxiuke hydroelectric plant,Xinjiang,run-of-river,48.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000601317,Xinjiang Bulunkou - Kongur hydroelectric plant,Xinjiang,conventional storage,200.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000601318,Xinma hydroelectric plant,Sichuan,run-of-river,120.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601320,Xinzang hydroelectric plant,Sichuan,conventional storage,186.0,operating,2020.0,,True,operating_or_construction_start_by_2030
G100000601321,Xinzheng hydroelectric plant,Sichuan,run-of-river,108.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000601322,Xipuozhandian hydroelectric plant,Henan,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601323,Xirong hydroelectric plant,Sichuan,conventional storage,320.0,announced,,,False,unknown_start_year_not_imputed
G100001051217,Xishuangbanna Tianshengqiao hydroelectric plant,Yunnan,run-of-river,50.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000601324,Xiuguan hydroelectric plant,Sichuan,conventional storage,108.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100001048105,Xiushan hydroelectric plant,Hunan,conventional storage,65.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000601325,Xixian hydroelectric plant,Shanxi,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601326,Xixiayuan hydroelectric plant,Henan,conventional storage,140.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100001051045,Xuanhan Jiangkou hydroelectric plant,Sichuan,conventional storage,51.0,operating,1992.0,,True,operating_or_construction_start_by_2030
G100000601327,Xuanwei hydroelectric plant,Yunnan,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601328,Xucun hydroelectric plant,Yunnan,conventional storage,84.0,operating,1999.0,,True,operating_or_construction_start_by_2030
G100000601329,Xuecheng hydroelectric plant,Sichuan,run-of-river,138.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000604959,Xulong hydroelectric plant,Yunnan,conventional storage,2400.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000601331,Xunwu hydroelectric plant,Jiangxi,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604960,Xunyang hydroelectric plant,Shaanxi,conventional storage,320.0,operating,2022.0,,True,operating_or_construction_start_by_2030
G100000601333,Xushui hydroelectric plant,Hebei,pumped storage,600.0,announced,,,False,unknown_start_year_not_imputed
G100000601334,Ya'an Daxing hydroelectric plant,Sichuan,conventional storage,75.0,operating,2002.0,,True,operating_or_construction_start_by_2030
G100001051132,Ya'an Shaping hydroelectric plant,Sichuan,run-of-river,56.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000604172,Yabuli Pumped Storage hydroelectric plant,Heilongjiang,pumped storage,1200.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000601336,Yagen Stage 1 hydroelectric plant,Sichuan,conventional storage,300.0,pre-construction,2028.0,,False,excluded_status_or_vintage
G100000601337,Yagen Stage 2 hydroelectric plant,Sichuan,conventional storage,2200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601339,Yamadu hydroelectric plant,Xinjiang,conventional storage,132.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601340,Yamdrok hydroelectric plant,Tibet,pumped storage,113.0,operating,1997.0,,True,operating_or_construction_start_by_2030
G100001051220,Yamu River Stage 3 hydroelectric plant,Yunnan,unknown,50.0,operating,,,False,unknown_start_year_not_imputed
G100000601341,Yanbi hydroelectric plant,Sichuan,conventional storage,300.0,announced,,,False,unknown_start_year_not_imputed
G100000601342,Yangang hydroelectric plant,Sichuan,run-of-river,120.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100001051135,Yangcun hydroelectric plant,Sichuan,conventional and run-of-river,66.0,operating,,,False,unknown_start_year_not_imputed
G100001051182,Yanger hydroelectric plant,Yunnan,run-of-river,50.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601343,Yangfanggou hydroelectric plant,Sichuan,conventional storage,1500.0,operating,2021.0,,True,operating_or_construction_start_by_2030
G100000601344,Yangjiang hydroelectric plant,Guangdong,pumped storage,2400.0,operating,2021.0,,True,operating_or_construction_start_by_2030
G100000601345,Yanglin hydroelectric plant,Hainan,pumped storage,2400.0,announced,,,False,unknown_start_year_not_imputed
G100001051138,Yangliutan hydroelectric plant,Sichuan,conventional storage,54.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601346,Yangqu hydroelectric plant,Qinghai,conventional storage,1200.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100000601347,Yanguoxia hydroelectric plant,Gansu,conventional storage,471.0,operating,1975.0,,True,operating_or_construction_start_by_2030
G100001031251,Yangxishui Stage 1 hydroelectric plant,Guangdong,conventional and run-of-river,50.0,operating,2003.0,,True,operating_or_construction_start_by_2030
G100000604305,Yanshan hydroelectric plant,Jiangxi,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601348,Yanshanhu hydroelectric plant,Liaoning,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601349,Yanshuigou III hydroelectric plant,Yunnan,conventional storage,144.0,operating,1966.0,,True,operating_or_construction_start_by_2030
G100000601350,Yantan hydroelectric plant,Guangxi,conventional storage,1810.0,operating,1995.0,,True,operating_or_construction_start_by_2030
G100001051139,Yanyuan Changbo hydroelectric plant,Sichuan,run-of-river,50.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000601351,Yaoheba hydroelectric plant,Sichuan,conventional storage,132.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100000604965,Yaojiaping hydroelectric plant,Hubei,run-of-river,184.0,construction,,,False,unknown_start_year_not_imputed
G100001048099,Yaotian hydroelectric plant,Hunan,run-of-river,50.0,operating,1988.0,,True,operating_or_construction_start_by_2030
G100000601352,Yayangshan hydroelectric plant,Yunnan,conventional storage,120.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000601353,Yebatan hydroelectric plant,Sichuan,conventional storage,2440.0,construction,2026.0,,True,operating_or_construction_start_by_2030
G100000604194,Yebatan Pumped Storage hydroelectric plant,Sichuan,pumped storage,4500.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601354,Yele hydroelectric plant,Sichuan,conventional storage,240.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000601355,Yenling Luopingjiang hydroelectric plant,Hunan,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100001027208,Yesanhe Jianshi County hydroelectric plant,Hubei,run-of-river,50.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000604967,Yeshan hydroelectric plant,Jiangsu,pumped storage,1050.0,announced,,,False,unknown_start_year_not_imputed
G100001030624,Yichongqiao hydroelectric plant,Hunan,conventional storage,70.0,announced,,,False,unknown_start_year_not_imputed
G100000601357,Yidaoqiao hydroelectric plant,Sichuan,run-of-river,80.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100001051165,Yili Tuohai hydroelectric plant,Xinjiang,run-of-river,50.0,operating,1988.0,,True,operating_or_construction_start_by_2030
G100000601358,Yimeng hydroelectric plant,Shandong,pumped storage,1200.0,operating,2021.0,,True,operating_or_construction_start_by_2030
G100001051246,Yingliangbao hydroelectric plant,Sichuan,run-of-river,576.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100000601359,Yingliangbao hydroelectric plant,Sichuan,run-of-river,540.0,construction,2025.0,,True,operating_or_construction_start_by_2030
G100001027196,Yingxiongpo Stage 2 hydroelectric plant,Sichuan,run-of-river,56.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000601360,Yingxiuwan hydroelectric plant,Sichuan,run-of-river,135.0,operating,1971.0,,True,operating_or_construction_start_by_2030
G100000601361,Yinjiang hydroelectric plant,Sichuan,conventional storage,325.0,construction,2026.0,,True,operating_or_construction_start_by_2030
G100001051247,Yinjiang hydroelectric plant,Sichuan,conventional storage,65.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100000601362,Yinpan hydroelectric plant,Chongqing,conventional storage,600.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601363,Yinping hydroelectric plant,Sichuan,conventional storage,100.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000601364,Yinzidu hydroelectric plant,Guizhou,conventional storage,360.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000601365,Yixian hydroelectric plant,Hebei,pumped storage,1200.0,construction,2027.0,,True,operating_or_construction_start_by_2030
G100000601366,Yixing hydroelectric plant,Jiangsu,pumped storage,1000.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000604968,Yong'an hydroelectric plant,Fujian,pumped storage,1200.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000604969,Yongjia hydroelectric plant,Zhejiang,pumped storage,1200.0,construction,2027.0,,True,operating_or_construction_start_by_2030
G100001031216,Yongkou hydroelectric plant,Fujian,conventional storage,50.0,operating,1998.0,,True,operating_or_construction_start_by_2030
G100001051140,Yongle hydroelectric plant,Sichuan,run-of-river,58.0,operating,2003.0,,True,operating_or_construction_start_by_2030
G100000601369,Yongtai hydroelectric plant,Fujian,pumped storage,1200.0,operating,2023.0,,True,operating_or_construction_start_by_2030
G100000601370,Yongxin hydroelectric plant,Jiangxi,pumped storage,1200.0,pre-construction,2031.0,,False,excluded_status_or_vintage
G100000601371,Youchou hydroelectric plant,Chongqing,conventional storage,120.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601372,Yuan'an hydroelectric plant,Hubei,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100000604970,Yuanqu hydroelectric plant,Shanxi,pumped storage,1200.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000604971,Yuanqu II hydroelectric plant,Shanxi,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100001051141,Yucheng hydroelectric plant,Sichuan,conventional storage,60.0,operating,1995.0,,True,operating_or_construction_start_by_2030
G100000604171,Yuejin Pumped Storage hydroelectric plant,Ningxia,pumped storage,800.0,announced,,,False,unknown_start_year_not_imputed
G100000601374,Yuelong hydroelectric plant,Tibet,unknown,129.0,announced,,,False,unknown_start_year_not_imputed
G100000601375,Yuexi hydroelectric plant,Anhui,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001031150,Yujiankou hydroelectric plant,Chongqing,conventional and run-of-river,60.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100001027209,Yuliang hydroelectric plant,Guangxi,run-of-river,60.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000604187,Yulinhe Pumped Storage hydroelectric plant,Jilin,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100001051083,Yulong hydroelectric plant,Sichuan,run-of-river,66.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100000601376,Yumen hydroelectric plant,Gansu,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100000604118,Yunfeng hydroelectric plant,Jilin,conventional storage,400.0,operating,1967.0,,True,operating_or_construction_start_by_2030
G100001051222,Yunguiqiao hydroelectric plant,Yunnan,unknown,45.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000604972,Yunhe hydroelectric plant,Zhejiang,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100001027210,Yunnan Dayingjiang Stage 2 hydroelectric plant,Yunnan,run-of-river,70.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100001027211,Yunnan Diqing Luoma hydroelectric plant,Yunnan,run-of-river,60.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100001027212,Yunnan Lishe River Dawan hydroelectric plant,Yunnan,conventional and run-of-river,50.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100001027213,Yunnan Miaolin hydroelectric plant,Yunnan,run-of-river,65.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100001027214,Yunnan Pu'er Mengyejiang hydroelectric plant,Yunnan,conventional and run-of-river,68.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100001027215,Yunnan Sayutuo hydroelectric plant,Yunnan,conventional storage,60.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100001027216,Yunnan Yanjin Hengjiang Wannianqiao hydroelectric plant,Yunnan,conventional storage,64.0,operating,2022.0,,True,operating_or_construction_start_by_2030
G100001027217,Yunnan Yongde Damengtong hydroelectric plant,Yunnan,conventional storage,50.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100001027218,Yunnan Youfanggou hydroelectric plant,Yunnan,run-of-river,68.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601378,Yunpeng hydroelectric plant,Yunnan,conventional storage,210.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000604161,Yuntai Pumped Storage hydroelectric plant,Gansu,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601379,Yunxiao hydroelectric plant,Fujian,pumped storage,1800.0,construction,2027.0,,True,operating_or_construction_start_by_2030
G100000604973,Yuquan hydroelectric plant,Henan,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000604974,Yushugou East hydroelectric plant,Xinjiang,pumped storage,1400.0,announced,,,False,unknown_start_year_not_imputed
G100000604975,Yushugou hydroelectric plant,Xinjiang,pumped storage,1400.0,announced,,,False,unknown_start_year_not_imputed
G100001030622,Yutan hydroelectric plant,Hunan,conventional storage,70.0,operating,1997.0,,True,operating_or_construction_start_by_2030
G100000604977,Yutang hydroelectric plant,Guizhou,conventional storage,75.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000601380,Yutian hydroelectric plant,Sichuan,conventional storage,93.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100001031152,Yutiao hydroelectric plant,Chongqing,conventional storage,48.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100000601381,Yuzixi hydroelectric plant,Sichuan,conventional storage,160.0,operating,1972.0,,True,operating_or_construction_start_by_2030
G100000604978,Zangao hydroelectric plant,Xinjiang,conventional storage,180.0,operating,2023.0,,True,operating_or_construction_start_by_2030
G100000601383,Zangmu hydroelectric plant,Tibet,conventional storage,510.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000601384,Zaoshi hydroelectric plant,Hunan,conventional storage,120.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100001048079,Zhaixiangkou hydroelectric plant,Guizhou,conventional storage,45.0,operating,1970.0,,True,operating_or_construction_start_by_2030
G100000601385,Zhala hydroelectric plant,Tibet,conventional storage,1000.0,construction,,,False,unknown_start_year_not_imputed
G100000601386,Zhanghewan hydroelectric plant,Hebei,pumped storage,1000.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601387,Zhangjiaping hydroelectric plant,Hubei,pumped storage,1800.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000604980,Zhangping Pumped Storage hydroelectric plant,Fujian,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001051223,Zhangwo hydroelectric plant,Yunnan,conventional storage,60.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000604176,Zhangxian Pumped Storage hydroelectric plant,Gansu,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604981,Zhangye hydroelectric plant,Gansu,pumped storage,1400.0,construction,,,False,unknown_start_year_not_imputed
G100000601389,Zhangzi hydroelectric plant,Shanxi,pumped storage,900.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001031318,Zhaoping hydroelectric plant,Guangxi,conventional storage,63.0,operating,1994.0,,True,operating_or_construction_start_by_2030
G100000604982,Zhaosu hydroelectric plant,Xinjiang,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000604748,Zhejiang Qingyuan hydroelectric plant,Zhejiang,pumped storage,1200.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000601391,Zhelin hydroelectric plant,Jiangxi,conventional storage,420.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100000601392,Zhen’an hydroelectric plant,Shaanxi,pumped storage,1400.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100000601393,Zhentouba Stage 1 hydroelectric plant,Sichuan,conventional storage,720.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000601394,Zhentouba Stage 2 hydroelectric plant,Sichuan,conventional storage,300.0,construction,2026.0,,True,operating_or_construction_start_by_2030
G100000601395,Zhexi hydroelectric plant,Hunan,conventional storage,1050.0,operating,1962.0,,True,operating_or_construction_start_by_2030
G100000601396,Zhiganglaka hydroelectric plant,Qinghai,conventional storage,190.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000601397,Zhikong hydroelectric plant,Tibet,conventional storage,100.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000601398,Zhirui hydroelectric plant,InnerMongolia,pumped storage,1200.0,construction,2027.0,,True,operating_or_construction_start_by_2030
G100000601399,Zhongda hydroelectric plant,Tibet,conventional storage,320.0,announced,,,False,unknown_start_year_not_imputed
G100000601400,Zhongdong hydroelectric plant,Guangdong,pumped storage,1200.0,construction,2025.0,,True,operating_or_construction_start_by_2030
G100001031154,Zhongliang Stage 1 hydroelectric plant,Chongqing,conventional storage,72.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000604173,Zhongning Pumped Storage hydroelectric plant,Ningxia,pumped storage,1000.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604983,Zhongwei Huangcaochong hydroelectric plant,Ningxia,pumped storage,1000.0,announced,,,False,unknown_start_year_not_imputed
G100000601401,Zhongxiang hydroelectric plant,Hubei,pumped storage,200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601402,Zhouba hydroelectric plant,Sichuan,conventional storage,102.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100001048090,Zhoujiayuan hydroelectric plant,Hubei,run-of-river,70.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000604995,Zhouning hydroelectric plant,Fujian,pumped storage,1200.0,operating,2022.0,,True,operating_or_construction_start_by_2030
G100000601403,Zhouning hydroelectric plant,Fujian,conventional storage,250.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000601405,Zhuanghe hydroelectric plant,Liaoning,pumped storage,1000.0,construction,,,False,unknown_start_year_not_imputed
G100000601406,Zhuangli hydroelectric plant,Shandong,pumped storage,1200.0,pre-construction,2030.0,,False,excluded_status_or_vintage
G100000601407,Zhuji hydroelectric plant,Zhejiang,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601408,Zhumadian Xiangshuitan hydroelectric plant,Henan,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100001048107,Zhuxikou hydroelectric plant,Hunan,conventional storage,74.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601409,Zhuzhou Hangdian hydroelectric plant,Hunan,run-of-river,140.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100001031217,Zhuzhou hydroelectric plant,Fujian,run-of-river,54.0,operating,2000.0,,True,operating_or_construction_start_by_2030
G100000601410,Zilanba hydroelectric plant,Sichuan,conventional storage,102.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000601411,Zipingpu hydroelectric plant,Sichuan,conventional storage,760.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000601412,Ziyili hydroelectric plant,Sichuan,conventional storage,130.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000601413,Ziyuan County hydroelectric plant,Guangxi,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000604985,Ziyunshan hydroelectric plant,Hubei,pumped storage,1400.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100001046521,Zuojiang hydroelectric plant,Guangxi,conventional storage,72.0,operating,1999.0,,True,operating_or_construction_start_by_2030
G100001027181,Liuxihe hydroelectric plant,Guangdong,conventional storage,42.0,operating,1958.0,,True,operating_or_construction_start_by_2030
G100001048103,Ouyanghai hydroelectric plant,Hunan,conventional storage,43.0,operating,1975.0,,True,operating_or_construction_start_by_2030
