province,technology_group,grid_lat,grid_lon,capacity_mw,unit_count,near_boundary_review_mw,assumed_pv_mw,known_pre2020_survivor_mw,unit_ids
Guizhou,solar_pv,26.5,105.0,100.0,1,0.0,0.0,0.0,G100001020295
Guizhou,solar_pv,26.5,105.25,100.0,1,0.0,0.0,0.0,G100000831784
Guizhou,solar_pv,26.5,105.75,80.0,2,0.0,0.0,0.0,G100000812246;G100001005413
Guizhou,solar_pv,26.5,107.0,200.0,1,0.0,0.0,0.0,G100000831751
Guizhou,solar_pv,26.5,107.25,50.0,1,0.0,0.0,0.0,G100000812163
Guizhou,solar_pv,26.5,109.25,30.0,1,0.0,0.0,0.0,G100000831745
Guizhou,solar_pv,26.75,103.75,50.0,1,50.0,0.0,50.0,G100000812284
Guizhou,solar_pv,26.75,104.0,258.0,4,0.0,0.0,258.0,G100000812294;G100000812303;G100000812304;G100000812305
Guizhou,solar_pv,26.75,104.25,380.0,7,270.0,0.0,360.0,G100000812169;G100000812289;G100000812295;G100000812296;G100000812297;G100000812299;G100000812300
Guizhou,solar_pv,26.75,104.5,150.0,1,150.0,0.0,150.0,G100000812290
Guizhou,solar_pv,26.75,104.75,150.0,2,0.0,0.0,150.0,G100000812186;G100000812282
Guizhou,solar_pv,26.75,105.0,170.0,2,0.0,0.0,0.0,G100000802765;G100000812361
Guizhou,solar_pv,26.75,105.25,150.0,2,0.0,0.0,0.0,G100000812203;G100000812205
Guizhou,solar_pv,26.75,105.5,80.0,1,0.0,0.0,0.0,G100000812201
Guizhou,solar_pv,26.75,105.75,380.0,2,0.0,0.0,0.0,G100000812117;G100000812359
Guizhou,solar_pv,27.0,103.75,277.0,5,127.0,0.0,277.0,G100000802210;G100000803761;G100000812279;G100000812285;G100000831795
Guizhou,solar_pv,27.0,104.0,845.0,14,0.0,0.0,140.0,G100000812276;G100000812278;G100000812280;G100000812281;G100000812301;G100000812306;G100000812307;G100000812308;G100000812309;G100000812311;G100000812312;G100000812313;G100000812314;G100000812343
Guizhou,solar_pv,27.0,104.25,200.0,2,0.0,0.0,0.0,G100000802756;G100000812168
Guizhou,solar_pv,27.0,104.5,535.0,7,0.0,0.0,30.0,G100000812164;G100000812166;G100000812277;G100000812283;G100000812310;G100000812315;G100000831740
Guizhou,solar_pv,27.0,105.0,60.0,1,0.0,0.0,0.0,G100000812204
Guizhou,solar_pv,27.0,105.5,100.0,1,0.0,0.0,0.0,G100000812207
Guizhou,solar_pv,27.0,105.75,290.0,2,0.0,0.0,0.0,G100000812127;G100000831722
Guizhou,solar_pv,27.0,106.0,210.0,2,0.0,0.0,0.0,G100000812250;G100000812360
Guizhou,solar_pv,27.0,106.5,100.0,1,0.0,0.0,0.0,G100000812342
Guizhou,solar_pv,27.0,107.25,200.0,1,0.0,0.0,0.0,G100000812140
Guizhou,solar_pv,27.25,104.0,510.0,8,0.0,0.0,150.0,G100000802782;G100000812286;G100000812287;G100000812288;G100000812291;G100000812292;G100000812293;G100000812302
Guizhou,solar_pv,27.25,104.75,50.0,1,0.0,0.0,50.0,G100000812171
Guizhou,solar_pv,27.25,106.0,200.0,1,0.0,0.0,0.0,G100000812249
Guizhou,solar_pv,27.25,106.5,50.0,1,0.0,0.0,0.0,G100001020450
Guizhou,solar_pv,27.25,106.75,100.0,1,0.0,0.0,0.0,G100000812316
Guizhou,solar_pv,27.75,108.25,40.0,1,0.0,0.0,0.0,G100000831783
Guizhou,solar_pv,28.25,109.25,420.0,3,0.0,0.0,0.0,G100000812267;G100000812268;G100000831786
Guizhou,wind_onshore,25.0,104.75,50.0,1,0.0,0.0,0.0,G100001004344
Guizhou,wind_onshore,25.25,105.75,39.6,1,0.0,0.0,0.0,G100001004642
Guizhou,wind_onshore,25.25,106.0,150.4,2,0.0,0.0,0.0,G100000921924;G100000921926
Guizhou,wind_onshore,25.25,107.0,100.0,1,0.0,0.0,0.0,G100001048281
Guizhou,wind_onshore,25.5,104.75,48.0,1,0.0,0.0,48.0,G100000905741
Guizhou,wind_onshore,25.5,105.25,48.0,1,0.0,0.0,0.0,G100001004677
Guizhou,wind_onshore,25.5,108.5,50.0,1,50.0,0.0,0.0,G100000921814
Guizhou,wind_onshore,25.75,104.25,50.0,1,50.0,0.0,50.0,G100000905750
Guizhou,wind_onshore,25.75,104.5,148.0,3,50.0,0.0,148.0,G100000905733;G100000905742;G100000905749
Guizhou,wind_onshore,25.75,105.0,42.0,1,0.0,0.0,42.0,G100000905751
Guizhou,wind_onshore,25.75,105.25,48.0,1,0.0,0.0,48.0,G100000905752
Guizhou,wind_onshore,25.75,105.5,48.0,1,0.0,0.0,48.0,G100000905745
Guizhou,wind_onshore,25.75,107.5,48.0,1,0.0,0.0,48.0,G100000921819
Guizhou,wind_onshore,25.75,108.25,99.0,1,0.0,0.0,99.0,G100000904166
Guizhou,wind_onshore,26.0,104.5,48.0,1,0.0,0.0,48.0,G100000904155
Guizhou,wind_onshore,26.0,105.75,50.0,1,0.0,0.0,0.0,G100000921983
Guizhou,wind_onshore,26.0,106.0,150.0,2,0.0,0.0,0.0,G100000922001;G100000923652
Guizhou,wind_onshore,26.0,107.0,50.0,1,0.0,0.0,50.0,G100000904161
Guizhou,wind_onshore,26.0,107.25,65.0,1,0.0,0.0,0.0,G100000921878
Guizhou,wind_onshore,26.0,108.75,80.0,1,0.0,0.0,80.0,G100000921857
Guizhou,wind_onshore,26.0,109.0,48.0,1,0.0,0.0,0.0,G100000921813
Guizhou,wind_onshore,26.0,109.25,48.0,1,48.0,0.0,0.0,G100000921859
Guizhou,wind_onshore,26.25,104.5,48.0,1,0.0,0.0,48.0,G100000904156
Guizhou,wind_onshore,26.25,105.25,30.0,1,0.0,0.0,30.0,G100000904151
Guizhou,wind_onshore,26.25,107.0,146.0,3,0.0,0.0,146.0,G100000904162;G100000904163;G100000905732
Guizhou,wind_onshore,26.25,107.25,195.0,2,0.0,0.0,195.0,G100000904160;G100000905731
Guizhou,wind_onshore,26.25,107.5,95.0,2,0.0,0.0,0.0,G100000904168;G100001004888
Guizhou,wind_onshore,26.25,108.75,70.0,1,0.0,0.0,70.0,G100000921855
Guizhou,wind_onshore,26.25,109.25,99.6,3,0.0,0.0,0.0,G100000921856;G100000923649;G100000923650
Guizhou,wind_onshore,26.5,104.75,48.0,1,0.0,0.0,48.0,G100000921897
Guizhou,wind_onshore,26.5,106.0,100.0,1,0.0,0.0,0.0,G100000921881
Guizhou,wind_onshore,26.5,106.5,30.0,1,0.0,0.0,30.0,G100000904153
Guizhou,wind_onshore,26.5,107.0,224.0,5,0.0,0.0,224.0,G100000904164;G100000904165;G100000905739;G100000905747;G100000921861
Guizhou,wind_onshore,26.5,107.25,128.0,3,0.0,0.0,128.0,G100000905726;G100000905729;G100000905730
Guizhou,wind_onshore,26.5,108.0,149.5,3,0.0,0.0,100.0,G100000904158;G100000904159;G100000921853
Guizhou,wind_onshore,26.5,108.5,87.5,1,0.0,0.0,0.0,G100000921842
Guizhou,wind_onshore,26.5,108.75,128.0,3,0.0,0.0,128.0,G100000905725;G100000905728;G100000921843
Guizhou,wind_onshore,26.75,103.75,100.0,2,100.0,0.0,100.0,G100000905740;G100000905748
Guizhou,wind_onshore,26.75,104.0,150.0,3,0.0,0.0,150.0,G100000904141;G100000904143;G100000904149
Guizhou,wind_onshore,26.75,104.25,100.0,2,100.0,0.0,0.0,G100000921934;G100000923651
Guizhou,wind_onshore,26.75,104.5,104.0,2,0.0,0.0,104.0,G100000905753;G100000905755
Guizhou,wind_onshore,26.75,104.75,150.0,3,0.0,0.0,150.0,G100000904137;G100000904138;G100000905754
Guizhou,wind_onshore,26.75,105.25,130.0,2,0.0,0.0,80.0,G100000921866;G100000921869
Guizhou,wind_onshore,26.75,105.5,98.0,2,0.0,0.0,98.0,G100000905734;G100000905735
Guizhou,wind_onshore,26.75,106.25,40.0,1,0.0,0.0,0.0,G100001004635
Guizhou,wind_onshore,26.75,107.25,49.5,1,0.0,0.0,49.5,G100000921823
Guizhou,wind_onshore,27.0,103.75,50.0,1,0.0,0.0,50.0,G100000905743
Guizhou,wind_onshore,27.0,104.0,194.0,4,0.0,0.0,194.0,G100000921929;G100000921931;G100000921932;G100000921933
Guizhou,wind_onshore,27.0,104.25,50.0,1,0.0,0.0,50.0,G100000921930
Guizhou,wind_onshore,27.0,104.5,250.0,5,0.0,0.0,250.0,G100000904139;G100000904145;G100000904146;G100000904147;G100000904148
Guizhou,wind_onshore,27.0,104.75,116.0,3,0.0,0.0,116.0,G100000904136;G100000905727;G100000905737
Guizhou,wind_onshore,27.0,105.0,44.0,1,0.0,0.0,44.0,G100001004582
Guizhou,wind_onshore,27.0,106.0,50.0,1,0.0,0.0,50.0,G100000904144
Guizhou,wind_onshore,27.0,106.75,48.0,1,0.0,0.0,48.0,G100001004676
Guizhou,wind_onshore,27.0,107.0,443.0,9,0.0,0.0,216.0,G100000904135;G100000904140;G100000904150;G100000904152;G100000904154;G100000904157;G100000904169;G100000904170;G100000904171
Guizhou,wind_onshore,27.0,107.5,96.0,1,0.0,0.0,96.0,G100000904167
Guizhou,wind_onshore,27.25,104.0,122.4,3,0.0,0.0,100.0,G100000905736;G100000905738;G100000921955
Guizhou,wind_onshore,27.25,104.5,48.0,1,0.0,0.0,0.0,G100000921835
Guizhou,wind_onshore,27.25,104.75,96.0,2,0.0,0.0,0.0,G100000921837;G100000921838
Guizhou,wind_onshore,27.25,106.0,50.0,1,0.0,0.0,50.0,G100000904142
Guizhou,wind_onshore,27.25,106.25,150.0,2,0.0,0.0,0.0,G100000921882;G100000921883
Guizhou,wind_onshore,27.5,106.25,48.0,1,0.0,0.0,48.0,G100000905756
Guizhou,wind_onshore,27.5,106.5,50.0,1,0.0,0.0,0.0,G100000923647
Guizhou,wind_onshore,27.5,108.25,60.1,1,0.0,0.0,0.0,G100000921895
Guizhou,wind_onshore,27.5,109.0,100.0,1,0.0,0.0,0.0,G100000921927
Guizhou,wind_onshore,27.75,106.5,98.0,1,0.0,0.0,0.0,G100000921804
Guizhou,wind_onshore,27.75,108.25,80.0,1,0.0,0.0,0.0,G100001004584
Guizhou,wind_onshore,27.75,108.5,80.0,1,0.0,0.0,0.0,G100000921904
Guizhou,wind_onshore,28.0,106.75,49.0,1,0.0,0.0,49.0,G100000905757
Guizhou,wind_onshore,28.0,107.0,50.0,1,0.0,0.0,0.0,G100000921918
Guizhou,wind_onshore,28.25,106.75,63.0,1,0.0,0.0,0.0,G100000921916
Guizhou,wind_onshore,28.25,109.25,49.5,1,0.0,0.0,0.0,G100001004609
Guizhou,wind_onshore,28.5,107.0,93.0,2,0.0,0.0,48.0,G100000905746;G100000921915
Jiangsu,solar_pv,31.0,120.5,29.6,9,0.0,25.6,4.0,G100001016437;G100001016439;G100001035769;G100001035770;G100001035771;G100001035772;G100001037043;G100001037044;G100001037045
Jiangsu,solar_pv,31.0,120.75,5.0,1,0.0,5.0,5.0,G100000832202
Jiangsu,solar_pv,31.25,119.0,1.3,1,1.3,1.3,0.0,G100001036292
Jiangsu,solar_pv,31.25,119.25,20.0,1,20.0,0.0,20.0,G100000802939
Jiangsu,solar_pv,31.25,119.75,258.2,42,0.0,23.6,74.6,G100000813174;G100000813175;G100001012218;G100001013849;G100001014589;G100001016880;G100001016971;G100001016972;G100001016973;G100001016974;G100001016975;G100001016976;G100001016977;G100001016978;G100001016979;G100001016980;G100001016981;G100001016982;G100001016983;G100001016984;G100001016985;G100001016986;G100001016987;G100001016988;G100001016989;G100001016990;G100001016991;G100001016992;G100001016993;G100001016994;G100001036365;G100001036366;G100001036367;G100001036368;G100001036369;G100001036370;G100001036371;G100001036372;G100001037095;G100001037096;G100001037461;G100001037462
Jiangsu,solar_pv,31.25,120.5,128.3,52,0.0,0.0,117.3,G100001012118;G100001012171;G100001012172;G100001012257;G100001012505;G100001012516;G100001012854;G100001013814;G100001013916;G100001014281;G100001014478;G100001014526;G100001014744;G100001014784;G100001015314;G100001015986;G100001015987;G100001015989;G100001015990;G100001015991;G100001015992;G100001015993;G100001015994;G100001015995;G100001015996;G100001015997;G100001015998;G100001015999;G100001016000;G100001016001;G100001016002;G100001016003;G100001016005;G100001016006;G100001016007;G100001016008;G100001016009;G100001016010;G100001016011;G100001016012;G100001016013;G100001016014;G100001016015;G100001016016;G100001016017;G100001016020;G100001016021;G100001016438;G100001016774;G100001016775;G100001016817;G100001017549
Jiangsu,solar_pv,31.25,120.75,42.8,17,0.0,42.8,0.0,G100001035773;G100001035774;G100001035775;G100001035776;G100001035777;G100001035883;G100001035961;G100001035962;G100001036326;G100001036327;G100001036328;G100001036329;G100001036330;G100001036331;G100001036332;G100001036721;G100001037046
Jiangsu,solar_pv,31.5,119.25,35.0,1,0.0,0.0,0.0,G100000832172
Jiangsu,solar_pv,31.5,119.5,109.0,17,0.0,49.3,59.7,G100000802005;G100001013918;G100001014668;G100001014669;G100001014670;G100001014671;G100001014672;G100001014673;G100001014674;G100001035937;G100001035938;G100001035939;G100001035940;G100001036275;G100001036276;G100001036983;G100001036984
Jiangsu,solar_pv,31.5,119.75,100.0,1,0.0,0.0,0.0,G100000813173
Jiangsu,solar_pv,31.5,120.25,218.2,100,0.0,15.5,201.6,G100001012608;G100001012609;G100001012871;G100001013068;G100001013087;G100001013343;G100001013512;G100001013802;G100001013877;G100001013878;G100001013964;G100001014145;G100001015042;G100001015297;G100001015308;G100001015730;G100001016392;G100001016446;G100001016447;G100001016448;G100001016449;G100001016450;G100001016451;G100001016452;G100001016453;G100001016454;G100001016455;G100001016456;G100001016457;G100001016458;G100001016459;G100001016460;G100001016461;G100001016462;G100001016463;G100001016464;G100001016465;G100001016466;G100001016467;G100001016468;G100001016469;G100001016470;G100001016471;G100001016472;G100001016473;G100001016474;G100001016475;G100001016476;G100001016477;G100001016478;G100001016479;G100001016480;G100001016481;G100001016482;G100001016483;G100001016484;G100001016485;G100001016486;G100001016487;G100001016488;G100001016489;G100001016490;G100001016491;G100001016492;G100001016493;G100001016494;G100001016495;G100001016496;G100001016497;G100001016498;G100001016499;G100001016500;G100001016501;G100001016502;G100001016503;G100001016504;G100001016505;G100001016506;G100001016507;G100001016508;G100001016509;G100001016510;G100001016511;G100001016512;G100001016513;G100001016514;G100001016515;G100001016725;G100001016946;G100001017537;G100001036348;G100001036361;G100001036362;G100001036363;G100001036364;G100001037092;G100001037093;G100001037094;G100001037459;G100001037460
Jiangsu,solar_pv,31.5,120.75,6.0,1,0.0,6.0,6.0,G100000832193
Jiangsu,solar_pv,31.5,121.0,96.6,45,0.0,50.7,42.7,G100001013547;G100001013548;G100001013633;G100001014440;G100001014463;G100001014472;G100001014473;G100001014474;G100001014475;G100001014476;G100001014477;G100001014479;G100001014480;G100001014481;G100001014482;G100001015043;G100001016027;G100001016028;G100001016029;G100001016030;G100001016031;G100001016826;G100001035766;G100001035767;G100001035768;G100001035960;G100001036317;G100001036318;G100001036319;G100001036320;G100001036321;G100001036322;G100001036323;G100001036324;G100001036325;G100001036720;G100001037035;G100001037036;G100001037037;G100001037038;G100001037039;G100001037040;G100001037041;G100001037042;G100001037454
Jiangsu,solar_pv,31.5,121.25,17.5,1,17.5,17.5,0.0,G100000832188
Jiangsu,solar_pv,31.75,119.0,52.3,13,0.0,12.6,39.7,G100001013952;G100001014423;G100001014424;G100001014425;G100001014431;G100001014432;G100001014433;G100001014434;G100001014435;G100001036390;G100001036391;G100001037017;G100001037121
Jiangsu,solar_pv,31.75,119.5,238.7,8,0.0,25.4,213.3,G100000802004;G100000830445;G100001012458;G100001014354;G100001014355;G100001035936;G100001036981;G100001036982
Jiangsu,solar_pv,31.75,120.0,263.7,97,0.0,68.1,195.6,G100001012411;G100001012412;G100001012413;G100001012414;G100001012415;G100001012416;G100001012417;G100001012418;G100001012419;G100001012420;G100001012421;G100001012422;G100001012423;G100001012424;G100001012425;G100001012426;G100001012427;G100001012428;G100001012429;G100001012430;G100001012431;G100001012432;G100001012433;G100001012434;G100001012435;G100001012436;G100001012437;G100001012438;G100001012439;G100001012440;G100001012441;G100001012442;G100001012443;G100001012444;G100001012445;G100001012446;G100001012447;G100001012448;G100001012449;G100001012450;G100001012451;G100001012452;G100001012453;G100001012454;G100001012455;G100001012456;G100001012457;G100001012459;G100001012460;G100001012461;G100001012462;G100001012463;G100001012464;G100001012533;G100001012863;G100001013807;G100001013825;G100001013911;G100001013912;G100001013960;G100001013962;G100001013963;G100001013975;G100001013987;G100001015040;G100001015721;G100001015860;G100001015983;G100001016776;G100001035941;G100001035942;G100001035943;G100001035944;G100001035945;G100001035946;G100001035947;G100001035948;G100001035949;G100001035950;G100001035951;G100001035952;G100001036277;G100001036278;G100001036279;G100001036280;G100001036281;G100001036282;G100001036283;G100001036284;G100001036285;G100001036286;G100001036287;G100001036717;G100001036985;G100001036986;G100001036987;G100001036988
Jiangsu,solar_pv,31.75,120.25,5.8,4,0.0,4.2,1.6,G100001013706;G100001035783;G100001035966;G100001036349
Jiangsu,solar_pv,31.75,120.75,74.4,24,0.0,17.3,56.1,G100001012377;G100001012378;G100001012379;G100001012380;G100001012381;G100001012382;G100001012884;G100001015371;G100001015902;G100001017550;G100001017551;G100001036312;G100001036313;G100001036314;G100001036315;G100001036316;G100001037027;G100001037028;G100001037029;G100001037030;G100001037031;G100001037032;G100001037033;G100001037034
Jiangsu,solar_pv,31.75,121.25,26.4,8,0.0,15.6,10.8,G100001013163;G100001014851;G100001036301;G100001036302;G100001036303;G100001036304;G100001037021;G100001037022
Jiangsu,solar_pv,31.75,121.5,48.5,10,48.5,0.0,46.3,G100001013344;G100001014748;G100001015148;G100001015149;G100001015150;G100001015151;G100001015152;G100001015153;G100001015154;G100001015155
Jiangsu,solar_pv,32.0,118.5,26.6,3,20.0,6.6,20.0,G100000802933;G100001036297;G100001036298
Jiangsu,solar_pv,32.0,118.75,225.0,58,0.0,50.8,165.6,G100000830446;G100001012119;G100001012120;G100001012288;G100001012527;G100001012607;G100001012703;G100001013546;G100001013892;G100001013948;G100001014461;G100001014790;G100001014791;G100001014792;G100001014793;G100001014796;G100001014797;G100001014798;G100001014799;G100001014800;G100001014801;G100001014802;G100001014803;G100001014804;G100001014805;G100001014806;G100001014807;G100001014808;G100001014809;G100001014810;G100001014811;G100001014812;G100001014813;G100001014814;G100001014815;G100001014816;G100001014817;G100001014818;G100001014819;G100001014820;G100001014821;G100001014822;G100001014823;G100001014824;G100001014825;G100001014826;G100001014827;G100001015856;G100001015857;G100001016936;G100001035882;G100001036293;G100001036294;G100001036295;G100001036296;G100001036299;G100001036719;G100001037016
Jiangsu,solar_pv,32.0,119.5,198.5,24,0.0,13.1,105.4,G100000813128;G100000813130;G100001012692;G100001012693;G100001012694;G100001012695;G100001012696;G100001012697;G100001012698;G100001012699;G100001012700;G100001012701;G100001013057;G100001013058;G100001013815;G100001013883;G100001013884;G100001013885;G100001013953;G100001013982;G100001036725;G100001037115;G100001037116;G100001037117
Jiangsu,solar_pv,32.0,119.75,33.4,1,0.0,0.0,0.0,G100000813123
Jiangsu,solar_pv,32.0,120.25,312.5,135,0.0,44.0,267.5,G100001012302;G100001012387;G100001012388;G100001012389;G100001012736;G100001013809;G100001013816;G100001013821;G100001013823;G100001013856;G100001013857;G100001013858;G100001013859;G100001013860;G100001013869;G100001013870;G100001013881;G100001013915;G100001013926;G100001013927;G100001013934;G100001013946;G100001013968;G100001014046;G100001014047;G100001014048;G100001014049;G100001014050;G100001014051;G100001014052;G100001014053;G100001014054;G100001014055;G100001014056;G100001014057;G100001014058;G100001014059;G100001014060;G100001014061;G100001014062;G100001014063;G100001014064;G100001014065;G100001014066;G100001014067;G100001014068;G100001014069;G100001014070;G100001014071;G100001014072;G100001014073;G100001014074;G100001014075;G100001014076;G100001014077;G100001014078;G100001014079;G100001014080;G100001014081;G100001014082;G100001014083;G100001014084;G100001014085;G100001014086;G100001014087;G100001014088;G100001014089;G100001014090;G100001014091;G100001014092;G100001014093;G100001014094;G100001014095;G100001014096;G100001014097;G100001014098;G100001014099;G100001014100;G100001014101;G100001014102;G100001014103;G100001014104;G100001014105;G100001014106;G100001014107;G100001014108;G100001014109;G100001014110;G100001014111;G100001014112;G100001014113;G100001014114;G100001014115;G100001014116;G100001014117;G100001014118;G100001014119;G100001015805;G100001015865;G100001016435;G100001016625;G100001017056;G100001017076;G100001017096;G100001017142;G100001017542;G100001017543;G100001017547;G100001035784;G100001036350;G100001036351;G100001036352;G100001036353;G100001036354;G100001036355;G100001036356;G100001036357;G100001036358;G100001036359;G100001036360;G100001036724;G100001037078;G100001037079;G100001037080;G100001037081;G100001037082;G100001037083;G100001037084;G100001037085;G100001037086;G100001037087;G100001037088;G100001037089;G100001037090;G100001037091
Jiangsu,solar_pv,32.0,120.5,112.8,34,0.0,16.8,61.6,G100000830438;G100001013161;G100001013213;G100001013875;G100001013941;G100001014544;G100001015223;G100001015377;G100001017128;G100001017129;G100001017130;G100001017131;G100001017132;G100001017133;G100001017134;G100001017135;G100001017136;G100001017137;G100001017138;G100001017139;G100001017140;G100001017141;G100001017143;G100001017144;G100001017540;G100001035778;G100001036333;G100001036334;G100001036682;G100001036722;G100001036723;G100001037047;G100001037048;G100001037049
Jiangsu,solar_pv,32.0,120.75,5.3,4,0.0,5.3,0.0,G100001035756;G100001035757;G100001035758;G100001037019
Jiangsu,solar_pv,32.0,121.0,194.9,72,0.0,42.7,152.2,G100001012814;G100001012815;G100001013756;G100001013826;G100001013827;G100001013888;G100001014419;G100001014830;G100001014831;G100001014832;G100001014833;G100001014834;G100001014835;G100001014836;G100001014837;G100001014838;G100001014839;G100001014840;G100001014841;G100001014842;G100001014845;G100001014846;G100001014847;G100001014848;G100001014849;G100001014850;G100001014852;G100001014853;G100001014854;G100001014855;G100001014856;G100001014857;G100001014858;G100001014859;G100001014860;G100001014861;G100001014862;G100001014863;G100001014864;G100001014865;G100001014866;G100001014867;G100001014868;G100001014869;G100001014870;G100001014871;G100001014872;G100001014882;G100001015203;G100001015827;G100001016103;G100001016777;G100001017534;G100001017555;G100001017665;G100001035759;G100001035760;G100001035761;G100001035763;G100001035764;G100001035765;G100001035956;G100001035957;G100001036300;G100001036305;G100001036306;G100001036309;G100001036310;G100001036311;G100001037020;G100001037023;G100001037024
Jiangsu,solar_pv,32.0,121.75,170.0,2,0.0,0.0,0.0,G100000802762;G100000813158
Jiangsu,solar_pv,32.25,118.75,4.0,1,0.0,4.0,0.0,G100001037018
Jiangsu,solar_pv,32.25,119.25,34.7,11,0.0,13.8,30.9,G100000832137;G100001012525;G100001017001;G100001017002;G100001017003;G100001017004;G100001017005;G100001017006;G100001037110;G100001037111;G100001037112
Jiangsu,solar_pv,32.25,119.5,354.0,46,0.0,69.10000000000001,124.4,G100000813124;G100000813149;G100001012764;G100001012864;G100001013615;G100001013871;G100001013928;G100001013988;G100001014250;G100001014667;G100001016865;G100001017509;G100001017510;G100001017511;G100001017512;G100001017513;G100001017514;G100001017515;G100001017516;G100001017517;G100001017518;G100001017519;G100001017520;G100001017521;G100001017522;G100001017523;G100001017524;G100001017526;G100001017527;G100001035793;G100001036384;G100001036387;G100001036388;G100001036389;G100001037108;G100001037109;G100001037113;G100001037114;G100001037118;G100001037119;G100001037120;G100001037122;G100001037123;G100001037124;G100001037125;G100001037463
Jiangsu,solar_pv,32.25,119.75,43.4,17,0.0,0.0,43.4,G100001012766;G100001016832;G100001016833;G100001016834;G100001016835;G100001016836;G100001016837;G100001016838;G100001016839;G100001016840;G100001016841;G100001016842;G100001016843;G100001016844;G100001016845;G100001016846;G100001017525
Jiangsu,solar_pv,32.25,120.0,63.5,7,0.0,2.8,10.7,G100000813170;G100001012351;G100001012611;G100001013951;G100001016037;G100001036338;G100001037068
Jiangsu,solar_pv,32.25,120.5,14.3,6,0.0,9.5,4.8,G100001015298;G100001015299;G100001035762;G100001035959;G100001036307;G100001036308
Jiangsu,solar_pv,32.25,121.25,155.1,16,0.0,13.0,127.5,G100000804404;G100000830452;G100001013824;G100001014843;G100001014844;G100001016161;G100001016213;G100001016214;G100001017557;G100001017565;G100001017566;G100001017567;G100001017568;G100001035958;G100001037025;G100001037026
Jiangsu,solar_pv,32.5,119.25,80.0,1,0.0,0.0,0.0,G100000832158
Jiangsu,solar_pv,32.5,119.5,120.6,38,0.0,6.0,110.1,G100001012306;G100001012307;G100001012521;G100001012522;G100001013762;G100001013974;G100001016849;G100001016850;G100001016851;G100001016852;G100001016853;G100001016854;G100001016855;G100001016856;G100001016858;G100001016859;G100001016860;G100001016861;G100001016862;G100001016864;G100001016866;G100001016867;G100001016868;G100001016869;G100001016870;G100001016871;G100001016872;G100001016873;G100001016874;G100001016875;G100001016876;G100001016877;G100001016878;G100001016879;G100001036382;G100001036383;G100001036385;G100001036386
Jiangsu,solar_pv,32.5,119.75,20.0,1,0.0,0.0,20.0,G100000802934
Jiangsu,solar_pv,32.5,120.0,103.9,28,0.0,27.2,66.7,G100001012170;G100001012612;G100001013678;G100001013679;G100001013886;G100001016041;G100001016042;G100001016046;G100001016047;G100001016052;G100001016053;G100001016054;G100001016055;G100001016061;G100001016062;G100001016064;G100001016074;G100001016084;G100001036339;G100001036342;G100001036343;G100001036344;G100001036345;G100001036346;G100001036347;G100001037075;G100001037076;G100001037077
Jiangsu,solar_pv,32.5,120.5,96.1,21,0.0,0.0,85.1,G100000803737;G100001012621;G100001013140;G100001013141;G100001013142;G100001013143;G100001013144;G100001013145;G100001013146;G100001013147;G100001013148;G100001013149;G100001013150;G100001013151;G100001013152;G100001013153;G100001013154;G100001013155;G100001013156;G100001013852;G100001017558
Jiangsu,solar_pv,32.5,121.0,200.0,1,0.0,0.0,0.0,G100000813163
Jiangsu,solar_pv,32.5,121.25,120.0,5,0.0,0.0,55.0,G100000830448;G100000832179;G100000832180;G100000832181;G100000832182
Jiangsu,solar_pv,32.75,119.25,40.0,2,0.0,0.0,40.0,G100000830441;G100000830442
Jiangsu,solar_pv,32.75,119.5,76.6,14,0.0,21.1,56.0,G100000802937;G100000832140;G100001013040;G100001013041;G100001013042;G100001013965;G100001013966;G100001013967;G100001016863;G100001035790;G100001035791;G100001035792;G100001035886;G100001037107
Jiangsu,solar_pv,32.75,119.75,5.0,1,0.0,5.0,5.0,G100000832194
Jiangsu,solar_pv,32.75,120.25,181.2,28,0.0,2.4,163.1,G100000802930;G100000803741;G100000803742;G100000813134;G100001012291;G100001012292;G100001012797;G100001012798;G100001012799;G100001012800;G100001012801;G100001012802;G100001012803;G100001012804;G100001012805;G100001012806;G100001012807;G100001012808;G100001012809;G100001012810;G100001013562;G100001013971;G100001013972;G100001013973;G100001013980;G100001015985;G100001037103;G100001037104
Jiangsu,solar_pv,32.75,120.5,20.0,1,0.0,0.0,20.0,G100000830439
Jiangsu,solar_pv,32.75,121.0,513.0,8,432.0,53.0,113.0,G100000802819;G100000802820;G100000832141;G100000832142;G100000832143;G100000832144;G100000832145;G100001050362
Jiangsu,solar_pv,33.0,118.5,36.7,10,0.0,13.4,13.5,G100001012523;G100001012524;G100001016667;G100001016668;G100001016749;G100001037006;G100001037007;G100001037008;G100001037009;G100001037010
Jiangsu,solar_pv,33.0,119.0,146.0,10,46.0,6.2,130.0,G100000804376;G100000804395;G100000830453;G100001012123;G100001014285;G100001036999;G100001037000;G100001037001;G100001037002;G100001037003
Jiangsu,solar_pv,33.0,119.25,250.0,4,20.0,0.0,250.0,G100000802006;G100000802007;G100000802008;G100000804384
Jiangsu,solar_pv,33.0,119.5,105.0,2,0.0,5.0,105.0,G100000802034;G100000832200
Jiangsu,solar_pv,33.0,119.75,128.2,11,0.0,0.0,118.0,G100000830451;G100001012303;G100001012304;G100001016635;G100001016636;G100001016637;G100001016638;G100001016639;G100001016640;G100001016641;G100001016642
