source_row,start_s,end_s,start_h,end_h,mode,gpus,work_gpu_h,release_h,deadline_h
730932,510.0,5933.5078534,0.14166666666666666,1.6481966259444445,1,1,1.2158333333333333,0.14166666666666666,7.3575
731303,2028.0,92797.72076789,0.5633333333333334,25.777144657747222,1,16,325.5777777777778,0.5633333333333334,36.73694444444445
732798,8296.0,13691.008726,2.3044444444444445,3.8030579794444446,1,1,1.2094444444444445,2.3044444444444445,9.51388888888889
733067,9406.0,14538.32111693,2.6127777777777776,4.038422532480555,1,1,1.1505555555555556,2.6127777777777776,9.763333333333334
733105,9562.0,162946.33021807,2.656111111111111,45.262869505019445,2,2,77.05222222222223,2.656111111111111,47.18222222222222
736365,23370.0,222364.64174455,6.491666666666666,61.767956040152775,2,2,99.96444444444444,6.491666666666666,62.47388888888889
736366,23370.0,222364.64174455,6.491666666666666,61.767956040152775,2,2,99.96444444444444,6.491666666666666,62.47388888888889
739583,36884.0,36953.38917976,10.245555555555555,10.264830327711111,1,1,0.015555555555555555,10.245555555555555,16.261111111111113
740062,38885.0,39150.16579407,10.801388888888889,10.875046053908335,1,8,0.47555555555555556,10.801388888888889,16.860833333333332
740119,39129.0,265624.25925926,10.869166666666667,73.78451646090556,3,8,478.5111111111111,10.869166666666667,76.68305555555555
740131,39176.0,264407.98518519,10.882222222222222,73.44666255144166,3,8,475.84222222222223,10.882222222222222,76.3625
740155,39260.0,40449.52879581,10.905555555555555,11.235980221058334,1,32,8.533333333333333,10.905555555555555,17.17222222222222
740236,39603.0,40429.47469459,11.000833333333333,11.23040963738611,1,32,5.928888888888889,11.000833333333333,17.18638888888889
740403,40280.0,41115.14834206,11.188888888888888,11.42087453946111,1,32,5.9911111111111115,11.188888888888888,17.3775
740417,40337.0,41255.16753927,11.204722222222221,11.459768760908332,1,32,6.586666666666667,11.204722222222221,17.411666666666665
740492,40625.0,40720.41012216,11.284722222222221,11.311225033933333,1,8,0.1711111111111111,11.284722222222221,17.30611111111111
740595,41029.0,41787.32460733,11.396944444444445,11.607590168702778,1,32,5.44,11.396944444444445,17.5675
740601,41050.0,77241.41361257,11.402777777777779,21.45594822571389,1,8,64.90666666666667,11.402777777777779,25.516111111111112
740624,41140.0,41840.08726003,11.427777777777777,11.622246461119444,1,32,5.022222222222222,11.427777777777777,17.586111111111112
740677,41357.0,41475.95287958,11.488055555555556,11.521098022105555,1,1,0.02666666666666667,11.488055555555556,17.514722222222222
740768,41719.0,42552.90924956,11.588611111111112,11.820252569322221,1,32,5.982222222222222,11.588611111111112,17.776944444444446
740782,41771.0,42274.07155323,11.603055555555555,11.742797653675,1,32,3.608888888888889,11.603055555555555,17.71638888888889
740798,41836.0,41946.27923211,11.62111111111111,11.651744231141667,1,1,0.024722222222222222,11.62111111111111,17.645833333333332
740897,42232.0,42343.51832461,11.731111111111112,11.762088423502778,1,1,0.025,11.731111111111112,17.75611111111111
740898,42234.0,42725.91972077,11.731666666666667,11.868311033547222,1,32,3.528888888888889,11.731666666666667,17.843611111111112
740955,42453.0,43192.7382199,11.7925,11.99798283886111,1,32,5.306666666666667,11.7925,17.959722222222222
741016,42701.0,43196.63699825,11.86138888888889,11.99906583284722,1,32,3.5555555555555554,11.86138888888889,17.97277777777778
741031,42751.0,43059.53403141,11.875277777777777,11.960981675391668,1,8,0.5533333333333333,11.875277777777777,17.944444444444443
741117,43114.0,43852.4991274,11.976111111111111,12.181249757611111,1,32,5.297777777777778,11.976111111111111,18.142777777777777
741129,43160.0,43661.83246073,11.988888888888889,12.128286794647222,1,32,3.6,11.988888888888889,18.1025
741243,43633.0,44102.61605585,12.120277777777778,12.250726682180556,1,32,3.368888888888889,12.120277777777778,18.226111111111113
741281,43773.0,43848.58464223,12.159166666666666,12.180162400619444,1,8,0.13555555555555557,12.159166666666666,18.176111111111112
741283,43781.0,44438.95811518,12.161388888888888,12.344155031994445,1,32,4.72,12.161388888888888,18.309166666666666
741349,44049.0,44119.62827225,12.235833333333334,12.25545229784722,1,8,0.12666666666666668,12.235833333333334,18.251666666666665
741381,44168.0,44663.63699825,12.268888888888888,12.406565832847221,1,32,3.5555555555555554,12.268888888888888,18.38083333333333
741421,44317.0,44461.97382199,12.310277777777777,12.350548283886113,1,1,0.0325,12.310277777777777,18.342777777777776
741457,44456.0,45336.9947644,12.348888888888888,12.593609656777778,1,32,6.32,12.348888888888888,18.547777777777778
741517,44691.0,45119.72600349,12.414166666666667,12.533257223191667,1,32,3.0755555555555554,12.414166666666667,18.511666666666667
741641,45179.0,45761.37347295,12.549722222222222,12.711492631375,1,32,4.177777777777778,12.549722222222222,18.68138888888889
741677,45313.0,46019.28272251,12.586944444444445,12.78313408958611,1,32,5.066666666666666,12.586944444444445,18.746111111111112
741792,45784.0,46529.93368237,12.717777777777778,12.92498157843611,1,32,5.351111111111111,12.717777777777778,18.885833333333334
741853,46042.0,46768.10820244,12.789444444444445,12.991141167344445,1,32,5.208888888888889,12.789444444444445,18.953055555555554
741972,46532.0,47287.84642234,12.925555555555556,13.135512895094445,1,32,5.4222222222222225,12.925555555555556,19.096666666666668
742035,46781.0,47446.39267016,12.994722222222222,13.17955351948889,1,32,4.773333333333333,12.994722222222222,19.145555555555557
742160,47278.0,48001.63001745,13.132777777777777,13.333786115958333,1,32,5.191111111111111,13.132777777777777,19.296666666666667
742209,47470.0,48149.02268761,13.186111111111112,13.374728524336112,1,32,4.871111111111111,13.186111111111112,19.338333333333335
742342,47998.0,48741.45549738,13.332777777777778,13.539293193716667,1,32,5.333333333333333,13.332777777777778,19.500555555555554
742385,48163.0,48756.52530541,13.37861111111111,13.543479251502779,1,32,4.257777777777778,13.37861111111111,19.513055555555557
742525,48719.0,49561.58289703,13.533055555555556,13.76710636028611,1,32,6.044444444444444,13.533055555555556,19.723055555555554
742537,48758.0,48891.82198953,13.543888888888889,13.581061663758334,1,16,0.48,13.543888888888889,19.573888888888888
742541,48768.0,49383.82897033,13.546666666666667,13.717730269536112,1,32,4.417777777777777,13.546666666666667,19.685555555555556
742705,49410.0,50153.45549738,13.725,13.931515415938888,1,32,5.333333333333333,13.725,19.893333333333334
