run,cluster,start,workload,slack,tariff,status,jobs,runtime_s,total_saving,mode_shapley,start_shapley,interaction_saving,mode_share_pct,mode_first,mode_last,start_first,start_last,optimal_mode_share_lower_pct,optimal_mode_share_upper_pct
Saturn_ft_llama_8b_dolly_24_Jiangsu,Saturn,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,constructed_pending_independent_verification,14089,54.52252006530762,35526.481103043145,27809.831439229536,7716.649663813609,-7374.37808587421,78.27916127850722,31497.02048216664,24122.64239629243,11403.838706750714,4029.4606208765035,56.18721748155057,87.01718969831573
