GEM unit/phase ID,province_source_label,Plant / Project name,Unit / Phase name,capacity_numeric_MW,Status,Start year,Retired year,Technology,Fuel,CHP,Captive Industry Type,Captive Industry Use,Captive Non Industry Use,candidate_category,legacy_mapping,admission,stage34_event_refs,stage34_correspondence,stage34_original_fields_changed,stage34_dispatch_admitted
G100000405492,Jiangsu,SPIC Changshu Thermal power station,2,100.0,operating,2022,,combined cycle,fossil gas: natural gas,yes,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000405574,Jiangsu,SPIC Wusongjiang Gas power station,1,80.0,operating,2022,,combined cycle,fossil gas: natural gas,not found,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000405575,Jiangsu,SPIC Wusongjiang Gas power station,2,80.0,operating,2023,,combined cycle,fossil gas: natural gas,not found,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000405527,Jiangsu,Wangting power station,2025-01-01 00:00:00,390.0,operating,2005,,combined cycle,fossil gas: natural gas,yes,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000405528,Jiangsu,Wangting power station,2025-02-01 00:00:00,390.0,operating,2005,,combined cycle,fossil gas: natural gas,yes,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000405529,Jiangsu,Wangting power station,2025-01-02 00:00:00,485.0,construction,2025,,combined cycle,fossil gas: natural gas,not found,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000405530,Jiangsu,Wangting power station,2025-02-02 00:00:00,485.0,construction,2025,,combined cycle,fossil gas: natural gas,not found,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000405558,Jiangsu,Wujiang Shengze Gas Thermal power station,1,100.0,operating,2023,,combined cycle,fossil gas: natural gas,yes,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000405559,Jiangsu,Wujiang Shengze Gas Thermal power station,2,100.0,operating,2023,,combined cycle,fossil gas: natural gas,yes,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000405594,Jiangsu,Wuxi West Zone Gas Thermal power station,1,400.0,operating,2016,,combined cycle,fossil gas: natural gas,yes,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000410252,Jiangsu,Wuxi West Zone Gas Thermal power station,2,450.0,operating,2024,,combined cycle,fossil gas: natural gas,yes,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000412272,Jiangsu,"Yangzhou Hengrun Ocean Heavy Industry Co., Ltd. Gas Power Project",1,65.0,operating,2018,,steam turbine,industrial by-product: blast furnace gas,not found,iron & steel,power,,INDUSTRIAL_BYPRODUCT_REQUIRES_PROCESS_AND_EXPORT_BOUNDARY,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000412271,Jiangsu,"Yangzhou Hengrun Ocean Heavy Industry Co., Ltd. Gas Power Project",2,65.0,operating,2018,,steam turbine,industrial by-product: blast furnace gas,not found,iron & steel,power,,INDUSTRIAL_BYPRODUCT_REQUIRES_PROCESS_AND_EXPORT_BOUNDARY,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000405562,Jiangsu,Yixing Xielian power station,1,420.0,operating,2015,,combined cycle,fossil gas: natural gas,yes,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000405563,Jiangsu,Yixing Xielian power station,2,420.0,operating,2015,,combined cycle,fossil gas: natural gas,yes,,,,CCGT_FOSSIL_GAS_REQUIRES_HEAT_AND_OPERATION_DATA,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000412270,Jiangsu,"Zenith Steel Group (Nantong) Co., Ltd. Gas power project",1,100.0,operating,2022,,steam turbine,"industrial by-product: blast furnace gas, industrial by-product: coke oven gas",not found,iron & steel,power,,INDUSTRIAL_BYPRODUCT_REQUIRES_PROCESS_AND_EXPORT_BOUNDARY,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000412262,Jiangsu,"Zhongxin Iron and Steel Group Co., Ltd. Gas Power Project",1,65.0,operating,2021,,steam turbine,industrial by-product: blast furnace gas,not found,iron & steel,power,,INDUSTRIAL_BYPRODUCT_REQUIRES_PROCESS_AND_EXPORT_BOUNDARY,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
G100000412261,Jiangsu,"Zhongxin Iron and Steel Group Co., Ltd. Gas Power Project",2,65.0,operating,2021,,steam turbine,industrial by-product: blast furnace gas,not found,iron & steel,power,,INDUSTRIAL_BYPRODUCT_REQUIRES_PROCESS_AND_EXPORT_BOUNDARY,OCGT_natural_gas_parameters,CANDIDATE_ONLY_NOT_OPERATIONALLY_VALIDATED,,not_reviewed_this_stage,false,false
